,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,5.000000136146099e-10,0.4266372060437246,2.0,0.0,-0.301678061,1.0,0.301678062,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,1.6480220185,0.017968643263015213,2.0,2.0,1.660727768,3.0,1.635316269,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,1.007700459,0.39710149008676243,3.0,4.0,1.4039750880000001,5.0,1.009349048,6.0,0.6097772410000001,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,1.9966840545000002,0.11486768287486092,2.0,7.0,2.077907772,8.0,1.915460337,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,-4.999999997368221e-10,0.19419563091953052,2.0,9.0,-0.137317048,10.0,0.137317047,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,-0.06709114,0.20438818131185746,2.0,11.0,-0.211615409,12.0,0.077433129,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,0.0,0.19265653310721173,2.0,13.0,-0.13622874100000001,14.0,0.13622874100000001,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,-0.38084733425000006,0.23275926846162662,4.0,15.0,-0.41351339600000003,16.0,-0.049893194,17.0,-0.46897896600000005,18.0,-0.5910037810000001,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,-1.5377589272499999,0.06989967780157805,4.0,19.0,-1.568043387,20.0,-1.550131203,21.0,-1.436813116,22.0,-1.596048003,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,0.009768487000000011,0.3320837868558607,3.0,23.0,-0.358332688,24.0,0.10078260200000001,25.0,0.28685554700000004,,,,,,,,,,
10,Pseudomonas_culture_Cisplatin_Bile__PAO1_untreated,0.0,0.0027959228402286073,2.0,26.0,0.0019770160000000003,27.0,-0.0019770160000000003,,,,,,,,,,,,
11,Pseudomonas_culture_Cisplatin_Bile__PAO1_cisplatin,0.38833780400000006,0.2637292937384545,2.0,28.0,0.20185303200000002,29.0,0.5748225760000001,,,,,,,,,,,,
12,Pseudomonas_culture_Cisplatin_Bile__PAO1_bile,0.137314197,0.15365731582672465,2.0,30.0,0.245966327,31.0,0.028662067000000003,,,,,,,,,,,,
13,Catabolite_repression__del_hfq_crc_wt,0.0,0.45907988953985124,2.0,32.0,0.324618503,33.0,-0.324618503,,,,,,,,,,,,
14,Catabolite_repression__delHfq,-1.2451793334999999,0.26109799596348776,2.0,34.0,-1.429803497,35.0,-1.06055517,,,,,,,,,,,,
15,Catabolite_repression__deldcrc,-0.593195948,0.3918098473544533,2.0,36.0,-0.870247348,37.0,-0.316144548,,,,,,,,,,,,
16,Diallyl_disulphide_treatment__PAO1_ctrl_wt,3.3333334240973994e-10,0.3610991175918133,3.0,38.0,-0.047233929,39.0,-0.335157741,40.0,0.38239167100000004,,,,,,,,,,
17,Diallyl_disulphide_treatment__PAO1_DDS,-0.8483182030000002,0.4426001260000674,3.0,41.0,-1.341137968,42.0,-0.48468468400000003,43.0,-0.7191319570000001,,,,,,,,,,
18,G_Quadruplex_Gene_Regulation__rG4seq_P_K_rep,4.999999858590343e-10,0.7135554345177296,2.0,44.0,0.504559887,45.0,-0.504559886,,,,,,,,,,,,
19,G_Quadruplex_Gene_Regulation__rG4seq_P_Li_rep,-0.420417506,0.5781724979556424,2.0,46.0,-0.011587812000000001,47.0,-0.8292472,,,,,,,,,,,,
20,HapZ_SagS_mutant__PA_HapZ_SagS_wt,0.006999077,,1.0,48.0,0.006999077,,,,,,,,,,,,,,
