,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A
0,U01-Set001__USA300 LAC CA-MHB PreCulture,3.918068762,0.21239581771225896,2.0,0.0,4.068255285,5.0,3.767882239
1,U01-Set001__USA300 LAC CA-MHB Control,0.0,0.42359842808660436,2.0,1.0,-0.299529321,6.0,0.299529321
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,2.4676768035,0.6182691357681428,2.0,2.0,2.030494505,7.0,2.904859102
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,3.310045596,0.13372609274277913,2.0,3.0,3.404604223,8.0,3.2154869689999996
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,3.051737223,0.38050921891670697,2.0,4.0,2.782676574,9.0,3.320797872
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,1.1974061054530134,2.0,10.0,-0.846693977,29.0,0.846693977
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,-0.429881595,1.1263356132203248,2.0,11.0,-1.226321145,30.0,0.366557955
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,-0.8001793605,0.8929299368908559,2.0,12.0,-1.4315761740000001,31.0,-0.168782547
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,26.4207511,0.44122091358884774,2.0,13.0,26.108760800000002,14.0,26.7327414
9,U01-Set001__USA300 LAC RPMI+10%LB Control,18.848486755,1.1359467146562283,2.0,15.0,18.04525113,18.0,19.65172238
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,19.63980153,1.0536633077535749,2.0,16.0,18.89474906,19.0,20.384854
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,18.152507639999996,0.5837673332835751,2.0,17.0,17.739721799999995,20.0,18.56529348
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,16.418238940000002,2.9712215267890736,2.0,21.0,14.31726805,24.0,18.51920983
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,13.10134142,2.0002822171024426,2.0,22.0,11.686928300000002,25.0,14.51575454
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,11.720368050000001,1.6109183793833362,2.0,23.0,10.58127674,26.0,12.85945936
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,-8.2360498685,0.029098545011084154,2.0,27.0,-8.21547409,28.0,-8.256625647
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,-2.6259672475,0.15896019312866222,2.0,32.0,-2.7383690780000003,33.0,-2.5135654169999997
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,-0.67898879,0.4383991841795358,2.0,34.0,-0.9889838259999999,38.0,-0.368993754
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,-1.1306276039999998,0.6951736018924093,2.0,35.0,-0.639065636,39.0,-1.622189572
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,-1.3478337645,0.5985285698856082,2.0,36.0,-0.924610154,40.0,-1.771057375
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,-1.4532286425,0.12502155947600438,2.0,37.0,-1.541632235,41.0,-1.36482505
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,23.659084559999997,0.1187837144752841,2.0,42.0,23.57509179,45.0,23.74307733
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,17.117388215,0.5264569297091656,2.0,43.0,16.74512695,46.0,17.48964948
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,14.81208369,0.682028079536646,2.0,44.0,14.32981701,47.0,15.29435037
24,U01-Set003__USA300 TCH1516 CA-MHB Control,-0.1011314455,0.19260294360558594,2.0,48.0,0.035059402,52.0,-0.23732229300000002
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,-0.40390472749999995,0.5318212659040955,2.0,49.0,-0.7799591509999999,53.0,-0.027850304
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,1.8061533655,0.6033146348619913,2.0,50.0,1.379545496,54.0,2.232761235
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,1.7126690565,0.42915213030596394,2.0,51.0,2.016125438,55.0,1.409212675
