,A,mce3R
R2,,0.16582232901249538
xmin,,-2.1506179613
xmid,,-0.5053305833293099
xmax,,2.0222009208
ystart,,-2.5307587067345656
yend,,5.847310591323661
AX:AX_10_MIC:1,0.4991171042,0.3694331965
AX:AX_10_MIC:2,0.45283948890000003,0.5267751608
AX:AX_30_MIC:1,1.1123242580000001,0.1400746478
AX:AX_30_MIC:2,0.9665865433,0.33565904690000004
AX:QZ_10_MIC:1,0.4746693611,0.2598479499
AX:QZ_10_MIC:2,0.7911064152,0.4743521083
AX:QZ_30_MIC:1,1.7479124023,0.0807200337
AX:QZ_30_MIC:2,1.1925215225999999,0.1223328286
AX:wt:1,0.7455433723,-0.0029733017
AX:wt:2,-0.7455433723,0.0029733017
ITM_04:00h_clinic_ctrl:1,-0.08274350820000001,-0.0933121558
ITM_04:00h_clinic_ctrl:2,-0.6148441126,-0.09767613010000001
ITM_04:00h_h37rv_control:1,0.0487429058,-0.046387049900000005
ITM_04:00h_h37rv_control:2,0.025136127,-0.0080691548
ITM_04:00h_h37rv_control:3,-0.07387903280000001,0.054456204700000004
ITM_04:06h_clinic_delam:1,-1.0522390307,-0.16011360900000002
ITM_04:06h_clinic_delam:2,-1.699957891,-0.2565049054
ITM_04:06h_clinic_delam:3,-1.6887073389,-0.47962007910000004
ITM_04:06h_clinic_DMSO:1,-3.4341071969,-0.1775654451
ITM_04:06h_clinic_DMSO:2,-3.7716075903,-0.2980403951
ITM_04:06h_clinic_DMSO:3,-3.0991001785,-0.1136269501
ITM_04:06h_h37rv_delam:1,-2.9084264556,-0.0901966458
ITM_04:06h_h37rv_delam:2,-2.7313068337,-0.0535169457
ITM_04:06h_h37rv_delam:3,-3.0672054989,-0.1268214806
ITM_04:06h_h37rv_DMSO:1,-5.8029436315,0.0529727116
ITM_04:06h_h37rv_DMSO:2,-5.71242554,0.0004279462
ITM_04:06h_h37rv_DMSO:3,-5.5688556604,0.0536462835
ITM_04:24h_clinic_delam:1,-5.7477905656,-0.4685356111
ITM_04:24h_clinic_delam:2,-5.4897961345,-0.542412593
ITM_04:24h_clinic_delam:3,-5.7059212951,-0.5446151829
ITM_04:24h_clinic_DMSO:1,-4.7618568199,-0.11394952700000001
ITM_04:24h_clinic_DMSO:2,-5.0192025088,-0.16172524400000002
ITM_04:24h_clinic_DMSO:3,-4.4117867743,-0.2469957012
ITM_04:24h_h37rv_delam:1,-5.5230404728,-0.0907613086
ITM_04:24h_h37rv_delam:2,-5.0245448999,-0.0588574378
ITM_04:24h_h37rv_delam:3,-5.3189012231,-0.0764993332
ITM_04:24h_h37rv_DMSO:1,-4.6008106257,0.030122807
ITM_04:24h_h37rv_DMSO:2,-4.3609560578,0.15693377220000002
JSF:DMSO:1,-0.43481271790000003,-0.1033618817
JSF:DMSO:2,-0.1694824707,0.0355477538
JSF:DMSO:3,0.3602051269,-0.0088293498
JSF:DMSO:4,0.2440900617,0.0766434777
JSF:JSF_2019:1,2.0085450557,-0.2099279051
JSF:JSF_2019:2,2.7948713097,-0.0131446414
JSF:JSF_2019:3,2.2118803461,-0.1295804854
JSF:JSF_2019:4,2.0785855221,-0.2072589983
JSF:JSF_2026:1,2.6679426945999998,-0.32753496390000003
JSF:JSF_2026:2,3.4072832287,-0.2131909236
JSF:JSF_2026:3,3.4089066235,-0.0732504522
JSF:JSF_2026:4,2.8296972206,-0.1721517075
MTS1338:over_expression:1,-0.9655186983,-0.1119742952
MTS1338:over_expression:2,0.9655186983,0.1119742952
PAS:control:1,-0.3816609434,0.013887808100000001
PAS:control:2,0.8773134265,-0.0675774605
PAS:control:3,-0.49565248310000004,0.0536896523
PAS:treated:1,-5.1681154918,0.1578296633
PAS:treated:2,-4.5493866989,0.4220137258
PAS:treated:3,-4.5796741056,0.39748978090000003
THP-1:24h_THP_B_enriched:1,0.4858671746,0.21056195830000002
THP-1:24h_THP_B_enriched:2,-0.4858671746,-0.21056195830000002
aminoimidazoles:02h_treated:1,-4.1106624076,-0.2140978007
aminoimidazoles:02h_treated:2,-3.7031897217000003,-0.11730206060000001
aminoimidazoles:24h_treated:1,-1.6751687428,-0.6154506908
aminoimidazoles:24h_treated:2,-1.2157444466,-0.3926923694
aminoimidazoles:untreated:1,0.0541995188,0.07185169350000001
aminoimidazoles:untreated:2,-0.3690372062,0.0909984876
aminoimidazoles:untreated:3,0.3148376874,-0.16285018110000002
antibiotic:ctrl_24h:1,-0.2462776523,-0.28779077480000004
antibiotic:ctrl_24h:2,0.7824640562,0.303520012
antibiotic:ctrl_24h:3,-0.5785905389,0.21909080490000002
antibiotic:ctrl_4h:1,0.8817609725000001,0.050585246
antibiotic:ctrl_4h:2,-1.3539386849000001,0.22305211200000002
antibiotic:ctrl_4h:3,0.4721777125,-0.273637358
antibiotic:izd_4h:1,-5.2361609915,1.0217615276
antibiotic:izd_4h:2,-5.6673625905,0.7528418105
base:wt_glu_24:1,3.1882479981,-0.259918973
base:wt_glu_24:2,3.7730381995,-0.1369223691
base:wt_glu_24:3,3.2534107161,-0.38058432280000004
base:wt_glu_6:1,-0.06755847,-0.1031797839
base:wt_glu_6:2,0.0968831324,-0.0368760358
base:wt_glu_6:3,-0.0293246624,0.1400558197
base:wt_llac_24:1,-1.7398301856,-0.1726504879
base:wt_llac_24:2,-2.5975845257,-0.10465737230000001
base:wt_llac_24:3,-2.4333410179,-0.2714173134
base:wt_llac_6:1,-1.1947938148000001,-0.6672326358
base:wt_llac_6:2,-2.8729082386,-0.7461644502
base:wt_llac_6:3,-2.1079186779,-0.4585382756
base:wt_pyr_24:1,-1.6749548896,-0.21067293010000002
base:wt_pyr_24:2,-2.5070585749000003,-0.2119820583
base:wt_pyr_24:3,-2.4833629345,-0.2561255712
base:wt_pyr_6:1,-4.2672379713,-0.7925984792
base:wt_pyr_6:2,-3.7338784438,-0.7059390758
base:wt_pyr_6:3,-3.7752975483,-0.5487962069
biofilm:biofilm:1,1.6149333308,-0.24785257400000002
biofilm:biofilm:2,1.4954576249,-0.024020415200000002
biofilm:planktonic:1,-0.07421340080000001,0.050270507900000004
biofilm:planktonic:2,0.07421340080000001,-0.050270507900000004
btz043:0_days_.006:1,-0.3233511404,0.018221654900000002
btz043:0_days_.006:2,-0.22853771950000001,0.042335463000000004
btz043:0_days_.006:3,-0.20194471890000001,0.0283704738
btz043:0_days_control:1,0.067334146,0.08452840880000001
btz043:0_days_control:2,-0.12575269390000002,0.0145898886
btz043:0_days_control:3,0.0584185479,-0.0991182974
btz043:1_days_.006:1,-3.3763044188,0.3361204962
btz043:1_days_.006:2,-3.4256644896,0.3062273109
btz043:1_days_.006:3,-3.348610934,0.3620770085
btz043:1_days_.006:4,-3.8920079944,0.1017631563
btz043:1_days_control:1,-4.47562785,0.2364082951
btz043:1_days_control:2,-4.2389437643,0.3464013016
btz043:1_days_control:3,-4.4916658635,0.44017760380000004
btz043:1_days_control:4,-4.0779495996,0.4222615443
clarithromycin:1_days_control:1,0.021973411,-0.0908911273
clarithromycin:1_days_control:2,0.1070825861,0.0759232564
clarithromycin:1_days_control:3,-0.12905599710000001,0.014967870900000001
cnpB:del:1,-0.9903039144,0.0651414035
cnpB:del:2,-0.3872970967,-0.07217808070000001
cnpB:del:3,-1.4165741575,-0.7017013075
cnpB:wt:1,0.1755126459,-0.011947365100000001
cnpB:wt:2,0.3967050152,0.3238472941
cnpB:wt:3,-0.5722176611,-0.3118999289
csoR:ko:1,-2.9357224214,0.0935839197
csoR:ko:2,-1.5954701034,0.4157214556
csoR:wt:1,1.2540670226000001,-0.0840825674
csoR:wt:2,-1.2540670226000001,0.0840825674
dap:0_days_25:1,0.13693878410000002,0.04062391
dap:0_days_25:2,0.3924296896,0.2050791989
dap:0_days_25:3,0.36280546140000003,0.0676381049
dap:0_days_25:4,0.5700115597000001,0.1354645704
dap:0_days_control:1,0.0432210717,-0.1409710355
dap:0_days_control:2,0.4116443174,0.079744882
dap:0_days_control:3,-0.3638126351,-0.0795849453
dap:0_days_control:4,-0.091052754,0.1408110988
dap:1_days_25:1,-2.7015653532,0.5584713597000001
dap:1_days_25:2,-2.0302974757,0.677770811
dap:1_days_25:3,-2.2465154092,0.5365915934000001
dap:1_days_25:4,-1.9387813912,0.5117240474
dap:1_days_control:1,-0.973394321,0.5689702408
dap:1_days_control:2,-1.2281352599,0.5701920975
dap:1_days_control:3,-1.1007877773,0.7089356769
dap:1_days_control:4,-1.2302784351,0.5162862976
degradosome:mutant_rnj:1,0.3169081379,-0.9362708951000001
degradosome:mutant_rnj:2,1.3906301192,-0.7683506981
degradosome:mutant_rnj:3,2.0999538453,-0.5188232887
degradosome:PNPase_ko:1,-3.6626552671,0.0421369333
degradosome:PNPase_ko:2,-3.7012359417000003,0.0763231047
degradosome:PNPase_ko:3,-3.8310188086,0.0660632899
degradosome:Rnase_E_ko:1,13.7182654942,-2.0040818831
degradosome:Rnase_E_ko:2,13.5012022446,-1.2867573585
degradosome:Rnase_E_ko:3,14.1863515589,-2.1506179613
degradosome:wt_cas9_ctrl:1,3.4088782611,-0.771824716
degradosome:wt_cas9_ctrl:2,2.7645424126,-0.5641793048
degradosome:wt_cas9_ctrl:3,3.1229945491,-0.7329207471
degradosome:wt_expn:1,0.0098917856,0.0005019358000000001
degradosome:wt_expn:2,-0.2450211444,0.0276063055
degradosome:wt_expn:3,0.2351293589,-0.0281082413
delam:0_days_.09:1,0.1666518576,0.17090976400000002
delam:0_days_.09:2,0.2572893334,0.21943906700000002
delam:0_days_.09:3,0.1834764768,-0.13440586870000001
delam:0_days_.09:4,0.1321158816,0.1321203498
delam:0_days_control:1,-0.11216000890000001,0.1198426971
delam:0_days_control:2,0.3067305148,-0.2319664247
delam:0_days_control:3,0.1760135422,0.3204553316
delam:0_days_control:4,-0.3705840481,-0.2083316039
delam:1_days_.09:1,-0.5090600738000001,0.0647446542
delam:1_days_.09:2,-0.8692508123,0.0627746788
delam:1_days_.09:3,-0.7002714883000001,-0.0159867507
delam:1_days_.09:4,-0.5880867271,0.09835524500000001
delam:1_days_control:1,0.039836155500000005,-0.12928636870000002
delam:1_days_control:2,-0.38305194060000003,-0.0036883532
delam:1_days_control:3,-0.16793511760000002,0.0452743537
delam:1_days_control:4,0.1867718189,0.1138822089
dg_inh:both:1,-1.976945888,-0.7442669354
dg_inh:both:2,-1.9645440507,-0.64465236
dg_inh:both:3,-2.0815930949,-0.7306726142000001
dg_inh:dg:1,-1.7099583064,-0.2615463356
dg_inh:dg:2,-2.0518468132,-0.7861032658
dg_inh:dg:3,-1.3298264649,-0.4989534008
dg_inh:DMSO:1,0.0526011908,0.1425664942
dg_inh:DMSO:2,-0.5680960182,-0.20781456880000002
dg_inh:DMSO:3,0.5154948274,0.0652480746
dg_inh:inh:1,-2.1436180085,-0.41699838370000003
dg_inh:inh:2,-1.7683914849,-0.48925375390000003
dg_inh:inh:3,-2.2174832088,-0.4707313548
dormancy:dormant_20d_rifampicin:1,6.5901555916,1.0026666011
dormancy:dormant_20d_rifampicin:2,6.4891223699000005,1.0244276014
dormancy:dormant_20d_rifampicin:3,5.5973151725,1.33097229
dormancy:dormant_no_treatment:1,-0.3007417295,-0.2572839465
dormancy:dormant_no_treatment:2,0.4172571011,0.1025131839
dormancy:dormant_no_treatment:3,-0.1165153716,0.1547707626
eccE1:control:1,-0.4763231553,0.0102932456
eccE1:control:2,0.4763231553,-0.0102932456
eccE1:delta_eccE1:1,-0.074571696,-0.0628892733
eccE1:delta_eccE1:2,0.0236656745,-0.0937506967
eccE1:delta_eccE1_eccE1_HA_comp:1,-3.4920021672,0.1965186961
eccE1:delta_eccE1_eccE1_HA_comp:2,-3.2596229558,0.09128509630000001
eccE1:delta_eccE1_empty_vector:1,-2.7844125974000002,0.15578109040000002
eccE1:delta_eccE1_empty_vector:2,-2.9113543043,0.0953759532
eccE1:delta_eccE1_myc_p1_HA_comp:1,-4.2671269634,0.1201725122
eccE1:delta_eccE1_myc_p1_HA_comp:2,-4.6423699459000005,-0.0477658147
eccE1:delta_eccE1_mycP1_eccE1_comp:1,-2.8949214082,0.18251228660000002
eccE1:delta_eccE1_mycP1_eccE1_comp:2,-3.0276661233,0.0272655833
emb:0_days_2.45:1,-0.3396785565,-0.2003859392
emb:0_days_2.45:2,0.017060315,-0.1417956286
emb:0_days_2.45:3,-1.4590762059,-0.4167264505
emb:0_days_2.45:4,-0.3136360179,-0.2934057026
emb:0_days_control:1,0.21175267320000002,0.12393389960000001
emb:0_days_control:2,0.0430853271,-0.1955453624
emb:0_days_control:3,-0.5725700629,0.12894687400000002
emb:0_days_control:4,0.31773206260000003,-0.0573354113
emb:1_days_2.45:1,-1.6082548162,0.038327914500000004
