,BSU__tRNA_24
LBexp_1,14.5246
LBexp_2,14.8976
LBexp_3,14.0989
LBtran_1,12.3331
LBtran_2,12.3216
LBtran_3,12.1833
LBstat_1,13.5615
LBstat_2,13.711500000000001
LBstat_3,13.1203
LBGexp_1,14.3783
LBGexp_2,13.7927
LBGexp_3,14.5815
LBGtran_2,13.0081
LBGtran_3,13.3585
LBGstat_1,15.1148
LBGstat_2,14.9659
LBGstat_3,12.6619
S0_1,13.1287
S0_2,14.7334
S0_3,14.832
S1_1,14.8812
S1_2,14.5981
S1_3,14.3121
S2_1,13.5463
S2_2,12.6691
S2_3,12.6802
S3_1,14.1958
S3_2,13.1921
S4_1,13.2127
S4_2,13.0769
S4_3,12.4224
S5_1,13.0697
S5_2,12.9119
S5_3,13.2299
S6_1,12.6684
S6_2,11.4305
S6_3,11.9433
S6/t_1,12.1815
S6/t_2,11.6836
S6_4,12.3284
S6_5,13.0715
S6_6,12.926
S7_4,13.3678
S7_5,13.1211
S7_6,13.2468
S8_4,13.2233
S8_5,13.5536
G135_1,14.736
G135_3,13.4327
G150_1,13.5763
G150_2,14.6176
G150_3,14.1724
G180_1,14.5755
G180_2,14.9184
G180_3,15.0839
C30_1,14.8399
C30_2,15.403
C90_1,12.4472
C90_2,12.4134
BI_1,12.832699999999999
BI_2,12.8189
BC_2,10.9762
BC/t_1,11.9392
BC/t_2,12.6139
BC_1,11.1116
Sw_1,11.7387
Sw_2,11.6768
BT_1,13.8889
BT_2,12.6365
B36_1,12.5431
B36_2,12.1713
B60_1,12.743500000000001
B60_2,13.0931
M9exp_1,13.5713
M9exp_2,12.9988
M9exp_3,13.1426
M9tran_1,12.713
M9tran_2,12.8082
M9tran_3,12.8569
M9stat_1,11.7559
M9stat_2,10.99
M9stat_3,10.8439
M+G_1,13.1478
M+G_2,14.5123
M+G_3,14.4335
Glu_1,14.3151
Glu_2,14.9372
Glu_3,14.6133
Fru_1,14.6607
Fru_2,15.1886
Fru_3,14.2528
Mal_1,12.2027
Mal_2,14.6086
Mal_3,13.9468
G+S_2,13.3865
G+S_3,13.9123
Pyr_1,13.4867
Pyr_2,14.6608
Pyr_3,14.4998
Gly_1,12.9946
Gly_2,13.6544
Gly_3,12.9452
Glucon_1,13.8523
Glucon_2,14.1518
Glucon_3,12.9544
aero_1,15.2478
aero_2,12.7109
aero_3,13.8706
nit_1,13.8307
nit_2,13.9665
nit_3,12.9422
ferm_1,14.0076
ferm_2,12.9473
ferm_3,14.0033
T-5.40H_1,13.4032
T-4.40H_1,13.4122
T-3.40H_1,13.0113
T-2.40H_1,12.5308
T-1.40H_1,12.5764
T-1.10H_1,12.9601
T-0.40H_1,12.782
T0.0H_1,12.5509
T0.30H_1,12.6052
T1.0H_1,12.1107
T1.30H_1,12.0344
T2.0H_1,11.3922
T2.30H_1,11.6141
T3.0H_1,11.7118
T3.30H_1,12.0262
T4.0H_1,12.1751
T5.0H_1,11.8474
HPh_1,15.0503
HPh_2,15.0794
HPh_3,15.4863
LPh_1,15.4033
LPh_2,15.2049
LPh_3,14.7701
LPhT_1,13.6096
LPhT_2,13.5098
LPhT_3,13.8653
SMMPr_1,12.4619
SMMPr_2,12.0959
SMMPr_3,12.7876
HiTm_1,12.0545
HiTm_2,12.802
HiTm_3,13.0265
LoTm_1,13.1477
LoTm_2,12.9856
LoTm_3,12.7196
HiOs_1,11.8915
HiOs_2,12.1372
HiOs_3,12.3437
BMM_1,14.4916
BMM_2,14.4462
BMM_3,14.8095
Heat_1,15.2463
Heat_2,14.945
Heat_3,14.8055
Cold_1,15.0132
Cold_2,14.8619
Cold_3,14.5261
Etha_1,11.2334
Etha_2,11.2824
Etha_3,11.2767
SMM_1,12.7724
SMM_2,12.9477
SMM_3,13.3438
Salt_1,12.5033
Salt_2,12.4163
Salt_3,12.6405
Mt0_1,15.3965
Mt0_3,14.0775
M0t45_1,14.574
M0t45_2,15.0702
M0t45_3,14.361
M0t90_1,11.405
M0t90_2,12.6895
M0t90_3,11.6978
M40t45_1,13.7236
M40t45_2,13.0787
M40t45_3,14.338799999999999
M40t90_1,11.4608
M40t90_2,12.6829
M40t90_3,12.2988
dia0_1,13.98
dia0_2,15.0218
dia0_3,14.9422
dia5_1,12.6926
dia5_2,13.6146
dia5_3,13.4595
dia15_1,14.6757
dia15_2,15.6432
dia15_3,14.1282
Diami_1,13.7803
Diami_2,13.6753
Diami_3,13.871
Paraq_1,15.1387
Paraq_2,16.0966
Paraq_3,13.9785
H2O2_1,14.818200000000001
H2O2_2,15.1238
H2O2_3,14.652
Oxctl_1,14.6032
Oxctl_2,15.4186
Oxctl_3,15.9561
GM-0.1_1,13.3268
GM-0.2_1,12.8582
GM+5_1,13.4651
GM+15_1,13.5016
GM+25_1,14.655100000000001
GM+45_1,14.0596
GM+60_1,14.2032
GM+90_1,13.8477
GM+120_1,12.9477
GM+150_1,13.8773
GM-0.1_2,14.3885
GM-0.2_2,13.1263
GM+5_2,13.8715
GM+10_2,13.4936
GM+15_2,13.6816
GM+25_2,13.7607
GM+45_2,13.4229
GM+60_2,13.5713
GM+90_2,14.404
GM+150_2,13.2673
GM-0.1_3,13.699300000000001
GM-0.2_3,13.882
GM+5_3,14.1457
GM+10_3,13.4258
GM+15_3,13.6093
GM+25_3,14.0034
GM+45_3,13.0543
GM+60_3,13.2802
GM+90_3,13.1879
GM+120_3,13.7156
GM+150_3,13.4469
MG-0.1_1,14.1498
MG+5_1,13.9159
MG+10_1,14.4219
MG+15_1,13.7732
MG+25_1,14.7399
MG+45_1,15.2123
MG+120_1,13.5356
MG+150_1,13.0529
MG-0.1_2,13.187
MG-0.2_2,14.0562
MG+5_2,13.6342
MG+10_2,14.2796
MG+15_2,13.6755
MG+25_2,13.1213
MG+45_2,13.1656
MG+60_2,13.8899
MG+90_2,13.5533
MG+120_2,13.5752
MG-0.1_3,14.6372
MG-0.2_3,14.1373
MG+5_3,13.8887
MG+10_3,13.3549
MG+15_3,14.1519
MG+25_3,14.4076
MG+45_3,14.6773
MG+60_3,14.1196
MG+90_3,14.0924
MG+120_3,13.215
MG+150_3,13.6703
