,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X
0,Control__wt_glc,4.38377386175,0.43550350264390697,2.0,0.0,4.6917213417,1.0,4.0758263818,,,,,,,,
1,Fur__wt_dpd,1.31926071405,0.4435007854453966,2.0,2.0,1.0056583012,3.0,1.6328631269,,,,,,,,
2,Fur__wt_fe,4.5862220826,0.015931318861200746,2.0,4.0,4.574956939,5.0,4.5974872262,,,,,,,,
3,Fur__delfur_dpd,1.54179790295,0.05494056015812848,2.0,6.0,1.5806467456000002,7.0,1.5029490603,,,,,,,,
4,Fur__delfur_fe2,4.57486651745,0.04829321802387173,2.0,8.0,4.6090149794,9.0,4.5407180555,,,,,,,,
5,Acid__wt_ph5,1.61010744415,0.015936174917020395,2.0,10.0,1.6213760215000002,11.0,1.5988388668,,,,,,,,
6,Acid__delgadx_ph5,2.5144689478,0.8699179349797792,2.0,12.0,1.8993440769,13.0,3.1295938187,,,,,,,,
7,Acid__delgadw_ph5,1.4382213212000001,0.6022465683123642,2.0,14.0,1.0123686888,15.0,1.8640739536000002,,,,,,,,
8,Acid__delgade_ph5,2.5798631472,1.2574921869762383,2.0,16.0,3.4690443999,17.0,1.6906818945,,,,,,,,
9,Oxidative__wt_pq,0.6338711801,0.8964292196948587,2.0,18.0,0.0,19.0,1.2677423602,,,,,,,,
10,Oxidative__deloxyr_pq,0.58358415015,0.8253126199281067,2.0,20.0,0.0,21.0,1.1671683003,,,,,,,,
11,Oxidative__delsoxr_pq,0.0,0.0,2.0,22.0,0.0,23.0,0.0,,,,,,,,
12,Oxidative__delsoxs_pq,0.81062020225,1.1463900839555714,2.0,24.0,0.0,25.0,1.6212404045,,,,,,,,
13,Nac/NtrC__wt_csn,1.86711878925,0.47992817164126517,2.0,26.0,2.2064792539,27.0,1.5277583246000002,,,,,,,,
14,Nac/NtrC__wt_cytd,3.21324212625,1.3586884777683101,2.0,28.0,2.2525042901,29.0,4.1739799624,,,,,,,,
15,Nac/NtrC__wt_gln,3.65112188305,1.364314216349582,2.0,30.0,2.686406049,31.0,4.6158377171,,,,,,,,
16,Nac/NtrC__bw_delnac_csn,0.5890097395,0.8329855619707438,2.0,32.0,0.0,33.0,1.178019479,,,,,,,,
17,Nac/NtrC__bw_delnac_cytd,0.8884746616,1.2564929162595662,2.0,34.0,1.7769493232,35.0,0.0,,,,,,,,
18,Nac/NtrC__bw_delnac_gln,0.0,0.0,2.0,36.0,0.0,37.0,0.0,,,,,,,,
19,Nac/NtrC__bw_delnac_nh4,0.96381392455,1.363038723702649,2.0,38.0,0.0,39.0,1.9276278491,,,,,,,,
20,Misc__wt_no_te,1.4949986561,0.2849630430101063,2.0,40.0,1.293499356,41.0,1.6964979562,,,,,,,,
21,Misc__bw_delcbl,1.7451954426,0.6488739425325272,2.0,42.0,1.2863722777,43.0,2.2040186075,,,,,,,,
22,Misc__bw_delfabr,0.0,0.0,2.0,44.0,0.0,45.0,0.0,,,,,,,,
23,Misc__bw_delfadr,0.78018769535,1.1033520199605784,2.0,46.0,0.0,47.0,1.5603753907,,,,,,,,
