,A,EatR
R2,,0.024773168608084317
xmin,,-3.164998675
xmid,,
xmax,,2.788965738
ystart,,-2.0155970706860433
yend,,1.3483927840725003
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.717757576,0.10937184
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.717757576,-0.10937184
AB569_EDTA_NaNO2:NaNO2:1,-5.161996034,0.8793977820000001
AB569_EDTA_NaNO2:NaNO2:2,-6.149320383,0.69528429
AB569_EDTA_NaNO2:EDTA:1,-5.925054863,0.6675363710000001
AB569_EDTA_NaNO2:EDTA:2,-5.718665127,0.410263192
AB569_EDTA_NaNO2:EDTA:3,-5.119904953,0.537037693
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-6.479893552,0.6829113960000001
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-6.449555985,0.9645051560000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.29578246,-0.06288800800000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.29578246,0.06288800800000001
Anthranilate_metabolism_GntR_AntP:antP:1,-0.03594382,-0.260815907
Anthranilate_metabolism_GntR_AntP:antP:2,0.5606782840000001,0.159317275
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.052084474000000006,-0.039082204
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.052084474000000006,0.039082204
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-0.8064318960000001,0.262597368
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.17034316900000002,0.16401918100000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.023208112000000003,-0.469092153
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,0.180865211,-0.11477226
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-2.8670059930000003,-1.9948949950000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-1.847380624,-1.504537105
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-3.608352328,-1.717601496
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-2.6123879590000003,-1.633059968
