,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,3.1375984714,0.22442811612371386,2.0,0.0,2.9789038286,5.0,3.2962931142,,
1,U01-Set001__USA300 LAC CA-MHB Control,3.29433257215,0.0717955666678959,2.0,1.0,3.2435654401,6.0,3.3450997042,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,3.6360809527,0.1276711114953702,2.0,2.0,3.545803844,7.0,3.7263580614,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,3.3426371130000003,0.1842019618047441,2.0,3.0,3.4728875693,8.0,3.2123866567,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,3.3729291852500003,0.04875924509187272,2.0,4.0,3.3384511924,9.0,3.4074071781,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,10.0,0.0,29.0,0.0,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.0,0.0,2.0,11.0,0.0,30.0,0.0,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.0,0.0,2.0,12.0,0.0,31.0,0.0,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,4.5631610024,0.0596870202958294,2.0,13.0,4.6053660992,14.0,4.5209559056,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,5.3098706562,0.1858864537820396,2.0,15.0,5.4413122282,18.0,5.1784290842,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,5.42947062655,0.12352582618912336,2.0,16.0,5.3421246772,19.0,5.5168165759,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,5.42201054945,0.018087006220671522,2.0,17.0,5.4092211047,20.0,5.4347999942000005,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,21.0,0.0,24.0,0.0,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,0.0,0.0,2.0,22.0,0.0,25.0,0.0,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,0.0,0.0,2.0,23.0,0.0,26.0,0.0,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,0.0,0.0,2.0,27.0,0.0,28.0,0.0,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,0.0,0.0,2.0,32.0,0.0,33.0,0.0,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,3.39838836455,0.07919369017510054,2.0,34.0,3.3423899692,38.0,3.4543867599,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,3.4185196814000003,0.4680277488566335,2.0,35.0,3.0875740864,39.0,3.7494652764,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,3.4354535351499997,0.24362638251174137,2.0,36.0,3.263183668,40.0,3.6077234023,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,3.42501159325,0.034970018967299676,2.0,37.0,3.4002840557000003,41.0,3.4497391308,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,4.54315099195,0.032366642293537744,2.0,42.0,4.5202643197,45.0,4.5660376642,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,5.0939518151000005,0.07610311205006394,2.0,43.0,5.0401387885,46.0,5.1477648417,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,4.7664054309,0.05550649695953797,2.0,44.0,4.7271564105,47.0,4.8056544513,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,48.0,0.0,52.0,0.0,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,0.0,0.0,2.0,49.0,0.0,53.0,0.0,,
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,0.0,0.0,2.0,50.0,0.0,54.0,0.0,,
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,0.0,0.0,2.0,51.0,0.0,55.0,0.0,,
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,4.47688452045,0.0013608018981028183,2.0,56.0,4.4778467527,57.0,4.4759222882,,
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,4.34674702395,0.20128470570055348,2.0,58.0,4.4890768043,59.0,4.2044172436,,
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,3.82745318525,0.059362501770331505,2.0,60.0,3.7854775577,61.0,3.8694288128,,
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,4.5875030062499995,0.11026745694499249,2.0,62.0,4.5095321397,63.0,4.6654738728,,
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,0.0,0.0,2.0,64.0,0.0,65.0,0.0,,
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,0.0,0.0,2.0,66.0,0.0,67.0,0.0,,
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,0.0,0.0,2.0,68.0,0.0,69.0,0.0,,
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,0.0,0.0,2.0,70.0,0.0,71.0,0.0,,
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,3.1352979469499997,0.0872615460517291,2.0,72.0,3.073594716,73.0,3.1970011779,,
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,4.4410804977,0.11031127515014097,2.0,74.0,4.5190823484,75.0,4.363078647,,
38,ICA-Set002__USA300 LAC CA-MHB Control,3.00180373105,0.2003173215399149,2.0,76.0,2.8601579946,77.0,3.1434494675,,
39,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLadenine,5.1083620694,0.038989696370520556,2.0,78.0,5.0807921907,79.0,5.1359319481,,
40,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLguanine,4.039318879650001,0.037741596828159085,2.0,80.0,4.0126315406,81.0,4.0660062187,,
41,ICA-Set002__USA300 SNFM1 CA-MHB Control,0.0,0.0,2.0,82.0,0.0,83.0,0.0,,
42,ICA-Set002__USA300 SNFM1 RPMI+10%LB Control,0.0,0.0,2.0,84.0,0.0,85.0,0.0,,
43,ICA-Set002__USA300 SNFR19 CA-MHB Control,0.0,0.0,2.0,86.0,0.0,87.0,0.0,,
44,ICA-Set002__USA300 SNFR19 RPMI+10%LB Control,0.0,0.0,2.0,88.0,0.0,89.0,0.0,,
45,ICA-Set002__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,90.0,0.0,91.0,0.0,,
46,ICA-Set002__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,92.0,0.0,93.0,0.0,,
47,ICA-Set002__USA300 LAC R10LBnoGlu 1gLmaltose,4.954455767,0.04551996820902835,2.0,94.0,4.9866432452,96.0,4.9222682888,,
48,ICA-Set002__USA300 LAC CAMHB 0.0195ug/mLMupirocin,4.665215465499999,0.012081023301269289,2.0,95.0,4.656672892,97.0,4.673758039,,
49,ICA-Set003__USA300 TCH1516 CA-MHB 250nMParaquat,0.0,0.0,2.0,98.0,0.0,99.0,0.0,,
50,ICA-Set003__USA300 TCH1516 CA-MHB 2gLGalactose,0.0,0.0,2.0,100.0,0.0,101.0,0.0,,
51,ICA-Set003__USA300 TCH1516 CA-MHB 2gLPyruvate,0.0,0.0,2.0,102.0,0.0,103.0,0.0,,
52,ICA-Set003__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,104.0,0.0,105.0,0.0,,
53,ICA-Set003__USA300 TCH1516 CA-MHB StationaryPhase,0.0,0.0,2.0,106.0,0.0,107.0,0.0,,
