locus,gene_weight,gene_name,gene_product,cog,operon,regulator,GlpP,link
BSU_09300,0.266702922,glpD,glycerol-3-phosphate dehydrogenase (menaquinone 7),Energy production and conversion,glpD,"SigA,GlpP,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU09300
BSU_09280,0.19767314800000002,glpF,glycerol facilitator,Carbohydrate transport and metabolism,glpF->glpK,"ResD,SigA,GlpP,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU09280
new_1002410_1002500,0.19385586500000002,S321,5'UTR of glpF,No COG category,,"ResD,SigA,GlpP,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1002410_1002500
BSU_02140,0.175188224,glpT,glycerol-3-phosphate permease,Carbohydrate transport and metabolism,glpT->glpQ,"SigA,GlpP,PhoP,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU02140
new_1006655_1006728,0.165219581,S323,intergenic region,No COG category,,"SigA,GlpP,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1006655_1006728
BSU_09290,0.163718407,glpK,glycerol kinase,Energy production and conversion,glpF->glpK,"ResD,SigA,GlpP,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU09290
BSU_02130,0.157475092,glpQ,glycerolphosphate diester phosphodiesterase,Energy production and conversion,"glpT->glpQ, glpQ","SigA,GlpP,PhoP,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU02130
new_235329_235401_c,0.155582873,S82,5'UTR of glpT,No COG category,,"SigA,GlpP,PhoP,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_235329_235401_c
new_235403_235489_c,0.15550424200000001,S83,5'UTR of glpT,No COG category,,"SigA,GlpP,PhoP,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_235403_235489_c
new_1004835_1004923,0.138106256,S322,3'UTR of glpK,No COG category,,"ResD,SigA,GlpP,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1004835_1004923
