,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A
0,U01-Set001__USA300 LAC CA-MHB PreCulture,0.388186509,0.02336289290321728,2.0,0.0,0.404706569,5.0,0.371666449
1,U01-Set001__USA300 LAC CA-MHB Control,0.0,0.046410718823727694,2.0,1.0,0.032817334000000004,6.0,-0.032817334000000004
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,-0.4873362965,0.05759464989384091,2.0,2.0,-0.528061864,7.0,-0.44661072900000004
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,-0.503800231,0.07979188363223325,2.0,3.0,-0.5602216130000001,8.0,-0.447378849
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,-0.7490127124999999,0.4311614944328582,2.0,4.0,-1.053889929,9.0,-0.444135496
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.7869209570671646,2.0,10.0,0.5564371450000001,29.0,-0.5564371450000001
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,12.97926751,0.15141940771708215,2.0,11.0,12.87219782,30.0,13.0863372
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,13.11212857,0.19423229087060073,2.0,12.0,13.24947154,31.0,12.9747856
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,0.6166700215,0.5975989662988671,2.0,13.0,0.19410374,14.0,1.039236303
9,U01-Set001__USA300 LAC RPMI+10%LB Control,-0.994419351,0.22162185000833265,2.0,15.0,-0.8377090380000001,18.0,-1.151129664
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,-0.6946003605000001,0.531915528894882,2.0,16.0,-0.318479283,19.0,-1.070721438
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,-0.862786515,0.21254121300860632,2.0,17.0,-0.712497182,20.0,-1.013075848
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,3.542221334,1.7752909099436625,2.0,21.0,4.797541575,24.0,2.286901093
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,13.494118584999999,0.45861786879745187,2.0,22.0,13.16982678,25.0,13.81841039
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,13.250862040000001,0.6863862614718113,2.0,23.0,12.76551366,26.0,13.73621042
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,0.0750152995,0.1748307904678201,2.0,27.0,0.198639337,28.0,-0.048608738000000005
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,13.678080914999999,0.3762751851333281,2.0,32.0,13.41201418,33.0,13.94414765
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,0.5858495835,0.3826095898076604,2.0,34.0,0.315303748,38.0,0.856395419
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,0.48278488750000004,0.10229213101114025,2.0,35.0,0.555116347,39.0,0.410453428
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,0.287493153,0.1300635469025957,2.0,36.0,0.379461969,40.0,0.19552433700000002
