,A,pyrR
R2,,0.00030321133289890057
xmin,,-4.8032157665
xmid,,1.0692067520875819
xmax,,2.6202867577999998
ystart,,-0.9089694384548364
yend,,-5.174666763237133
AX:AX_10_MIC:1,0.7247463992000001,-0.2132405786
AX:AX_10_MIC:2,0.6856562150000001,0.9785321169000001
AX:AX_30_MIC:1,0.46320803460000004,-0.3899285008
AX:AX_30_MIC:2,0.7793472499,0.6775907971
AX:QZ_10_MIC:1,0.8914995972,-0.5297934237
AX:QZ_10_MIC:2,0.7065963579,0.9370774667
AX:QZ_30_MIC:1,1.3671799399,-0.2068194446
AX:QZ_30_MIC:2,1.3968562356,-0.3007696052
AX:wt:1,0.4261797312,-0.3811362533
AX:wt:2,-0.4261797312,0.3811362533
ITM_04:00h_clinic_ctrl:1,-41.5483326902,-0.8229296327000001
ITM_04:00h_clinic_ctrl:2,-41.8864073728,-0.9298768991
ITM_04:00h_h37rv_control:1,0.3758689167,0.0463537652
ITM_04:00h_h37rv_control:2,-0.0634522441,-0.1360171311
ITM_04:00h_h37rv_control:3,-0.3124166726,0.0896633659
ITM_04:06h_clinic_delam:1,-43.2299359914,-0.7426049205
ITM_04:06h_clinic_delam:2,-42.8882889361,-0.6337984705
ITM_04:06h_clinic_delam:3,-43.1083782284,-0.6665969111000001
ITM_04:06h_clinic_DMSO:1,-42.561555117,-0.0443934732
ITM_04:06h_clinic_DMSO:2,-42.4016356972,0.1655277251
ITM_04:06h_clinic_DMSO:3,-42.5107086119,-0.0700499905
ITM_04:06h_h37rv_delam:1,-1.3550990708000001,-0.4100191908
ITM_04:06h_h37rv_delam:2,-0.2308178716,-0.3523105542
ITM_04:06h_h37rv_delam:3,-0.6231318737,-0.20940997460000002
ITM_04:06h_h37rv_DMSO:1,-1.9705835866,0.6833501849
ITM_04:06h_h37rv_DMSO:2,-2.2227737576,0.7961551001
ITM_04:06h_h37rv_DMSO:3,-1.3683061235,0.7017255681
ITM_04:24h_clinic_delam:1,-42.9358167589,-0.1123739889
ITM_04:24h_clinic_delam:2,-43.093758439,-0.1388678503
ITM_04:24h_clinic_delam:3,-42.6077791509,-0.4399816436
ITM_04:24h_clinic_DMSO:1,-42.981484884,0.0936960762
ITM_04:24h_clinic_DMSO:2,-43.1196991643,-0.09602576310000001
ITM_04:24h_clinic_DMSO:3,-43.067444883,0.1605407743
ITM_04:24h_h37rv_delam:1,-2.3092745043000003,0.1531895349
ITM_04:24h_h37rv_delam:2,-1.5486250868,-0.0737440357
ITM_04:24h_h37rv_delam:3,-1.7896724101,-0.199671064
ITM_04:24h_h37rv_DMSO:1,-2.830821911,-0.060551499
ITM_04:24h_h37rv_DMSO:2,-3.360417834,0.4304611819
JSF:DMSO:1,-0.08195742830000001,-0.0461732269
JSF:DMSO:2,-0.0139456388,0.019746359300000002
JSF:DMSO:3,0.1218669106,-0.07701108
JSF:DMSO:4,-0.0259638435,0.10343794760000001
JSF:JSF_2019:1,3.5877483927,-1.5165578516
JSF:JSF_2019:2,3.1606943566,-1.4956158424
JSF:JSF_2019:3,3.4712986722,-1.3864601949
JSF:JSF_2019:4,3.3734313021,-1.5357790423000002
JSF:JSF_2026:1,1.1248886594,-1.2582855279
JSF:JSF_2026:2,0.878765945,-1.2428133624
JSF:JSF_2026:3,0.9451935415,-1.3290827668
JSF:JSF_2026:4,0.9347578876,-1.3274966612
MTS1338:over_expression:1,-0.49455352300000005,0.0370396202
MTS1338:over_expression:2,0.49455352300000005,-0.0370396202
PAS:control:1,-0.6585912485000001,0.1428898906
PAS:control:2,0.7162261146000001,-0.36008268260000004
PAS:control:3,-0.0576348661,0.21719279200000002
PAS:treated:1,2.5781277192000003,0.5569851834
PAS:treated:2,2.417338042,0.0975880039
PAS:treated:3,2.6527844842,0.7416417975
THP-1:24h_THP_B_enriched:1,0.500234567,-0.4142983637
THP-1:24h_THP_B_enriched:2,-0.500234567,0.4142983637
aminoimidazoles:02h_treated:1,-3.3386561216,0.3548319086
aminoimidazoles:02h_treated:2,-3.2973923035,0.3331278827
aminoimidazoles:24h_treated:1,1.9011096437,-1.2518779826
aminoimidazoles:24h_treated:2,1.7391634803,-1.0754556567
aminoimidazoles:untreated:1,-0.4417260073,-0.149196237
aminoimidazoles:untreated:2,0.2363585668,-0.0109948695
aminoimidazoles:untreated:3,0.2053674405,0.1601911065
antibiotic:ctrl_24h:1,-0.3342452978,0.165532427
antibiotic:ctrl_24h:2,-0.1701706329,0.5919134514000001
antibiotic:ctrl_24h:3,0.4595898176,-0.017028652000000002
antibiotic:ctrl_4h:1,-0.19133792800000002,0.3405655935
antibiotic:ctrl_4h:2,0.45774013820000004,-0.4805062069
antibiotic:ctrl_4h:3,-0.2664022102,0.1399406134
