,A,Rv2488c
R2,,0.016055635286681746
xmin,,-2.017474758
xmid,,
xmax,,8.566853612100001
ystart,,0.6497206621498092
yend,,-3.4970709131078395
AX:AX_10_MIC:1,-0.7756724146,-0.1102921042
AX:AX_10_MIC:2,-0.8126520841,0.20210091
AX:AX_30_MIC:1,-0.0134392968,-0.2166779869
AX:AX_30_MIC:2,-0.6309462535,0.31235886900000004
AX:QZ_10_MIC:1,-0.6161133808,0.044773587100000005
AX:QZ_10_MIC:2,-0.8603263407,0.2990675217
AX:QZ_30_MIC:1,-0.37621764,0.07285331190000001
AX:QZ_30_MIC:2,-0.42879695630000003,-0.23947792780000002
AX:wt:1,0.3506912562,-0.11788749999999999
AX:wt:2,-0.3506912562,0.11788749999999999
ITM_04:00h_clinic_ctrl:1,-1.7869744715,0.2180684095
ITM_04:00h_clinic_ctrl:2,-3.1287670925,-0.0591834507
ITM_04:00h_h37rv_control:1,-0.2667756429,-0.131535321
ITM_04:00h_h37rv_control:2,1.3198256136,0.0510102359
ITM_04:00h_h37rv_control:3,-1.0530499707,0.0805250851
ITM_04:06h_clinic_delam:1,0.5980450475,7.7256459712000005
ITM_04:06h_clinic_delam:2,-0.8324078060000001,7.5903185713
ITM_04:06h_clinic_delam:3,-1.3156601163000001,7.4641692555
ITM_04:06h_clinic_DMSO:1,-6.0529381315,0.28948189150000003
ITM_04:06h_clinic_DMSO:2,-6.1863922818,0.2541087859
ITM_04:06h_clinic_DMSO:3,-5.2136194477,0.2078035298
ITM_04:06h_h37rv_delam:1,-1.6448604778,7.0590412474
ITM_04:06h_h37rv_delam:2,-1.3152468567,7.2525221545
ITM_04:06h_h37rv_delam:3,-1.1568265692,6.9316880587
ITM_04:06h_h37rv_DMSO:1,-5.3093899544,0.4504498709
ITM_04:06h_h37rv_DMSO:2,-5.5681004097999995,0.4164581452
ITM_04:06h_h37rv_DMSO:3,-4.8389498404,0.39564299880000003
ITM_04:24h_clinic_delam:1,2.9132186409000003,8.5251656647
ITM_04:24h_clinic_delam:2,3.8841125207,8.5517503503
ITM_04:24h_clinic_delam:3,3.7047713573000003,8.566853612100001
ITM_04:24h_clinic_DMSO:1,-5.1917140743,0.2065487658
ITM_04:24h_clinic_DMSO:2,-5.4951088318,0.3061851969
ITM_04:24h_clinic_DMSO:3,-5.2454437272,0.12086072660000001
ITM_04:24h_h37rv_delam:1,0.49588879350000004,7.918099067
ITM_04:24h_h37rv_delam:2,1.4570768186,7.7706703234
ITM_04:24h_h37rv_delam:3,0.9210671794,7.6565374792
ITM_04:24h_h37rv_DMSO:1,-5.3206464352000005,0.21456900750000002
ITM_04:24h_h37rv_DMSO:2,-5.5660600434,0.14520978780000002
JSF:DMSO:1,0.33228585110000003,-0.1680256887
JSF:DMSO:2,-0.0397293806,-0.029076282000000002
JSF:DMSO:3,0.032788492,0.1214580195
JSF:DMSO:4,-0.3253449625,0.0756439513
JSF:JSF_2019:1,10.8063867029,-0.3235745143
JSF:JSF_2019:2,10.1554094124,0.059828512300000004
JSF:JSF_2019:3,10.4184461335,-0.1315419972
JSF:JSF_2019:4,11.0943522823,-0.32809079020000004
JSF:JSF_2026:1,7.3759321853,-0.0185751855
JSF:JSF_2026:2,6.9443606802,0.3082055208
JSF:JSF_2026:3,6.818934218,0.2327102909
JSF:JSF_2026:4,7.341166453,0.09703990750000001
MTS1338:over_expression:1,1.3815161913,-0.28411301040000003
MTS1338:over_expression:2,-1.3815161913,0.28411301040000003
PAS:control:1,0.15415119230000002,0.1952234461
PAS:control:2,-0.4868422546,-0.3332058872
PAS:control:3,0.3326910624,0.1379824412
PAS:treated:1,4.6174926138,0.6064821428
PAS:treated:2,4.7774965846,0.321706421
PAS:treated:3,4.7620832694,0.6215535442
THP-1:24h_THP_B_enriched:1,-0.4798561329,-0.0327212382
THP-1:24h_THP_B_enriched:2,0.4798561329,0.0327212382
aminoimidazoles:02h_treated:1,11.681494666,0.2178115824
aminoimidazoles:02h_treated:2,11.6241472952,0.25266061300000003
aminoimidazoles:24h_treated:1,13.8979857129,2.2412356276
aminoimidazoles:24h_treated:2,13.6232378233,2.3836453994
aminoimidazoles:untreated:1,-0.3446701023,0.0232517652
aminoimidazoles:untreated:2,-0.2787561537,0.024509404300000003
aminoimidazoles:untreated:3,0.623426256,-0.0477611695
antibiotic:ctrl_24h:1,0.4399010957,0.1471886466
antibiotic:ctrl_24h:2,0.5149151506,-0.0724749974
antibiotic:ctrl_24h:3,0.5136706027,0.4637426452
antibiotic:ctrl_4h:1,0.2323495817,0.22623837330000002
antibiotic:ctrl_4h:2,0.31010972740000003,0.012733750700000001
antibiotic:ctrl_4h:3,-0.5424593091000001,-0.238972124
antibiotic:izd_4h:1,-5.1718679467,0.7979964108000001
antibiotic:izd_4h:2,-4.897088313,0.9680343417
base:wt_glu_24:1,3.5481467747,0.1825281619
base:wt_glu_24:2,4.1304082621,0.2788336181
base:wt_glu_24:3,2.0104146372,0.010864054000000001
base:wt_glu_6:1,0.0908935574,0.0373038094
base:wt_glu_6:2,0.1832780112,0.0101261189
