,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,3.9201859294999997,0.39065502969221855,2.0,0.0,3.6439511089,5.0,4.1964207501
1,U01-Set001__USA300 LAC CA-MHB Control,5.50471108755,0.21152234221119873,2.0,1.0,5.355142205,6.0,5.6542799701
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,5.3845704662500005,0.05865563158707381,2.0,2.0,5.4260462611,7.0,5.3430946714
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,5.32928053065,0.030433170664676476,2.0,3.0,5.350800032,8.0,5.3077610293
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,5.45224963,0.11897002707121024,2.0,4.0,5.3681251171,9.0,5.5363741429
5,U01-Set000__USA300 TCH1516 CA-MHB Control,5.07078479135,0.07975715104211607,2.0,10.0,5.1271816137,29.0,5.014387969
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,4.96137528235,0.26037796418958,2.0,11.0,4.7772602582,30.0,5.1454903065
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,4.9055449522,0.18228295998478886,2.0,12.0,5.0344384693,31.0,4.7766514351
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,4.82573448735,0.1414309586766875,2.0,13.0,4.9257412773,14.0,4.7257276974
9,U01-Set001__USA300 LAC RPMI+10%LB Control,5.15902795345,0.24113021524682213,2.0,15.0,5.3295327638,18.0,4.9885231431
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,5.323886459600001,0.09814961834129325,2.0,16.0,5.2544841989,19.0,5.3932887203
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,5.30358618845,0.10074088291228943,2.0,17.0,5.3748207499,20.0,5.232351627
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,5.083618256299999,0.002418436713519641,2.0,21.0,5.0853283493,24.0,5.0819081633
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,5.30413242775,0.13990526676041223,2.0,22.0,5.2052044648999996,25.0,5.4030603906
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,5.19338147935,0.18580326443700013,2.0,23.0,5.0619987311,26.0,5.3247642276
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,4.9898845889,0.04745868826726258,2.0,27.0,5.0234429492,28.0,4.9563262286
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,5.1381474568000005,0.08959931991273803,2.0,32.0,5.2015037435,33.0,5.0747911701
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,5.5403260434,0.12751326574566202,2.0,34.0,5.6304915383,38.0,5.4501605485
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,5.6779550056999994,0.11559477206941954,2.0,35.0,5.5962171585,39.0,5.7596928529
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,5.3599628439,0.060741980904109635,2.0,36.0,5.3170117773,40.0,5.4029139105
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,5.2846878467,0.019173793634462907,2.0,37.0,5.2711299272,41.0,5.2982457662
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,5.16644632485,0.014648140317109114,2.0,42.0,5.1560885255,45.0,5.1768041242
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,5.4119489096999995,0.005523272868980426,2.0,43.0,5.4158544534,46.0,5.408043366
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,5.56755146475,0.21461110766800126,2.0,44.0,5.7193044343,47.0,5.4157984952
24,U01-Set003__USA300 TCH1516 CA-MHB Control,3.3011546032999997,0.8168127708106727,2.0,48.0,2.7235807541,52.0,3.8787284525
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,3.7877449328,0.14998086600448202,2.0,49.0,3.8937974202000003,53.0,3.6816924454
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,3.63741118695,0.2968368483155951,2.0,50.0,3.8473065353,54.0,3.4275158386
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,3.69789213995,0.22027586581567257,2.0,51.0,3.5421335815,55.0,3.8536506984
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,5.20893314975,0.04304962144319901,2.0,56.0,5.239373829,57.0,5.1784924705
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,5.2731718696000005,0.0045870074878325276,2.0,58.0,5.2699283655,59.0,5.2764153737
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,5.6980275782,0.021080608469044367,2.0,60.0,5.683121337,61.0,5.7129338194
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,5.3720362413,0.06370361987536445,2.0,62.0,5.3269909797,63.0,5.4170815029
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,4.15637758365,0.8867984003742285,2.0,64.0,3.5293164212,65.0,4.7834387461
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,4.6955444476,0.02185098292237114,2.0,66.0,4.7109954258,67.0,4.6800934694
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,5.13265331535,0.42074572888519773,2.0,68.0,5.4301654734,69.0,4.8351411573
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,4.338857318700001,0.26468674983704277,2.0,70.0,4.151695523,71.0,4.5260191144
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,4.9721641301,0.0962720808387222,2.0,72.0,4.9040894889,73.0,5.0402387713
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,4.22206775975,0.2839822332251453,2.0,74.0,4.4228735226,75.0,4.0212619969
38,ICA-Set002__USA300 LAC CA-MHB Control,5.1052085677,0.28168757081605733,2.0,76.0,5.3043917592,77.0,4.9060253762
39,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLadenine,4.82809421185,0.029358261442726796,2.0,78.0,4.8073347861,79.0,4.8488536375999995
40,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLguanine,4.4262444476,0.13357238144642067,2.0,80.0,4.3317945109,81.0,4.5206943843000005
41,ICA-Set002__USA300 SNFM1 CA-MHB Control,4.934106991,0.2705927305334686,2.0,82.0,5.1254449457,83.0,4.7427690363
42,ICA-Set002__USA300 SNFM1 RPMI+10%LB Control,4.82968535455,0.18755248086782644,2.0,84.0,4.9623049856,85.0,4.6970657235
43,ICA-Set002__USA300 SNFR19 CA-MHB Control,4.9951327294,0.08006021651355799,2.0,86.0,4.9385216074,87.0,5.0517438514
44,ICA-Set002__USA300 SNFR19 RPMI+10%LB Control,5.02128240235,0.10867404484659772,2.0,88.0,5.0981265564000005,89.0,4.9444382483
45,ICA-Set002__USA300 TCH1516 CA-MHB Control,5.088229996,0.016421993408851993,2.0,90.0,5.0998420989,91.0,5.0766178931
46,ICA-Set002__USA300 TCH1516 RPMI+10%LB Control,3.6913613395000002,0.46643641918770895,2.0,92.0,3.3615409845,93.0,4.0211816945
47,ICA-Set002__USA300 LAC R10LBnoGlu 1gLmaltose,5.04651467805,0.01750341911476412,2.0,94.0,5.0588914644,96.0,5.0341378917
48,ICA-Set002__USA300 LAC CAMHB 0.0195ug/mLMupirocin,4.3434002426500005,0.009529005419370368,2.0,95.0,4.350138267,97.0,4.3366622183
49,ICA-Set003__USA300 TCH1516 CA-MHB 250nMParaquat,3.7882300142,0.1336078817423698,2.0,98.0,3.693754975,99.0,3.8827050534
50,ICA-Set003__USA300 TCH1516 CA-MHB 2gLGalactose,4.558331955550001,0.16863114330470866,2.0,100.0,4.6775721805,101.0,4.4390917306
51,ICA-Set003__USA300 TCH1516 CA-MHB 2gLPyruvate,3.0234966582,0.31695446693909285,2.0,102.0,3.2476173111,103.0,2.7993760053
52,ICA-Set003__USA300 TCH1516 CA-MHB Control,3.67928310835,0.4830535741388788,2.0,104.0,3.3377126504,105.0,4.0208535663
53,ICA-Set003__USA300 TCH1516 CA-MHB StationaryPhase,4.9592041149499995,0.12203551450206558,2.0,106.0,5.0454962548,107.0,4.8729119751
