,A,ExsB
R2,,0.7268466274163239
xmin,,-3.539515474
xmid,,-2.5181642135101865
xmax,,6.410894268
ystart,,-10.905542013504826
yend,,27.05599378234054
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.9384224226000001,-0.06715199
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.9384224226000001,0.06715199
AB569_EDTA_NaNO2:NaNO2:1,-19.2134498296,-1.861644579
AB569_EDTA_NaNO2:NaNO2:2,-19.6424579359,-2.518166148
AB569_EDTA_NaNO2:EDTA:1,-0.879875469,1.236636308
AB569_EDTA_NaNO2:EDTA:2,-1.5658435936,0.7838512860000001
AB569_EDTA_NaNO2:EDTA:3,-0.2058009795,1.045175153
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-18.8888536093,-2.382827545
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-18.1691555388,-2.48522194
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.0978275488,-0.12408115800000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.0978275488,0.12408115800000001
Anthranilate_metabolism_GntR_AntP:antP:1,2.0884680316,-0.071374794
Anthranilate_metabolism_GntR_AntP:antP:2,1.8790078367,0.148787693
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.024414806100000002,0.013941058000000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.024414806100000002,-0.013941058000000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,0.5930595494,-0.651100753
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.5324316602,-0.397243249
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,1.8784194787000001,0.9095757800000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,1.6115970375000002,1.348693515
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-4.800600451,-1.490972282
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-4.138906063,-1.212545135
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-4.5054909751,-1.2698832389999999
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-4.5885304624,-1.458785893
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,1.7230490752,1.224879608
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,1.4816080653,0.264128949
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,1.6732039399,0.2775355
Catabolise_Nucleic_Acids:L_asp:1,3.0614136507,0.601793843
Catabolise_Nucleic_Acids:L_asp:2,2.7203938865,0.020007083000000002
Catabolise_Nucleic_Acids:DNA_1:1,0.2720312995,0.000557888
Catabolise_Nucleic_Acids:DNA_1:2,-0.5020030562,-0.076936527
Catabolise_Nucleic_Acids:DNA_1:3,0.2299717567,0.076378639
Catabolite_repression:del_hfq_crc_wt:1,-0.16244944990000001,-0.031891134
Catabolite_repression:del_hfq_crc_wt:2,0.16244944990000001,0.031891134
Catabolite_repression:delHfq:1,-6.4548302903,-1.507545413
Catabolite_repression:delHfq:2,-5.8410070276,-1.320004624
Catabolite_repression:deldcrc:1,36.1612842357,4.051652329
Catabolite_repression:deldcrc:2,30.2699189186,3.155905945
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.1928462173,0.13745496100000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.6206275377,0.09801396100000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.8134737550000001,-0.23546892100000003
Diallyl_disulphide_treatment:PAO1_DDS:1,-4.4165977001,-2.034542083
Diallyl_disulphide_treatment:PAO1_DDS:2,-4.2971600907,-1.5099421849999999
Diallyl_disulphide_treatment:PAO1_DDS:3,-2.5693655204,-1.543514794
Dispersed_cells:PAO1_dispersed_wt:1,-0.4807108017,0.060867902
Dispersed_cells:PAO1_dispersed_wt:2,0.4807108017,-0.060867902
Dispersed_cells:PyhjH_dispersed:1,9.5578027505,1.4365391170000001
Dispersed_cells:PyhjH_dispersed:2,10.9820736507,1.6717726640000001
Dispersed_cells:PA01_Planktonic:1,15.2582809719,3.086614263
Dispersed_cells:PA01_Planktonic:2,16.222907158,3.339506728
