,BSU_misc_RNA_28
M9exp_1,13.9018
M9exp_2,13.5545
M9exp_3,13.4272
M9tran_1,12.9584
M9tran_2,12.6407
M9tran_3,13.0816
M9stat_1,8.2997
M9stat_2,8.3783
M9stat_3,8.1768
MG-0.1_1,13.5464
MG-0.1_2,12.7902
MG-0.1_3,14.1863
MG-0.2_2,13.4042
MG-0.2_3,13.3527
MG+5_1,13.3923
MG+5_2,13.5762
MG+5_3,13.602
MG+10_1,14.0685
MG+10_2,13.7558
MG+10_3,13.0235
MG+15_1,13.4883
MG+15_2,14.5405
MG+15_3,14.1701
MG+25_1,13.6991
MG+25_2,13.049
MG+25_3,13.7725
MG+45_1,13.3193
MG+45_2,12.6573
MG+45_3,14.1304
MG+60_2,13.6872
MG+60_3,13.6659
MG+90_2,13.0502
MG+90_3,13.5635
MG+120_1,12.5164
MG+120_2,13.2251
MG+120_3,13.0312
MG+150_1,13.6096
MG+150_3,13.4046
GM-0.1_1,13.0663
GM-0.1_2,13.8759
GM-0.1_3,13.4006
GM-0.2_1,13.1005
GM-0.2_2,13.9094
GM-0.2_3,13.4416
GM+5_1,12.7766
GM+5_2,13.0815
GM+5_3,13.2022
GM+10_2,12.8321
GM+10_3,12.2912
GM+15_1,13.3743
GM+15_2,12.8187
GM+15_3,13.1516
GM+25_1,13.8924
GM+25_2,13.9125
GM+25_3,12.9862
GM+45_1,13.6384
GM+45_2,12.8017
GM+45_3,12.6229
GM+60_1,13.6774
GM+60_2,12.9329
GM+60_3,12.781
GM+90_1,13.6158
GM+90_2,13.9012
GM+90_3,13.6605
GM+120_1,12.7978
GM+120_3,13.4873
GM+150_1,13.0352
GM+150_2,12.2921
GM+150_3,13.5711
BT_1,10.1519
BT_2,9.6991
B36_1,12.5287
B36_2,12.581
B60_1,13.2977
B60_2,13.5256
S0_1,12.3424
S0_2,12.6875
S0_3,12.0568
S1_1,7.3748
S1_2,7.3887
S1_3,7.3644
S2_1,9.939
S2_2,10.7581
S2_3,9.956
S3_1,12.2982
S3_2,13.0258
S4_1,11.4299
S4_2,10.0551
S4_3,10.3427
S5_1,9.5525
S5_2,8.8969
S5_3,9.8862
S6_1,8.2031
S6_2,8.0298
S6_3,8.0655
S6/t_1,8.7257
S6/t_2,8.073
S6_4,8.4574
S6_5,8.381
S6_6,8.2267
S7_4,9.4557
S7_5,9.3362
S7_6,9.7629
S8_4,9.1933
S8_5,9.7228
G135_1,10.3294
G135_3,9.1838
G150_1,8.638
G150_2,10.2658
G150_3,8.4314
G180_1,10.0848
G180_2,10.2687
G180_3,9.6277
T-5.40H_1,13.2957
T-4.40H_1,12.7165
T-3.40H_1,13.2233
T-2.40H_1,13.1937
T-1.40H_1,13.2614
T-1.10H_1,13.1313
T-0.40H_1,12.741
T0.0H_1,11.9704
T0.30H_1,10.0143
T1.0H_1,9.5984
T1.30H_1,9.4683
T2.0H_1,8.9938
T2.30H_1,9.182
T3.0H_1,8.4412
T3.30H_1,8.5169
T4.0H_1,8.344
T5.0H_1,8.0551
LBexp_1,14.0964
LBexp_2,11.1724
LBexp_3,11.7177
LBtran_1,9.461
LBtran_2,9.6528
LBtran_3,10.3921
LBstat_1,7.7399
LBstat_2,7.7981
LBstat_3,8.0071
LBGexp_1,13.556
LBGexp_2,16.0857
LBGexp_3,13.4838
LBGtran_2,12.5386
LBGtran_3,13.0588
LBGstat_1,13.6719
LBGstat_2,12.8097
LBGstat_3,11.2763
Mt0_1,13.7906
Mt0_3,13.3427
M0t45_1,11.004
M0t45_2,13.4695
M0t45_3,12.4682
M0t90_1,8.1158
M0t90_2,7.8214
M0t90_3,8.2261
M40t45_1,10.8123
M40t45_2,10.3643
M40t45_3,12.6214
M40t90_1,7.9836
M40t90_2,7.755
M40t90_3,8.4161
dia0_1,12.5147
dia0_2,12.9443
dia0_3,14.785
dia5_1,10.8432
dia5_2,9.6736
dia5_3,10.8353
dia15_1,10.6408
dia15_2,14.7946
dia15_3,15.9352
C30_1,8.8551
C30_2,8.9868
C90_1,9.9137
C90_2,9.9805
SMM_1,13.1774
SMM_2,13.1229
SMM_3,13.1557
Salt_1,10.800999999999998
Salt_2,10.3605
Salt_3,10.6868
M+G_1,12.5449
M+G_2,13.4067
M+G_3,12.5682
Glu_1,13.7198
Glu_2,13.5483
Glu_3,13.6713
Fru_1,13.4463
Fru_2,13.2902
Fru_3,12.9049
Mal_1,12.2449
Mal_2,12.7152
Mal_3,12.7278
G+S_2,10.936
G+S_3,11.677
Pyr_1,11.2994
Pyr_2,11.9226
Pyr_3,11.7663
Gly_1,11.1811
Gly_2,11.758
Gly_3,10.2971
Glucon_1,12.3469
Glucon_2,12.6376
Glucon_3,11.5677
BI_1,13.4672
BI_2,13.9521
BC_2,8.504
BC/t_1,8.33
