,name,x,y,cog,color,link
meta,start,0.08124382205198799,,,,
BSU_00010,dnaA,410,0.0037508448008637257,"Replication, recombination and repair",#1e90ff,
BSU_00020,dnaN,1939,0.001186113691461098,"Replication, recombination and repair",#1e90ff,
BSU_00030,rlbA,3206,-0.004933142659241621,Function unknown,#0000ff,
BSU_00040,recF,3437,-0.004857349043867075,"Replication, recombination and repair",#1e90ff,
BSU_00050,remB,4567,0.0009873048489563523,Function unknown,#0000ff,
BSU_00060,gyrB,4867,-0.0023654480307328052,"Replication, recombination and repair",#1e90ff,
BSU_00070,gyrA,6994,-0.0001968963478066042,"Replication, recombination and repair",#1e90ff,
BSU_00080,yaaC,14847,-0.004320275528910043,Function unknown,#0000ff,
BSU_00090,guaB,15915,0.005099609744680869,Nucleotide transport and metabolism,#87ceeb,
BSU_00100,dacA,17534,-0.00488425582352485,Cell wall/membrane/envelope biogenesis,#c71585,
BSU_00110,pdxS,19062,0.001706115915385589,Coenzyme transport and metabolism,#d3d3d3,
BSU_00120,pdxT,19968,-0.005901183451021599,Coenzyme transport and metabolism,#d3d3d3,
BSU_00130,serS,20880,-0.003030801104364168,"Translation, ribosomal structure and biogenesis",#daa520,
BSU_00140,dck,22496,0.005132509814601214,Nucleotide transport and metabolism,#87ceeb,
BSU_00150,dgk,23146,0.011046460019166822,Nucleotide transport and metabolism,#87ceeb,
BSU_00160,sleL,23868,0.00453518060969957,Cell wall/membrane/envelope biogenesis,#c71585,
BSU_00170,yaaI,25221,-0.02215643912567796,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
BSU_00180,tadA,25852,-0.010086575234455664,Nucleotide transport and metabolism,#87ceeb,
BSU_00190,dnaX,26814,0.0031894347572339514,"Replication, recombination and repair",#1e90ff,
BSU_00200,ebfC,28529,0.010619551865713029,Function unknown,#0000ff,
BSU_00210,recR,28867,0.0004891685215097843,"Replication, recombination and repair",#1e90ff,
BSU_00220,yaaL,29481,-0.008629301925498675,Function unknown,#0000ff,
BSU_00230,bofA,29772,0.0034538514383888946,Function unknown,#0000ff,
BSU_00240,csfB,35531,0.0008023237143990643,Function unknown,#0000ff,
