sample,new_3385699_3386762_c
LBexp_1,8.6014
LBexp_2,8.1807
LBexp_3,8.9237
LBtran_1,7.2959
LBtran_2,7.0935
LBtran_3,7.2593
LBstat_1,8.087
LBstat_2,8.2927
LBstat_3,7.7168
LBGexp_1,8.4251
LBGexp_2,7.1596
LBGexp_3,7.457999999999998
LBGtran_2,7.497000000000001
LBGtran_3,7.3612
LBGstat_1,7.4746
LBGstat_2,7.3218
LBGstat_3,7.6945
S0_1,7.9816
S0_2,8.3577
S0_3,8.5216
S1_1,8.5869
S1_2,8.6998
S1_3,8.4875
S2_1,9.3022
S2_2,8.3939
S2_3,8.3359
S3_1,8.843
S3_2,7.9709
S4_1,8.4511
S4_2,8.2538
S4_3,7.8192
S5_1,8.4937
S5_2,8.3632
S5_3,8.5956
S6_1,8.259
S6_2,7.3219
S6_3,8.4581
S6/t_1,8.6506
S6/t_2,7.584
S6_4,8.3584
S6_5,8.5691
S6_6,8.526
S7_4,9.1732
S7_5,9.0985
S7_6,9.4412
S8_4,9.0372
S8_5,9.0555
G135_1,8.9687
G135_3,8.2171
G150_1,8.3511
G150_2,9.0152
G150_3,8.575
G180_1,8.5447
G180_2,8.7746
G180_3,8.4387
C30_1,10.1148
C30_2,10.4506
C90_1,8.9211
C90_2,7.8884
BI_1,8.7185
BI_2,8.4855
BC_2,7.6156
BC/t_1,8.3278
BC/t_2,9.1832
BC_1,7.4893
Sw_1,8.6047
Sw_2,8.886000000000003
BT_1,7.6659
BT_2,7.3814
B36_1,8.0988
B36_2,8.0738
B60_1,7.8889999999999985
B60_2,8.2839
M9exp_1,7.3778
M9exp_2,7.3611
M9exp_3,7.3069
M9tran_1,8.1876
M9tran_2,8.2083
M9tran_3,7.8924
M9stat_1,7.7891
M9stat_2,7.9531
M9stat_3,7.6335
M+G_1,9.7324
M+G_2,8.7956
M+G_3,8.3778
Glu_1,8.7167
Glu_2,9.6989
Glu_3,8.4514
Fru_1,8.1169
Fru_2,9.5352
Fru_3,8.2534
Mal_1,8.4803
Mal_2,9.1804
Mal_3,8.0621
G+S_2,9.2682
G+S_3,9.176
Pyr_1,8.6953
Pyr_2,10.0325
Pyr_3,10.0449
Gly_1,7.8709
Gly_2,8.1607
Gly_3,8.3528
Glucon_1,8.8847
Glucon_2,9.4378
Glucon_3,8.4631
aero_1,9.4891
aero_2,7.4436
aero_3,7.7478
nit_1,9.8343
nit_2,9.6097
nit_3,9.3367
ferm_1,9.5575
ferm_2,9.0203
ferm_3,10.5002
T-5.40H_1,8.633
T-4.40H_1,9.0069
T-3.40H_1,9.3315
T-2.40H_1,9.1899
T-1.40H_1,9.2572
T-1.10H_1,9.4016
T-0.40H_1,9.3641
T0.0H_1,9.1574
T0.30H_1,10.425999999999998
T1.0H_1,10.6931
T1.30H_1,9.9969
T2.0H_1,9.3835
T2.30H_1,9.5235
T3.0H_1,8.6661
T3.30H_1,9.0284
T4.0H_1,8.9146
T5.0H_1,8.5305
HPh_1,7.9186
HPh_2,7.4277
HPh_3,7.8749
LPh_1,7.762
LPh_2,7.7159
LPh_3,7.892
LPhT_1,8.4394
LPhT_2,8.5651
LPhT_3,9.1561
SMMPr_1,7.9952
SMMPr_2,8.332
SMMPr_3,8.6399
HiTm_1,7.5235
HiTm_2,7.2797
HiTm_3,7.3533
LoTm_1,8.0496
LoTm_2,7.8928
LoTm_3,7.6183
HiOs_1,7.5102
HiOs_2,7.8316
HiOs_3,7.8199
BMM_1,7.1902
BMM_2,7.2457
BMM_3,7.8131
Heat_1,8.379
Heat_2,7.5065
Heat_3,8.1737
Cold_1,9.1717
Cold_2,8.6404
Cold_3,8.564
Etha_1,7.5495
Etha_2,7.721
Etha_3,7.4096
SMM_1,7.5351
SMM_2,7.5023
SMM_3,7.3965
Salt_1,7.9123
Salt_2,7.7689
Salt_3,7.8801
Mt0_1,8.7333
Mt0_3,8.6806
M0t45_1,7.5052
M0t45_2,8.048
M0t45_3,7.4079
M0t90_1,7.4381
M0t90_2,7.4976
M0t90_3,7.2133
M40t45_1,7.5088
M40t45_2,7.5052
M40t45_3,7.2136
M40t90_1,7.1517
M40t90_2,7.135
M40t90_3,7.1429
dia0_1,7.3169
dia0_2,7.6129
dia0_3,7.2801
dia5_1,7.3355
dia5_2,7.9537
dia5_3,7.3678
dia15_1,8.437999999999999
dia15_2,9.2463
dia15_3,7.3701
Diami_1,8.1921
Diami_2,7.7007
Diami_3,8.0865
Paraq_1,9.5555
Paraq_2,8.7386
Paraq_3,7.8069
H2O2_1,8.9508
H2O2_2,8.9823
H2O2_3,8.6913
Oxctl_1,9.1423
Oxctl_2,8.5062
Oxctl_3,8.6643
GM-0.1_1,7.2086
GM-0.2_1,7.8677
GM+5_1,7.2406
GM+15_1,7.1939
GM+25_1,7.2388
