,BSU__misc_RNA_1
LBexp_1,0.1339666666666659
LBexp_2,0.172366666666667
LBexp_3,0.07376666666666587
LBtran_1,-0.506333333333334
LBtran_2,-0.33053333333333335
LBtran_3,-0.3261333333333347
LBstat_1,-1.265133333333333
LBstat_2,-1.2869333333333337
LBstat_3,-1.7415333333333347
LBGexp_1,0.15896666666666626
LBGexp_2,0.2838666666666665
LBGexp_3,0.33766666666666545
LBGtran_2,-0.7876333333333339
LBGtran_3,-0.01613333333333422
LBGstat_1,-2.8926333333333343
LBGstat_2,-3.351533333333334
LBGstat_3,-2.131333333333334
S0_1,-0.9155333333333342
S0_2,-0.3735333333333344
S0_3,-0.7257333333333342
S1_1,-0.4119333333333337
S1_2,-0.5146333333333342
S1_3,-0.9413333333333345
S2_1,-1.116033333333334
S2_2,-0.9824333333333346
S2_3,-1.727333333333334
S3_1,-0.9058333333333337
S3_2,-0.6565333333333339
S4_1,-0.36453333333333404
S4_2,-1.0818333333333339
S4_3,-1.0803333333333338
S5_1,-0.8831333333333333
S5_2,-0.8609333333333336
S5_3,-0.9934333333333338
S6_1,-1.3526333333333334
S6_2,-3.262833333333335
S6_3,-2.064233333333334
S6/t_1,-0.746433333333334
S6/t_2,-1.7138333333333335
S6_4,-0.2186333333333348
S6_5,0.5416666666666661
S6_6,0.5163666666666664
S7_4,0.884266666666667
S7_5,0.36886666666666557
S7_6,-1.4120333333333335
S8_4,-0.18343333333333334
S8_5,-0.24583333333333357
G135_1,-0.4163333333333341
G135_3,-2.3899333333333335
G150_1,-0.4329333333333345
G150_2,-0.2769333333333339
G150_3,-0.2551333333333332
G180_1,-0.6786333333333339
G180_2,-0.46993333333333354
G180_3,-1.1773333333333333
C30_1,-0.5564333333333344
C30_2,-0.21423333333333439
C90_1,0.7294666666666654
C90_2,0.6016666666666666
BI_1,-0.5860333333333347
BI_2,-0.35753333333333437
BC_2,-0.9734333333333343
BC/t_1,0.3510666666666662
BC/t_2,0.4486666666666661
BC_1,-1.114933333333333
Sw_1,-0.3196333333333339
Sw_2,-0.4086333333333343
BT_1,-0.734233333333334
BT_2,-1.8079333333333345
B36_1,-1.308533333333333
B36_2,-1.7066333333333343
B60_1,-0.9347333333333339
B60_2,-0.843233333333334
M9exp_1,0.07966666666666633
M9exp_2,0.1707666666666654
M9exp_3,-0.2504333333333335
M9tran_1,-0.8572333333333333
M9tran_2,-0.5500333333333334
M9tran_3,-0.2856333333333332
M9stat_1,-2.3387333333333338
M9stat_2,-2.9109333333333343
M9stat_3,-3.2245333333333335
M+G_1,-0.6441333333333343
M+G_2,-0.7914333333333339
M+G_3,-0.544433333333334
Glu_1,-0.14053333333333384
Glu_2,-0.5475333333333339
Glu_3,-0.6422333333333334
Fru_1,-0.3450333333333333
Fru_2,-0.36593333333333433
Fru_3,-0.9475333333333342
Mal_1,-1.1601333333333343
Mal_2,-0.9772333333333343
Mal_3,0.24086666666666545
G+S_2,-1.2222333333333335
