k,name,regulator_readable,function,category,n_genes,exp_var,precision,recall,category_num
0,FabT,FabT,,Uncharacterized,14.0,0.021230456237266493,0.9285714285714286,1.0,0
1,CovR-1,CovR,,Uncharacterized,37.0,0.00822190506936249,0.7027027027027027,0.053830227743271224,1
2,Phage_1-1,Phage_1,,Uncharacterized,59.0,0.03201103376460024,0.423728813559322,0.5319148936170213,2
3,Unc_1,,,Uncharacterized,11.0,0.011006994007502269,,,3
4,GlnR,GlnR,,Uncharacterized,6.0,0.008165098749941535,0.6666666666666666,1.0,4
5,CcpA-1,CcpA,,Uncharacterized,11.0,0.03523803323706631,0.0,0.0,5
6,Rgg,Rgg,,Uncharacterized,20.0,0.009173645045295054,0.85,0.02627511591962906,6
7,Phage_2-1,Phage_2,,Uncharacterized,23.0,0.0020975411128255628,0.391304347826087,0.17307692307692307,7
8,PyrR,PyrR,,Uncharacterized,11.0,0.011185517149285507,0.6363636363636364,1.0,8
9,MalR,MalR,,Uncharacterized,16.0,0.011069607858699704,0.5625,0.9,9
10,Unc_2,,,Uncharacterized,22.0,0.04421083801950565,,,10
11,Unc_3,,,Uncharacterized,4.0,0.004467327709388735,,,11
12,VicR,VicR,,Uncharacterized,6.0,0.023459677422131175,0.6666666666666666,0.21052631578947367,12
13,Phage_1-2,Phage_1,,Uncharacterized,54.0,0.041593262148490906,0.46296296296296297,0.5319148936170213,13
14,Unc_4,,,Uncharacterized,14.0,0.014848474330266814,,,14
15,NanR,NanR,,Uncharacterized,20.0,0.04429410877920936,0.35,1.0,15
16,NrdR,NrdR,,Uncharacterized,10.0,0.0027376970885221175,0.8,0.8,16
17,Unc_5,,,Uncharacterized,6.0,0.01363357518269459,,,17
18,PurR,PurR,,Uncharacterized,17.0,0.010469187505665056,0.5294117647058824,0.8181818181818182,18
19,Unc_6,,,Uncharacterized,9.0,0.00846008679978727,,,19
20,Unc_7,,,Uncharacterized,5.0,0.010346043410977002,,,20
21,CcpA-2,CcpA,,Uncharacterized,15.0,0.0808625100714152,0.3333333333333333,0.03289473684210526,21
22,Phage_2-2,Phage_2,,Uncharacterized,19.0,0.006500449298906363,0.6842105263157895,0.25,22
23,SLS,,,Uncharacterized,13.0,0.022758523623392257,,,23
24,Unc_8,,,Uncharacterized,22.0,0.03509602954242297,,,24
25,Unc_9,,,Uncharacterized,13.0,0.024307662930393326,,,25
26,Mga,Mga,,Uncharacterized,21.0,0.049627455535005804,0.8571428571428571,0.07627118644067797,26
27,Unc_10,,,Uncharacterized,46.0,0.013200589043961375,,,27
28,CovR-2,CovR,,Uncharacterized,48.0,0.018810889453008794,0.8125,0.08074534161490683,28
29,MalR2,MalR2,,Uncharacterized,13.0,0.031165788523732085,0.46153846153846156,1.0,29
30,Phage_3-1,Phage_3,,Uncharacterized,46.0,0.024332086363344718,0.6086956521739131,0.56,30
31,Phage_2-3,Phage_2,,Uncharacterized,34.0,0.012223326592903483,0.3235294117647059,0.21153846153846154,31
32,Unc_11,,,Uncharacterized,23.0,0.03249390809798225,,,32
33,Galactose,,,Uncharacterized,9.0,0.02721456815551615,,,33
34,Transport-1,,,Uncharacterized,33.0,0.005840696472439233,,,34
35,YwzG,YwzG,,Uncharacterized,4.0,0.01745144412332711,0.75,1.0,35
36,HrcA,HrcA,,Uncharacterized,10.0,0.011863516956004183,0.5,1.0,36
37,Phage_3-2,Phage_3,,Uncharacterized,27.0,0.010391017352719634,0.37037037037037035,0.2,37
38,SpeB,,,Uncharacterized,4.0,0.03702534351947784,,,38
39,Transport-2,,,Uncharacterized,11.0,0.0009375204929381598,,,39
40,Unc_12,,,Uncharacterized,9.0,0.006929776826236966,,,40
41,SLO,,,Uncharacterized,5.0,0.008681802433748942,,,41
