,BSU_38280
LBexp_1,13.3302
LBexp_2,13.5575
LBexp_3,13.3337
LBtran_1,10.6625
LBtran_2,10.3073
LBtran_3,10.2032
LBstat_1,8.5768
LBstat_2,8.6197
LBstat_3,8.4119
LBGexp_1,13.2906
LBGexp_2,12.4314
LBGexp_3,12.731
LBGtran_2,7.8774
LBGtran_3,8.7302
LBGstat_1,7.2798
LBGstat_2,7.2693
LBGstat_3,7.7533
S0_1,10.3988
S0_2,10.6075
S0_3,10.7251
S1_1,12.4828
S1_2,12.3777
S1_3,12.9296
S2_1,12.4379
S2_2,12.0775
S2_3,11.6264
S3_1,10.3745
S3_2,11.2082
S4_1,11.1446
S4_2,10.1519
S4_3,10.0844
S5_1,10.0935
S5_2,9.770199999999999
S5_3,10.6744
S6_1,8.4033
S6_2,7.2565
S6_3,8.8463
S6/t_1,8.5091
S6/t_2,7.4916
S6_4,8.6183
S6_5,8.699
S6_6,8.9409
S7_4,9.371
S7_5,8.7707
S7_6,9.4105
S8_4,8.7229
S8_5,8.6129
G135_1,12.4329
G135_3,10.2519
G150_1,12.6147
G150_2,13.1652
G150_3,12.8986
G180_1,11.8084
G180_2,12.2235
G180_3,10.9523
C30_1,10.1267
C30_2,10.5297
C90_1,11.4952
C90_2,11.9178
BI_1,12.2631
BI_2,12.2609
BC_2,8.7599
BC/t_1,8.6746
BC/t_2,8.9936
BC_1,8.5565
Sw_1,9.3674
Sw_2,9.9631
BT_1,9.323
BT_2,8.6992
B36_1,10.4542
B36_2,10.7035
B60_1,11.1802
B60_2,11.3123
M9exp_1,12.511800000000001
M9exp_2,11.8826
M9exp_3,11.7677
M9tran_1,11.4232
M9tran_2,11.0339
M9tran_3,11.6599
M9stat_1,8.0864
M9stat_2,8.4127
M9stat_3,8.0895
M+G_1,10.6637
M+G_2,10.9264
M+G_3,10.9253
Glu_1,11.6008
Glu_2,11.781600000000001
Glu_3,11.9335
Fru_1,12.0191
Fru_2,11.3576
Fru_3,11.257
Mal_1,10.3986
Mal_2,10.5296
Mal_3,10.9258
G+S_2,10.613
G+S_3,11.0417
Pyr_1,10.1005
Pyr_2,11.0076
Pyr_3,10.7835
Gly_1,10.5795
Gly_2,11.2883
Gly_3,9.78
Glucon_1,10.6004
Glucon_2,11.1584
Glucon_3,10.5718
aero_1,12.0747
aero_2,10.8552
aero_3,12.0792
nit_1,11.7318
nit_2,12.0786
nit_3,11.7506
ferm_1,10.5153
ferm_2,10.2043
ferm_3,10.6187
T-5.40H_1,12.5226
T-4.40H_1,12.1065
T-3.40H_1,11.8986
T-2.40H_1,11.5456
T-1.40H_1,11.8971
T-1.10H_1,12.027
T-0.40H_1,12.0298
T0.0H_1,11.6138
T0.30H_1,10.792300000000001
T1.0H_1,10.2168
T1.30H_1,9.7324
T2.0H_1,9.312
T2.30H_1,9.6779
T3.0H_1,8.9028
T3.30H_1,8.9536
