,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,2.300040727,0.5152121905671393,2.0,0.0,1.9357306933,5.0,2.6643507607
1,U01-Set001__USA300 LAC CA-MHB Control,3.7974253372,0.36749019669130545,2.0,1.0,4.0572801473,6.0,3.5375705270999998
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,3.3708882398,0.08020461507218694,2.0,2.0,3.427601467,7.0,3.3141750126
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,3.33622811025,0.19080918842780112,2.0,3.0,3.4711505813,8.0,3.2013056392
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,3.4271954659999997,0.6386199680368599,2.0,4.0,3.878767976,9.0,2.975622956
5,U01-Set000__USA300 TCH1516 CA-MHB Control,3.5693085679500003,0.4291323511857914,2.0,10.0,3.8727509635,29.0,3.2658661724
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,2.883525364,0.07756539444857972,2.0,11.0,2.8286783476,30.0,2.9383723804
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,2.5311540588500003,0.9936102488948476,2.0,12.0,3.2337426037,31.0,1.8285655140000001
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,4.3033701814,0.3879151452058204,2.0,13.0,4.5776676111,14.0,4.0290727517
9,U01-Set001__USA300 LAC RPMI+10%LB Control,3.7877162015000003,0.03543739526575001,2.0,15.0,3.812774224,18.0,3.762658179
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,4.3934107025,0.06018678781242261,2.0,16.0,4.4359691883,19.0,4.3508522167
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,3.7328972902,0.017733798676004844,2.0,17.0,3.7454369795,20.0,3.7203576009
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,4.48104281895,0.02472611169229837,2.0,21.0,4.4635588177,24.0,4.4985268202
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,3.7737760652,0.3918034913130183,2.0,22.0,3.4967291596,25.0,4.0508229708
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,4.2596399936000005,0.25267286165774216,2.0,23.0,4.0809732997,26.0,4.4383066875
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,3.0004308622,0.12047655087828289,2.0,27.0,2.9152410761,28.0,3.0856206483
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,2.39922027195,0.06672578089383688,2.0,32.0,2.4464025241,33.0,2.3520380198
