,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A
0,U01-Set001__USA300 LAC CA-MHB PreCulture,2.3737911905,0.1683369042229521,2.0,0.0,2.254759024,5.0,2.492823357
1,U01-Set001__USA300 LAC CA-MHB Control,0.0,0.6218952931862592,2.0,1.0,0.439746379,6.0,-0.439746379
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,-3.0410414865,0.40635635118339375,2.0,2.0,-2.7537041550000003,7.0,-3.328378818
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,-5.650408203,0.21528785333461298,2.0,3.0,-5.498176702,8.0,-5.802639704
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,-2.469456377,0.47205429064035465,2.0,4.0,-2.135663587,9.0,-2.803249167
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.7135530423754888,2.0,10.0,-0.504558195,29.0,0.504558195
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,-2.4289748565,0.788909606500904,2.0,11.0,-2.986818189,30.0,-1.871131524
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,-3.051176345,0.19671381565113816,2.0,12.0,-2.912078672,31.0,-3.190274018
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,-12.81432319,0.13754117848622607,2.0,13.0,-12.71706689,14.0,-12.91157949
9,U01-Set001__USA300 LAC RPMI+10%LB Control,-11.584745875,0.06535443617504857,2.0,15.0,-11.63095844,18.0,-11.53853331
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,-14.128976475,0.13261788388260404,2.0,16.0,-14.22275148,19.0,-14.03520147
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,-13.200013845,0.22744064868127922,2.0,17.0,-13.36083867,20.0,-13.03918902
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,-9.850619882,0.09471543447457106,2.0,21.0,-9.783645956,24.0,-9.917593808
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,-11.017395050000001,0.5724276456814453,2.0,22.0,-10.61262758,25.0,-11.42216252
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,-10.79159653,0.9885995702473387,2.0,23.0,-10.09255107,26.0,-11.49064199
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,-1.6813004710000001,0.3931658080459786,2.0,27.0,-1.95931068,28.0,-1.403290262
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,-3.3622912595,0.1308668378836933,2.0,32.0,-3.269754431,33.0,-3.454828088
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,-5.870265307,0.10408082196086871,2.0,34.0,-5.796669052,38.0,-5.943861562
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,-4.4523029555,0.6282225320404707,2.0,35.0,-4.896523368,39.0,-4.008082543
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,-5.5511343765,0.4489642497379002,2.0,36.0,-5.868600042,40.0,-5.233668711
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,-4.597900721,0.2583722244799139,2.0,37.0,-4.780597473,41.0,-4.415203969
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,-11.297734694999999,0.2574722656378681,2.0,42.0,-11.47979508,45.0,-11.11567431
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,-11.75272276,0.3235244606424546,2.0,43.0,-11.9814891,46.0,-11.52395642
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,-11.199173649999999,0.393437904149593,2.0,44.0,-11.47737626,47.0,-10.92097104
24,U01-Set003__USA300 TCH1516 CA-MHB Control,6.3170152994999995,0.09932574028231643,2.0,48.0,6.387249204,52.0,6.246781395
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,6.1884745070000005,0.10970730880253579,2.0,49.0,6.266049289,53.0,6.110899725
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,7.985848407000001,0.6583759969304855,2.0,50.0,7.520306275,54.0,8.451390539
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,4.378235087,0.3832000798313868,2.0,51.0,4.649198462,55.0,4.107271712
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,-10.559523185,0.33274843525779485,2.0,56.0,-10.79481186,57.0,-10.32423451
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,-11.306333365,0.5563421048513689,2.0,58.0,-10.91294009,59.0,-11.69972664
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,16.00562487,0.2681616766308113,2.0,60.0,15.81600593,61.0,16.19524381
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,-6.278415234,0.5752893025822662,2.0,62.0,-5.871624267,63.0,-6.685206201
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,-3.822942828,0.3642980223831869,2.0,64.0,-3.565345226,65.0,-4.08054043
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,-6.074779782,1.4779407591684428,2.0,66.0,-5.029717849,67.0,-7.119841715
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,-4.609309356,1.3169736831505818,2.0,68.0,-3.6780683339999998,69.0,-5.540550378
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,-4.590831622,1.823707438975602,2.0,70.0,-3.301275725,71.0,-5.880387519
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,-3.1813904115,0.20250370567754927,2.0,72.0,-3.038198668,73.0,-3.324582155
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,-5.963410958000001,0.1324273483035597,2.0,74.0,-5.869770682,75.0,-6.057051234
38,ICA-Set002__USA300 LAC CA-MHB Control,-4.4456198365,0.7693971476091259,2.0,76.0,-3.901573896,77.0,-4.989665777
39,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLadenine,-12.160143345000002,0.031149022447557666,2.0,78.0,-12.13811766,79.0,-12.18216903
40,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLguanine,-8.468091306,0.6322139369811285,2.0,80.0,-8.021048544,81.0,-8.915134068
41,ICA-Set002__USA300 SNFM1 CA-MHB Control,3.043372111,0.49376324946866795,2.0,82.0,2.694228769,83.0,3.392515453
42,ICA-Set002__USA300 SNFM1 RPMI+10%LB Control,-1.9620182815,0.11556178879076846,2.0,84.0,-2.043732806,85.0,-1.880303757
43,ICA-Set002__USA300 SNFR19 CA-MHB Control,10.643933019999999,0.469774889504793,2.0,86.0,10.97611403,87.0,10.31175201
44,ICA-Set002__USA300 SNFR19 RPMI+10%LB Control,5.1268395245,0.48842484146518944,2.0,88.0,4.781471007,89.0,5.472208042
45,ICA-Set002__USA300 TCH1516 CA-MHB Control,0.0,0.005849737423050884,2.0,90.0,-0.004136389,91.0,0.004136389
46,ICA-Set002__USA300 TCH1516 RPMI+10%LB Control,-1.5346736060000001,0.30539956021582615,2.0,92.0,-1.750623706,93.0,-1.318723506
47,ICA-Set002__USA300 LAC R10LBnoGlu 1gLmaltose,-4.7407715325,1.8241772046585767,2.0,94.0,-3.450883461,96.0,-6.030659604
48,ICA-Set002__USA300 LAC CAMHB 0.0195ug/mLMupirocin,5.684163221,1.9005527860232139,2.0,95.0,4.340269458,97.0,7.028056984
49,ICA-Set003__USA300 TCH1516 CA-MHB 250nMParaquat,8.8813467545,0.04703824002958483,2.0,98.0,8.848085696,99.0,8.914607813
50,ICA-Set003__USA300 TCH1516 CA-MHB 2gLGalactose,8.339947522,0.914673162820892,2.0,100.0,7.693175926,101.0,8.986719118
51,ICA-Set003__USA300 TCH1516 CA-MHB 2gLPyruvate,7.1957371475,1.866299192160973,2.0,102.0,5.876064333,103.0,8.515409962
52,ICA-Set003__USA300 TCH1516 CA-MHB Control,8.3797310995,0.545669506736362,2.0,104.0,7.993884491,105.0,8.765577708
