,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,2AA__WT,-2.500000900740318e-11,0.38023586444695334,4.0,0.0,-0.4767509187,1.0,0.3934236888,2.0,-0.11356619350000001,3.0,0.1968934233
1,2AA__del_ridA,1.5523046109499998,0.18390892628827496,4.0,4.0,1.5344426389999999,5.0,1.8129551395,6.0,1.3876865555,7.0,1.4741341098
2,GC_MS__WT,0.0,0.22195596402164722,3.0,8.0,0.120101126,9.0,0.1360265637,10.0,-0.2561276897,,
3,GC_MS__del_slyA,8.8970581226,0.4541928205823151,2.0,11.0,8.5758952992,12.0,9.218220946,,,,
4,Rho__WT,0.0,0.6937648366434347,3.0,13.0,0.2938016282,14.0,-0.7923232347,15.0,0.4985216065,,
5,Rho__rho_Y80C,-0.6688410891,0.4230056163472105,3.0,16.0,-0.9769666387,17.0,-0.1865592781,18.0,-0.8429973505,,
6,Rho__rho_K130Q,0.6359675084333333,0.1201254474941454,3.0,19.0,0.5137839244,20.0,0.6401954105000001,21.0,0.7539231904,,
7,flagella__WT,0.0,0.9709130381241226,2.0,22.0,0.6865391932,23.0,-0.6865391932,,,,
8,flagella__del_rfaL,-2.2645808814499997,0.30367960888406365,2.0,24.0,-2.0498469707,25.0,-2.4793147922,,,,
9,flagella__del_rfaG,-7.1018910027499995,0.22164862679863329,2.0,26.0,-7.2586202498,27.0,-6.9451617557,,,,
10,flagella__del_rfaD,-7.021956541950001,0.08937323362103036,2.0,28.0,-6.9587601224,29.0,-7.0851529615,,,,
11,nusG__WT_OD08,0.0,0.7889768605582335,2.0,30.0,0.5578908883,31.0,-0.5578908883,,,,
12,omv__spi2_ind_lowOD_intracellularRNAs,-8.166908868466667,4.1777738931691815,3.0,32.0,-12.9570048418,33.0,-5.2768557029,45.0,-6.2668660607,,
13,omv__spi2_ind_highOD_intracellularRNAs,-5.4956247107000005,0.49714061383757335,3.0,34.0,-5.2998758586,36.0,-6.0608433141,37.0,-5.1261549594,,
14,omv__spi1_ind_highOD_intracellularRNAs,-4.424713434666667,0.7256195558709048,3.0,35.0,-4.7858379796,41.0,-4.8989148884,42.0,-3.589387436,,
15,omv__controlPCN_highOD_intracellularRNAs,-5.9449533545,1.0748677027440459,3.0,38.0,-7.1100955447,39.0,-5.732751448,40.0,-4.9920130708,,
16,omv__controlPCN_lowOD_intracellularRNAs,-2.3129646346357427e-18,0.7080053444451281,3.0,43.0,0.6909060385,44.0,-0.7239476721,46.0,0.0330416336,,
17,sv5015__STM1625,0.49709596326666666,0.46510955812223564,3.0,47.0,0.9805852776,48.0,0.4578493635,49.0,0.0528532487,,
18,sv5015__STM0581,8.678036444566667,0.7691512901088283,3.0,50.0,7.8796858173,51.0,8.7402089184,52.0,9.414214598000001,,
19,sv5015__WT,0.0,0.4066168832815171,3.0,53.0,-0.2222252754,54.0,0.4693014636,55.0,-0.24707618820000002,,
20,tomato__tomato_root,-3.1970080912333336,0.49151077379837543,3.0,56.0,-2.7538233511,57.0,-3.725640044,58.0,-3.1115608786,,
21,tomato__LB,0.0,1.5799248627277256,2.0,59.0,1.1171755842,60.0,-1.1171755842,,,,
22,AcrB_efflux_virulence__AcrB_D408A,0.6409071793333334,2.456329278983358,3.0,61.0,1.8676670369,62.0,2.2422165551,63.0,-2.187162054,,
