,A,FpvR
R2,,0.09072116824214538
xmin,,-1.223768956
xmid,,
xmax,,3.018608529
ystart,,-2.051683017881401
yend,,5.879131647656613
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.22774212600000002,-0.0006039130000000001
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.22774212600000002,0.0006039130000000001
AB569_EDTA_NaNO2:NaNO2:1,-2.267678221,0.9677093240000001
AB569_EDTA_NaNO2:NaNO2:2,-5.004959276,1.125862092
AB569_EDTA_NaNO2:EDTA:1,6.801771369,1.161782315
AB569_EDTA_NaNO2:EDTA:2,6.780642822,1.189623936
AB569_EDTA_NaNO2:EDTA:3,6.966990023,1.452981812
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-5.464706146,1.503990918
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-7.6750827,1.555860364
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.342886524,-0.114303046
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.342886524,0.114303046
Anthranilate_metabolism_GntR_AntP:antP:1,-1.386040998,-0.711521571
Anthranilate_metabolism_GntR_AntP:antP:2,-0.740447606,-0.57432353
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.091001329,-0.032107771
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.091001329,0.032107771
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,1.59894767,-0.284478557
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.464469593,0.148983997
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,0.0029245290000000004,-0.36514791
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,0.20114715100000002,-0.567834767
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-1.020599555,-0.14788573200000002
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-1.239116606,-0.23040378
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-1.6260254230000002,-0.08768360700000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-1.085158337,-0.19086078
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.176239363,-0.516750452
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.39554167900000003,0.08832919
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,0.7181221,0.046863832
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.083109741,0.015645343000000003
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.083109741,-0.015645343000000003
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,-0.747040786,-0.310856153
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,-0.5650883750000001,-0.39842821500000003
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,-0.438211002,0.017070857000000002
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,0.011626769,-0.037345116000000005
Catabolite_repression:del_hfq_crc_wt:1,-0.341144765,-0.077065307
Catabolite_repression:del_hfq_crc_wt:2,0.341144765,0.077065307
Catabolite_repression:delHfq:1,0.391623127,0.955861723
Catabolite_repression:delHfq:2,-0.94115766,1.066638482
Catabolite_repression:deldcrc:1,-6.747609034,0.609219006
Catabolite_repression:deldcrc:2,-6.401355845,0.6876835370000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.7705968630000001,0.007917724000000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.9773138210000001,0.074559811
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.206716958,-0.082477534
Diallyl_disulphide_treatment:PAO1_DDS:1,3.389398311,1.286582861
Diallyl_disulphide_treatment:PAO1_DDS:2,8.066144372,1.192344792
Diallyl_disulphide_treatment:PAO1_DDS:3,7.623404983,1.242334691
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,-0.528988221,0.022767398
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,0.528988221,-0.022767398
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,-0.179369004,-0.138859952
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,-0.157143583,-0.139774734
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,-0.25723982700000003,-0.11337131800000001
HapZ_SagS_mutant:delHapZp:1,-0.54276258,-0.13772114200000002
HapZ_SagS_mutant:delHapZp:2,-0.9014201890000001,-0.089466603
HapZ_SagS_mutants:PA_HapZ_SagS_wt:1,2.156413677,0.29497526700000004
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,-1.899173849,-0.18160395000000001
HapZ_SagS_mutants:delHApZ:1,0.8141008970000001,-0.360953678
HapZ_SagS_mutants:delHApZ:2,1.8347603160000001,-0.25792781200000003
HapZ_SagS_mutants:delHApZ:3,-0.718507573,-0.27146548600000003
HapZ_SagS_mutants:delSagS:1,0.13745047500000002,-0.131790015
HapZ_SagS_mutants:delSagS:2,-0.315205491,-0.17733525600000002
HapZ_SagS_mutants:delSagS:3,3.144710587,0.239258098
HapZ_SagS_mutants:delHapZp:1,-0.079927616,-0.011442671000000001
yhjH_knockout:PA_delyhjH_wt:1,-0.020756984000000003,-0.007759473
yhjH_knockout:PA_delyhjH_wt:2,0.020756984000000003,0.007759473
yhjH_knockout:PA_delyhjH:1,2.324069689,-0.242483266
yhjH_knockout:PA_delyhjH:2,2.298163916,-0.40954539300000004
yhjH_knockout:PA_delwspF:1,2.370658941,-0.37954347
yhjH_knockout:PA_delwspF:2,0.176153722,-0.087698973
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,3.064618124,-0.7448548190000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,3.664083576,-0.841990211
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,1.94757526,-0.77256525
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,1.080651006,-0.8626424370000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-0.15254109500000002,0.021802816000000003
