,A,lysG
R2,,0.009856173499326881
xmin,,-3.4568090546
xmid,,0.06334370000353594
xmax,,4.185676201
ystart,,1.045014214849662
yend,,4.989015349991227
AX:AX_10_MIC:1,-1.1371633912,0.2667345139
AX:AX_10_MIC:2,-0.7997484032000001,0.5991271290000001
AX:AX_30_MIC:1,-0.7881646240000001,0.3102447795
AX:AX_30_MIC:2,1.1149736134000001,0.5837102897
AX:QZ_10_MIC:1,-1.2965817992,0.2026160309
AX:QZ_10_MIC:2,0.9150053336,0.6228313252000001
AX:QZ_30_MIC:1,0.1150768157,0.4100985754
AX:QZ_30_MIC:2,-0.9731346925000001,0.058987435000000005
AX:wt:1,-0.7916596763,0.0716281415
AX:wt:2,0.7916596763,-0.0716281415
ITM_04:00h_clinic_ctrl:1,-0.526102026,-1.0191025363
ITM_04:00h_clinic_ctrl:2,-0.8831731368,-1.0719749064
ITM_04:00h_h37rv_control:1,-0.0178650237,0.027927643800000002
ITM_04:00h_h37rv_control:2,-0.11934355940000001,0.13010200900000002
ITM_04:00h_h37rv_control:3,0.137208583,-0.1580296529
ITM_04:06h_clinic_delam:1,-5.291162783,0.321907214
ITM_04:06h_clinic_delam:2,-6.2188560149,0.1294763108
ITM_04:06h_clinic_delam:3,-7.0054621024,0.0928844878
ITM_04:06h_clinic_DMSO:1,-0.716973061,-1.2434309493
ITM_04:06h_clinic_DMSO:2,-0.6649108896,-1.3786352255
ITM_04:06h_clinic_DMSO:3,-0.7196462527,-1.1594255694
ITM_04:06h_h37rv_delam:1,-5.2419151825,0.43761427
ITM_04:06h_h37rv_delam:2,-5.5450315044,0.5191077504
ITM_04:06h_h37rv_delam:3,-5.2622637567,0.3543573748
ITM_04:06h_h37rv_DMSO:1,-0.32575055010000004,-0.8950237120000001
ITM_04:06h_h37rv_DMSO:2,-0.07526135140000001,-0.9650289295000001
ITM_04:06h_h37rv_DMSO:3,0.2516874944,-0.49320559880000003
ITM_04:24h_clinic_delam:1,-5.5186441813,0.1508072359
ITM_04:24h_clinic_delam:2,-5.5283612882,0.2860349612
ITM_04:24h_clinic_delam:3,-5.3170386984,0.14493779310000002
ITM_04:24h_clinic_DMSO:1,-2.5175162760000003,-1.2104748046
ITM_04:24h_clinic_DMSO:2,-1.7008788093,-1.2958622243
ITM_04:24h_clinic_DMSO:3,-2.0942597653,-1.2007374908
ITM_04:24h_h37rv_delam:1,-5.294052359,-0.1845516862
ITM_04:24h_h37rv_delam:2,-5.6808579085,0.1495370127
ITM_04:24h_h37rv_delam:3,-6.2804375024,0.0384467789
ITM_04:24h_h37rv_DMSO:1,0.3283575144,-1.1460153549
ITM_04:24h_h37rv_DMSO:2,-0.4143133586,-1.2186735625
JSF:DMSO:1,0.1204899074,-0.015388080200000001
JSF:DMSO:2,-0.3172158664,-0.02433819
JSF:DMSO:3,0.3829005808,-0.0019729571
JSF:DMSO:4,-0.1861746219,0.041699227400000004
