,A,MvfR
R2,,0.26296744089790336
xmin,,-2.491788289
xmid,,
xmax,,3.330896585
ystart,,-9.89798912875191
yend,,11.288321623810603
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.33024399,0.43953029200000004
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.33024399,-0.43953029200000004
AB569_EDTA_NaNO2:NaNO2:1,1.6573669639,1.249049966
AB569_EDTA_NaNO2:NaNO2:2,2.2892734917,0.934960432
AB569_EDTA_NaNO2:EDTA:1,4.8144029554,1.808138868
AB569_EDTA_NaNO2:EDTA:2,6.180744837,1.690631882
AB569_EDTA_NaNO2:EDTA:3,6.2375610156,1.571192617
AB569_EDTA_NaNO2:NaNO2_EDTA:1,2.8507420776,0.833232395
AB569_EDTA_NaNO2:NaNO2_EDTA:2,3.317523296,0.8654367190000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.0500342084,0.015749675
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.0500342084,-0.015749675
Anthranilate_metabolism_GntR_AntP:antP:1,-1.4359318828,0.02739136
Anthranilate_metabolism_GntR_AntP:antP:2,-1.6785157292,-0.071433824
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.0573307157,0.006614148
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.0573307157,-0.006614148
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,1.4830339174,0.018379845000000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.7609776565,0.09266031400000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-1.1276829867,-0.024752001000000003
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.7577235031,-0.12165452800000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,0.6667305934000001,-1.571569513
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-0.1005396758,-1.227013691
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,0.2253990767,-1.3874068670000002
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-0.10922168680000001,-1.513990497
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-0.5462976878,-0.007627109000000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-0.5578613789,0.27208922900000004
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.4171982991,0.091391254
Catabolise_Nucleic_Acids:L_asp:1,-3.1645073764,-0.5444599050000001
Catabolise_Nucleic_Acids:L_asp:2,-3.2085861195,-0.608389304
Catabolise_Nucleic_Acids:DNA_1:1,1.5536713307,-0.016392463
Catabolise_Nucleic_Acids:DNA_1:2,-1.0476190009,-0.132106308
Catabolise_Nucleic_Acids:DNA_1:3,-0.5060523298,0.148498771
Catabolite_repression:del_hfq_crc_wt:1,-0.19922552270000002,-0.237810716
Catabolite_repression:del_hfq_crc_wt:2,0.19922552270000002,0.237810716
Catabolite_repression:delHfq:1,0.8840906732,-0.097118517
Catabolite_repression:delHfq:2,0.2797614167,-0.143005193
Catabolite_repression:deldcrc:1,-2.0730423124,0.68257077
Catabolite_repression:deldcrc:2,-1.3494420673,0.6881653990000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.5640578126,0.036173258
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,-0.47928404480000003,-0.258900836
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.0847737677,0.222727578
Diallyl_disulphide_treatment:PAO1_DDS:1,-8.0476538366,-2.114991861
Diallyl_disulphide_treatment:PAO1_DDS:2,-8.5463205332,-2.389034181
Diallyl_disulphide_treatment:PAO1_DDS:3,-8.6142762123,-2.491788289
Dispersed_cells:PAO1_dispersed_wt:1,0.026507774,-0.26778798
Dispersed_cells:PAO1_dispersed_wt:2,-0.026507774,0.26778798
Dispersed_cells:PyhjH_dispersed:1,3.7909838046,0.115259018
Dispersed_cells:PyhjH_dispersed:2,3.5597728612,0.17741358200000001
Dispersed_cells:PA01_Planktonic:1,-3.5346376009,2.420158931
Dispersed_cells:PA01_Planktonic:2,-3.6803020428,2.317989482
Dispersed_cells:PAO1_Biofilm:1,-1.3571705823,1.2288197840000001
Dispersed_cells:PAO1_Biofilm:2,-0.5094338361,1.268578699
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,-1.4667822408,-0.767040559
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,-0.5463340517,-0.642281149
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,-0.5893163147,-0.988851695
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,0.0663793749,-0.18119601200000002
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,-0.1894722193,0.093449554
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,0.1230928443,0.087746458
Farnesol_treatment:RNA of 0-1F_L:1,0.39454821700000003,0.078102826
Farnesol_treatment:RNA of 0-1F_L:2,-0.10600627110000001,0.010290311
Farnesol_treatment:RNA of 0-1F_L:3,-0.28854194580000003,-0.08839313700000001
Farnesol_treatment:RNA of 6-F_L1:1,-7.1023878118,-0.43347169900000004
