,A,devR
R2,,0.6136312864158362
xmin,,-3.8857855916
xmid,,-2.440621197896702
xmax,,5.5357560441
ystart,,-15.40255530324191
yend,,38.74484256819628
AX:AX_10_MIC:1,0.5909278863,0.1440828361
AX:AX_10_MIC:2,0.7711708235,0.1756288315
AX:AX_30_MIC:1,0.5420925511,0.1622708643
AX:AX_30_MIC:2,-0.0759489795,0.3262798163
AX:QZ_10_MIC:1,0.49175861800000004,0.1055125184
AX:QZ_10_MIC:2,0.26225947580000003,0.1793820899
AX:QZ_30_MIC:1,1.4018502368,0.2755147267
AX:QZ_30_MIC:2,0.0639749802,0.0330585823
AX:wt:1,0.42933951470000004,-0.0375905442
AX:wt:2,-0.42933951470000004,0.0375905442
ITM_04:00h_clinic_ctrl:1,-0.0603958639,1.6260483492
ITM_04:00h_clinic_ctrl:2,0.6527549973,1.5723669840999999
ITM_04:00h_h37rv_control:1,0.228085491,0.0652521539
ITM_04:00h_h37rv_control:2,0.0877162636,-0.035575427800000003
ITM_04:00h_h37rv_control:3,-0.3158017546,-0.029676726100000002
ITM_04:06h_clinic_delam:1,-14.4353649358,0.17223473620000002
ITM_04:06h_clinic_delam:2,-14.7635884989,0.1433585961
ITM_04:06h_clinic_delam:3,-17.8251764963,0.2782411473
ITM_04:06h_clinic_DMSO:1,-4.0563428866,1.1521427924
ITM_04:06h_clinic_DMSO:2,-5.1442828812,1.144336512
ITM_04:06h_clinic_DMSO:3,-3.3029699261,1.158191378
ITM_04:06h_h37rv_delam:1,-12.1706491818,-2.2045942243
ITM_04:06h_h37rv_delam:2,-13.9571457885,-2.6468425896000003
ITM_04:06h_h37rv_delam:3,-13.69799163,-2.4623414277
ITM_04:06h_h37rv_DMSO:1,-5.9412287346,-0.9134443867
ITM_04:06h_h37rv_DMSO:2,-5.5486995283,-0.8150375574000001
ITM_04:06h_h37rv_DMSO:3,-5.1042649933,-0.8608099574
ITM_04:24h_clinic_delam:1,-19.1855017796,-0.1226792614
ITM_04:24h_clinic_delam:2,-15.6777674316,-0.052958167800000004
ITM_04:24h_clinic_delam:3,-18.253151266,-0.2888270243
ITM_04:24h_clinic_DMSO:1,-6.6069712501,1.1416200114
ITM_04:24h_clinic_DMSO:2,-6.2329398235,1.0145852368
ITM_04:24h_clinic_DMSO:3,-5.1010707243,1.0847818923
ITM_04:24h_h37rv_delam:1,-17.8232198019,-3.2357864825
ITM_04:24h_h37rv_delam:2,-15.7810099678,-3.0556694819
ITM_04:24h_h37rv_delam:3,-16.3446334832,-3.2795514954
ITM_04:24h_h37rv_DMSO:1,-3.6027376949,-0.2148192468
ITM_04:24h_h37rv_DMSO:2,-4.1760245249,-0.4757668984
JSF:DMSO:1,-0.2104818474,0.0197201374
JSF:DMSO:2,0.3744452789,-0.0200292016
JSF:DMSO:3,0.0138826572,0.0288415646
JSF:DMSO:4,-0.17784608870000002,-0.0285325004
JSF:JSF_2019:1,-5.5458208143,0.3404284779
JSF:JSF_2019:2,-4.6240306869,0.49367555420000003
JSF:JSF_2019:3,-5.7039145305000005,0.27920957020000003
JSF:JSF_2019:4,-5.7196055813,0.6522132496
JSF:JSF_2026:1,3.6628343336,0.2166602944
JSF:JSF_2026:2,2.9184732647000002,0.42070033640000004
JSF:JSF_2026:3,3.8581742622,0.4946900453
JSF:JSF_2026:4,3.6297163225,0.4209718274
MTS1338:over_expression:1,-3.8817998622000003,-0.1394734326
