,A,MexS,GlcC
R2,,0.18364789147245453,0.008874904959444319
xmin,,-10.66568081,-2.653950721
xmid,,,
xmax,,3.88849629,2.9603814230000003
ystart,,-10.623441176378117,2.349361736944614
yend,,5.033513528433729,-1.3136540106973438
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.829007684,0.250622628,-0.26627727700000003
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.829007684,-0.250622628,0.26627727700000003
AB569_EDTA_NaNO2:NaNO2:1,3.618822237,0.7702116440000001,0.868247733
AB569_EDTA_NaNO2:NaNO2:2,3.6023215310000003,0.709074643,1.15884629
AB569_EDTA_NaNO2:EDTA:1,0.422679212,-0.025924262,0.139902788
AB569_EDTA_NaNO2:EDTA:2,-0.04017671,-0.160116111,0.580719548
AB569_EDTA_NaNO2:EDTA:3,1.138231107,-0.09726193,0.79217129
AB569_EDTA_NaNO2:NaNO2_EDTA:1,3.653595003,0.480523342,1.044522957
AB569_EDTA_NaNO2:NaNO2_EDTA:2,3.728171221,0.42786204800000005,1.560757656
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.005580072,-0.057435997,-0.19147389
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.005580072,0.057435997,0.19147389
Anthranilate_metabolism_GntR_AntP:antP:1,0.176106538,-0.5573488790000001,0.458738177
Anthranilate_metabolism_GntR_AntP:antP:2,0.505774401,-0.34852997900000005,0.49062148800000005
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.061605948,-0.08124693300000001,-0.09241808600000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.061605948,0.08124693300000001,0.09241808600000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-1.436260027,0.11885263800000001,-0.45974733700000003
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-1.006262909,0.12208178100000001,-0.559288831
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.126731451,-0.29758992700000003,-0.20042857400000003
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.45516189,-0.13817462900000002,0.3548977
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-4.339230704,-0.685647336,-2.283943878
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-3.895904738,-0.694252065,-1.902540471
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-4.251997914,-0.469081835,-2.267567513
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-4.085787886,-0.53887837,-1.9752734470000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-0.339972914,-0.29032677500000004,0.208465221
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.5784438550000001,0.030084528000000003,0.041991414000000005
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.371379542,-0.14892297100000002,0.13633017
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,0.593223178,0.10159087600000001,0.182313318
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,-0.593223178,-0.10159087600000001,-0.182313318
