,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,0.0,1.172393910024309,2.0,0.0,0.829007684,1.0,-0.829007684,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,3.610571884,0.01166776110696522,2.0,2.0,3.618822237,3.0,3.6023215310000003,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,0.506911203,0.5937023808462826,3.0,4.0,0.422679212,5.0,-0.04017671,6.0,1.138231107,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,3.690883112,0.05273334946304644,2.0,7.0,3.653595003,8.0,3.728171221,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,0.0,0.007891413501418362,2.0,9.0,0.005580072,10.0,-0.005580072,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,0.3409404695,0.23311038146657775,2.0,11.0,0.176106538,12.0,0.505774401,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,0.0,0.08712396718445166,2.0,13.0,0.061605948,14.0,-0.061605948,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,-0.75610406925,0.580766063007153,4.0,15.0,-1.436260027,16.0,-1.006262909,17.0,-0.126731451,18.0,-0.45516189,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,-4.1432303105,0.19554719529922449,4.0,19.0,-4.339230704,20.0,-3.895904738,21.0,-4.251997914,22.0,-4.085787886,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,-0.04430286699999999,0.5395430510088065,3.0,23.0,-0.339972914,24.0,0.5784438550000001,25.0,-0.371379542,,,,,,,,,,
10,Pseudomonas_culture_Cisplatin_Bile__PAO1_untreated,0.0,0.8389442638416686,2.0,26.0,0.593223178,27.0,-0.593223178,,,,,,,,,,,,
11,Pseudomonas_culture_Cisplatin_Bile__PAO1_cisplatin,2.197212897,0.5217865615443193,2.0,28.0,1.828254081,29.0,2.566171713,,,,,,,,,,,,
12,Pseudomonas_culture_Cisplatin_Bile__PAO1_bile,0.49254768800000004,0.12989607290411231,2.0,30.0,0.40069729400000004,31.0,0.584398082,,,,,,,,,,,,
13,Catabolite_repression__del_hfq_crc_wt,0.0,0.560793558413613,2.0,32.0,0.396540928,33.0,-0.396540928,,,,,,,,,,,,
14,Catabolite_repression__delHfq,1.4585756399999998,0.1406323792187837,2.0,34.0,1.359133531,35.0,1.558017749,,,,,,,,,,,,
15,Catabolite_repression__deldcrc,2.7982975015000005,0.05467771138486659,2.0,36.0,2.8369604820000003,37.0,2.759634521,,,,,,,,,,,,
16,Diallyl_disulphide_treatment__PAO1_ctrl_wt,3.3333332853195213e-10,0.12983884744631344,3.0,38.0,0.091125117,39.0,-0.14866583700000002,40.0,0.057540721,,,,,,,,,,
17,Diallyl_disulphide_treatment__PAO1_DDS,17.42798739,0.8148120813687284,3.0,41.0,16.74747168,42.0,18.33091078,43.0,17.20557971,,,,,,,,,,
18,G_Quadruplex_Gene_Regulation__rG4seq_P_K_rep,0.0,0.0641541803967401,2.0,44.0,0.045363856,45.0,-0.045363856,,,,,,,,,,,,
19,G_Quadruplex_Gene_Regulation__rG4seq_P_Li_rep,2.4107458975,0.020405640115327247,2.0,46.0,2.396316931,47.0,2.425174864,,,,,,,,,,,,
20,HapZ_SagS_mutant__PA_HapZ_SagS_wt,0.45217604400000005,,1.0,48.0,0.45217604400000005,,,,,,,,,,,,,,
21,HapZ_SagS_mutant__delHapZp,1.930380757,0.038122950758250965,2.0,49.0,1.90342376,50.0,1.957337754,,,,,,,,,,,,
