,A,GbuR
R2,,0.014611149027162096
xmin,,-2.299790533
xmid,,1.4519947459111324
xmax,,3.389423518
ystart,,0.7784263701966543
yend,,7.747963416238101
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.029087006000000002,-0.002288647
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.029087006000000002,0.002288647
AB569_EDTA_NaNO2:NaNO2:1,2.2765323410000002,1.936136209
AB569_EDTA_NaNO2:NaNO2:2,2.5506588690000003,2.152300776
AB569_EDTA_NaNO2:EDTA:1,0.797101413,-0.9823329630000001
AB569_EDTA_NaNO2:EDTA:2,1.002017575,-0.98558218
AB569_EDTA_NaNO2:EDTA:3,0.773023546,-0.38222778700000004
AB569_EDTA_NaNO2:NaNO2_EDTA:1,2.183387265,1.55819294
AB569_EDTA_NaNO2:NaNO2_EDTA:2,2.637480435,1.784702127
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.218158873,-0.024534457000000003
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.218158873,0.024534457000000003
Anthranilate_metabolism_GntR_AntP:antP:1,0.424514795,-0.654422281
Anthranilate_metabolism_GntR_AntP:antP:2,0.83914173,-0.20393656500000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.150512011,-0.09041698100000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.150512011,0.09041698100000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-0.74931841,-0.18916522400000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.5224887490000001,0.17924303600000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.630815005,-0.194354026
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.33367557000000003,-0.177033144
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-4.840600516,-2.145197154
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-3.815176468,-1.846409372
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-4.934436836,-1.750183875
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-4.364312075,-2.069266998
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-0.182786782,0.023819672
