,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X
0,aat__00m_00s,-3.33333360913457e-11,0.4490193765952333,3.0,0.0,0.2787597549,6.0,0.2392203732,12.0,-0.5179801282000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,-0.0961873821,0.3443858181621522,3.0,1.0,-0.0167862313,7.0,-0.4733389683,13.0,0.20156305330000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,-0.21856728150000002,0.08053241224795794,3.0,2.0,-0.16456719520000002,8.0,-0.1800046643,14.0,-0.311129985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,-0.3776194608666667,0.06259494771851679,3.0,3.0,-0.4458868916,9.0,-0.36404774700000003,15.0,-0.322923744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,-0.21585896186666667,0.2562658622977829,3.0,4.0,-0.4720728569,10.0,-0.21596286480000002,16.0,0.0404588361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,-0.0036357694333333385,0.13656221170636326,3.0,5.0,-0.1482809878,11.0,0.0143034023,17.0,0.12307027720000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,0.3791016382,0.08719441156615652,2.0,18.0,0.3174458785,71.0,0.4407573979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,-0.03790408066666668,0.22257934339440155,3.0,19.0,-0.29435629350000003,70.0,0.0756332203,205.0,0.1050108312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,-0.4132033752375,0.2681438345430987,8.0,20.0,-0.2885238847,32.0,-0.24695053120000002,55.0,-0.3066308005,67.0,-0.583859305,126.0,-0.5002476413,147.0,-0.1087370131,203.0,-0.30316666540000003,210.0,-0.9675111607,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,0.38079262226666666,0.01254137943234796,3.0,21.0,0.3676673892,34.0,0.3926545209,61.0,0.38205595670000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,0.25632224663750003,0.4797187878463449,8.0,22.0,-0.1556719758,104.0,1.0964724023,111.0,-0.4291344039,133.0,0.1618549548,165.0,0.1166691089,238.0,0.7394919734000001,265.0,0.2182912917,270.0,0.3026046217,,,,,,,,,,,,,,,,,,,,
11,abx_mega__novo_h2o,-2.334058105385714,0.8984844666327365,7.0,23.0,-3.5757478687,56.0,-2.8062683012000003,82.0,-2.1793404115,118.0,-0.6203578518,134.0,-2.6522303209,137.0,-2.2942967001,227.0,-2.2101652835,,,,,,,,,,,,,,,,,,,,,,
12,abx_mega__rach_dmso,-1.1484648081250002,0.3491922146047007,4.0,24.0,-0.8846121371000001,101.0,-1.3748214456,139.0,-1.5166746058,149.0,-0.8177510440000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,abx_mega__metro_dmso,0.120932843475,0.16629097114446623,4.0,25.0,0.0077120115,123.0,0.0411138583,155.0,0.0672265084,191.0,0.3676789957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,abx_mega__dmso-6,0.22016287830000003,0.12640486390933978,3.0,26.0,0.36322618030000003,59.0,0.1736883288,159.0,0.1235741258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,abx_mega__chl_h2o,-0.7684694012200001,0.19397454032453398,5.0,27.0,-0.4996109266,76.0,-0.8040953715,146.0,-0.9541382477,162.0,-0.9360328853000001,262.0,-0.648469575,,,,,,,,,,,,,,,,,,,,,,,,,,
16,abx_mega__cst_h2o,-0.23832307332500002,0.4499382650550383,4.0,28.0,-0.285382524,94.0,0.3455835175,186.0,-0.751766441,231.0,-0.2617268458,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,abx_mega__tec_h2o,-0.9769273697333333,0.2908079271023169,3.0,29.0,-1.288169054,49.0,-0.7121474192,260.0,-0.9304656360000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,abx_mega__str_h2o,-0.30633777110000004,0.4676425684105883,5.0,30.0,-0.0747268678,77.0,0.0668513376,172.0,-0.9341305940000001,259.0,0.0842736582,280.0,-0.6739563895,,,,,,,,,,,,,,,,,,,,,,,,,,
19,abx_mega__ctx_h2o,-0.6031534093500001,0.4127186600234302,4.0,31.0,-0.0339286894,40.0,-0.9939608923000001,138.0,-0.7881389855,192.0,-0.5965850702000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,abx_mega__phos_h2o,-0.19935895644285712,0.2848781526132055,7.0,33.0,-0.6483731128,39.0,-0.45141530690000004,58.0,0.0455135738,122.0,-0.3444817632,170.0,0.11722093110000001,244.0,-0.0558581477,261.0,-0.0581188694,,,,,,,,,,,,,,,,,,,,,,
21,abx_mega__polmyx_h2o,-0.46676823655714283,0.5473308520903675,7.0,35.0,-0.21214234310000002,79.0,-0.6771622791,92.0,0.1098653369,208.0,-0.081994225,251.0,-0.1478473512,263.0,-1.4673001523,299.0,-0.7907966421,,,,,,,,,,,,,,,,,,,,,,
22,abx_mega__h2o-8b,-0.7143294381,0.23873942042409158,3.0,36.0,-0.4938671094,234.0,-0.9678916252,275.0,-0.6812295797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,abx_mega__h2o-6,-0.005830406833333332,0.09089851627023095,3.0,37.0,-0.0345321513,214.0,0.0959544271,307.0,-0.0789134963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,abx_mega__thio_dmso,-1.1824597267,0.41975517655468464,4.0,38.0,-1.3800364687,102.0,-0.5605081654,248.0,-1.4742584343,269.0,-1.3150358384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,abx_mega__lzd_dmso,-0.253713236,0.2041932097119583,4.0,41.0,-0.1698778008,178.0,-0.558958241,249.0,-0.15662110340000002,309.0,-0.12939579880000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,abx_mega__naoh-9,-0.0820363763,0.25271875656479664,2.0,42.0,0.0966627702,294.0,-0.2607355228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
