,A,lexA
R2,,0.5526790004592171
xmin,,-5.0490966204
xmid,,0.4788011977930931
xmax,,3.5732877496
ystart,,0.912814415451606
yend,,25.33696418732596
2AA:WT:1.0,0.2895523867,-0.1338264464
2AA:WT:2.0,0.10506879920000001,-0.0953918343
2AA:WT:3.0,-1.1388961485,-0.013699818800000001
2AA:WT:4.0,0.7442749626,0.2429180994
2AA:del_ridA:1.0,-0.7007020877,0.022088703100000003
2AA:del_ridA:2.0,-0.7139828005000001,-0.0961310115
2AA:del_ridA:3.0,-1.0892159696000001,-0.21520067210000002
2AA:del_ridA:4.0,-0.459902978,0.1125504641
GC_MS:WT:1.0,0.0619717757,0.168521686
GC_MS:WT:2.0,0.1377800129,-0.1670759052
GC_MS:WT:3.0,-0.1997517885,-0.0014457808
GC_MS:del_slyA:1.0,5.0423269071,0.7505458963
GC_MS:del_slyA:2.0,6.2636634199,1.4095802418
Rho:WT:1.0,0.6667145982,-0.0725552938
Rho:WT:2.0,-0.5996249566,-0.0207902638
Rho:WT:3.0,-0.0670896415,0.0933455576
Rho:rho_Y80C:1.0,4.4051536804,0.3983945584
Rho:rho_Y80C:2.0,4.5248630544,0.3645382311
Rho:rho_Y80C:3.0,4.3831912176,0.4723751725
Rho:rho_K130Q:1.0,0.0234201684,0.2339472532
Rho:rho_K130Q:2.0,0.37014343990000004,0.45019930300000005
Rho:rho_K130Q:3.0,-0.1692915831,0.5412775482000001
flagella:WT:1.0,0.0328006476,0.1278334375
flagella:WT:2.0,-0.0328006476,-0.1278334375
flagella:del_rfaL:1.0,0.0906143221,-0.2559852317
flagella:del_rfaL:2.0,0.6000962616000001,-0.2526049741
flagella:del_rfaG:1.0,1.5264545743,-0.5887808811
flagella:del_rfaG:2.0,1.2478910314,-0.7451046939
flagella:del_rfaD:1.0,-0.3471176702,-0.1457248729
flagella:del_rfaD:2.0,-0.3888689188,-0.4257117644
nusG:WT_OD08:1.0,0.5642260783,-0.044548245300000004
nusG:WT_OD08:2.0,-0.5642260783,0.044548245300000004
omv:spi2_ind_lowOD_intracellularRNAs:1.0,4.6793085155,-1.2837715117
omv:spi2_ind_lowOD_intracellularRNAs:2.0,1.0926257731,-0.2724849132
omv:spi2_ind_highOD_intracellularRNAs:1.0,7.4027682905,-0.1921123055
omv:spi1_ind_highOD_intracellularRNAs:1.0,3.2600492094,0.6022213413
omv:spi2_ind_highOD_intracellularRNAs:2.0,4.8667682261,-0.2946722332
omv:spi2_ind_highOD_intracellularRNAs:3.0,4.9276644882,-0.17598875120000002
omv:controlPCN_highOD_intracellularRNAs:1.0,4.6919109591,-0.09930355540000001
omv:controlPCN_highOD_intracellularRNAs:2.0,4.8938223634,-0.6931353272
omv:controlPCN_highOD_intracellularRNAs:3.0,3.8629412654,-0.36341482010000004
omv:spi1_ind_highOD_intracellularRNAs:2.0,3.5480009827,0.7044733851
omv:spi1_ind_highOD_intracellularRNAs:3.0,3.1280333065,0.7025108332000001
omv:controlPCN_lowOD_intracellularRNAs:1.0,0.5925750866,0.0536924058
omv:controlPCN_lowOD_intracellularRNAs:2.0,-1.3213382799,-0.2481482858
omv:spi2_ind_lowOD_intracellularRNAs:3.0,1.6534410894,-0.7444793063
omv:controlPCN_lowOD_intracellularRNAs:3.0,0.7287631933000001,0.1944558801
sv5015:STM1625:1.0,0.5659601009,-0.0716381098
sv5015:STM1625:2.0,0.3497619632,-0.4649121854
sv5015:STM1625:3.0,0.111378769,-0.18626432040000002
sv5015:STM0581:1.0,-1.5492912013,-0.4387653869
sv5015:STM0581:2.0,-1.5864453932,-0.224055684
sv5015:STM0581:3.0,-1.3217559254,-0.31121257020000004
sv5015:WT:1.0,-0.0413048328,-0.1089811945
sv5015:WT:2.0,0.10005614480000001,0.1498482674
sv5015:WT:3.0,-0.05875131200000001,-0.0408670729
tomato:tomato_root:1.0,2.1299378468,0.6752009491000001
tomato:tomato_root:2.0,3.6067151728,0.0627011464
tomato:tomato_root:3.0,3.390466912,0.2548131528
tomato:LB:1.0,0.3775951826,0.0958347903
tomato:LB:2.0,-0.3775951826,-0.0958347903
AcrB_efflux_virulence:AcrB_D408A:1.0,3.6403357871,0.6395557378
AcrB_efflux_virulence:AcrB_D408A:2.0,3.7117476163000003,0.605882708
AcrB_efflux_virulence:AcrB_D408A:3.0,3.8080830454,0.5933810682
AcrB_efflux_virulence:WT:1.0,0.34567884120000003,0.0739863994
AcrB_efflux_virulence:WT:2.0,-0.1998150035,-0.0219056842
AcrB_efflux_virulence:WT:3.0,-0.1458638377,-0.0520807151
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,-0.6387821213,-1.0619333238
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,8.396502591600001,0.91970427
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,7.6913919463,0.8260658559
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,-1.4953046566000001,0.8513671597
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,7.3375752821999995,0.22093354180000002
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,7.1076546017,-0.2224836748
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,0.8619157509,1.0371193633
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,-0.21890293460000002,-0.6736342842
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,-1.3708040282,-0.634071064
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,-0.4004366816,0.7285727545
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,7.6609272059,0.0901137967
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,7.9363301194,0.9820475592000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,6.8877033751,0.2405512934
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,4.5012570305,0.3161579111
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,4.238493182,-0.772204887
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,4.1857999058,0.7269678115
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,-1.0003356393,0.193820487
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,-1.0680876688,-0.2911187351
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,-0.6598786090000001,-0.17613542340000002
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,5.6550017473,0.7682010764
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,1.3618047424,-0.5392327105
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,-0.5883201891000001,-0.18806919460000002
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,0.78848352,0.588725966
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,-0.20016333090000002,-0.4006567714
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:1.0,5.625334355,0.5588476866000001
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:2.0,5.868747621,0.9166372063
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:3.0,4.9068812875,0.8002045940000001
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:1.0,-0.2542112326,0.2099681187
