,BSU__tRNA_51
LBexp_1,-0.29560000000000003
LBexp_2,-0.2262
LBexp_3,-1.0894
LBtran_1,-2.6661
LBtran_2,-1.4975
LBtran_3,-2.7442
LBstat_1,-3.1101
LBstat_2,-3.5569
LBstat_3,-2.5341
LBGexp_1,0.21980000000000002
LBGexp_2,-1.3258
LBGexp_3,-0.3587
LBGtran_2,-3.6386000000000003
LBGtran_3,-1.2467
LBGstat_1,-1.2244
LBGstat_2,-0.9895
LBGstat_3,-1.6821000000000002
S0_1,-1.0241
S0_2,-0.9012
S0_3,-0.4298
S1_1,-1.1239
S1_2,-0.0528
S1_3,-1.2292
S2_1,-2.9923
S2_2,-2.8925
S2_3,-3.5606999999999998
S3_1,-1.5546
S3_2,-1.6240999999999999
S4_1,-1.8234
S4_2,-2.4232
S4_3,-2.4329
S5_1,-3.0768
S5_2,-2.7971
S5_3,-2.4944
S6_1,-3.6145
S6_2,-5.5118
S6_3,-3.892
S6/t_1,-3.3786
S6/t_2,-5.4497
S6_4,-2.4975
S6_5,-2.8776
S6_6,-2.9019
S7_4,-2.2561
S7_5,-2.8021000000000003
S7_6,-2.3049
S8_4,-2.17
S8_5,-2.6686
G135_1,-0.08990000000000001
G135_3,-0.6353
G150_1,-0.9767
G150_2,0.13770000000000002
G150_3,-1.475
G180_1,-0.6462
G180_2,-0.082
G180_3,0.0683
C30_1,-0.8207
C30_2,-0.44430000000000003
C90_1,-1.8613
C90_2,-2.0796
BI_1,-2.8881
BI_2,-2.2286
BC_2,-3.0276
BC/t_1,-3.5856
BC/t_2,-2.7621
BC_1,-3.9806
Sw_1,-3.8239
Sw_2,-3.2611
BT_1,-3.2705
BT_2,-4.5243
B36_1,-4.1353
B36_2,-4.1371
B60_1,-4.0324
B60_2,-2.8358
M9exp_1,0.7532
M9exp_2,-0.1801
M9exp_3,-0.5731
M9tran_1,-0.4233
M9tran_2,-0.3966
M9tran_3,-0.7003
M9stat_1,-3.0245
M9stat_2,-3.2122
M9stat_3,-2.7093
M+G_1,-2.0171
M+G_2,-0.12350000000000001
M+G_3,-0.9259000000000001
Glu_1,-0.1211
Glu_2,-0.44
Glu_3,0.3699
Fru_1,0.5361
Fru_2,0.2624
Fru_3,-1.2591999999999999
Mal_1,-2.3147
Mal_2,-0.0756
Mal_3,-1.6654
G+S_2,-1.7432
G+S_3,-1.0043
Pyr_1,-1.6756
Pyr_2,-0.7301000000000001
Pyr_3,-1.1775
Gly_1,-2.2897
Gly_2,-0.6782
Gly_3,-2.1283
Glucon_1,-1.3375
Glucon_2,-1.2795
Glucon_3,-0.752
aero_1,0.08420000000000001
aero_2,-1.9618000000000002
aero_3,-0.1605
nit_1,-0.41910000000000003
nit_2,0.0878
nit_3,-1.2659
ferm_1,-1.8144
ferm_2,-0.5692
ferm_3,-1.0185
T-5.40H_1,0.019100000000000002
T-4.40H_1,-0.36
T-3.40H_1,0.4974
T-2.40H_1,-0.6069
T-1.40H_1,-0.4717
T-1.10H_1,-0.7491
T-0.40H_1,-1.0036
T0.0H_1,-0.9835
T0.30H_1,-2.0392
T1.0H_1,-1.6216
T1.30H_1,-2.6772
T2.0H_1,-1.7668
T2.30H_1,-2.1812
T3.0H_1,-1.2431
T3.30H_1,-1.8921000000000001
T4.0H_1,-1.6907
T5.0H_1,-1.7982
HPh_1,-0.24380000000000002
HPh_2,-0.4868
HPh_3,-0.0738
LPh_1,-0.7839
LPh_2,-0.46580000000000005
LPh_3,-0.6403
LPhT_1,-1.3427
LPhT_2,-1.542
LPhT_3,-1.2683
SMMPr_1,-0.7473000000000001
SMMPr_2,-1.3602
SMMPr_3,-1.3313000000000001
HiTm_1,-2.6292
HiTm_2,-0.1767
HiTm_3,0.24020000000000002
LoTm_1,-2.3768000000000002
LoTm_2,-2.8309
LoTm_3,-2.3377
HiOs_1,-0.9485
HiOs_2,-0.9991000000000001
HiOs_3,-0.7844
BMM_1,0.16490000000000002
BMM_2,-0.1163
BMM_3,-0.10540000000000001
Heat_1,0.36250000000000004
Heat_2,0.417
Heat_3,-0.20020000000000002
Cold_1,0.5682
Cold_2,-0.1046
Cold_3,0.1308
Etha_1,-2.6557
Etha_2,-2.5119
Etha_3,-2.9811
SMM_1,-0.56
SMM_2,-0.0008
SMM_3,-0.42010000000000003
Salt_1,-0.8855000000000001
Salt_2,-1.145
Salt_3,-1.0166
Mt0_1,0.6005
Mt0_3,-0.1854
M0t45_1,-2.2042
M0t45_2,-0.7612
M0t45_3,-1.8051
M0t90_1,-3.9346
M0t90_2,-2.5268
M0t90_3,-4.5646
M40t45_1,-3.3205
M40t45_2,-2.965
M40t45_3,-1.0832
M40t90_1,-3.8275
M40t90_2,-3.0704
M40t90_3,-3.6842
dia0_1,-0.5278
dia0_2,-0.9945
dia0_3,-0.5371
dia5_1,-1.7782
dia5_2,-1.6968
dia5_3,-1.1578
dia15_1,-1.5753
dia15_2,-0.49250000000000005
dia15_3,-1.2498
Diami_1,-1.2563
Diami_2,-1.3623
Diami_3,-0.5567
Paraq_1,0.2006
Paraq_2,0.44980000000000003
Paraq_3,-1.7931
H2O2_1,-1.3316
H2O2_2,-0.7802
H2O2_3,-1.1128
Oxctl_1,0.18860000000000002
Oxctl_2,-0.605
Oxctl_3,0.5630000000000001
GM-0.1_1,-0.39280000000000004
GM-0.2_1,-0.248
GM+5_1,0.09140000000000001
GM+15_1,-0.053700000000000005
GM+25_1,0.2776
GM+45_1,0.4858
GM+60_1,0.1441
GM+90_1,0.158
GM+120_1,0.0494
GM+150_1,-0.5978
GM-0.1_2,-0.10490000000000001
GM-0.2_2,-0.7284
GM+5_2,-0.37360000000000004
GM+10_2,-0.31920000000000004
GM+15_2,-0.5318
GM+25_2,-0.3215
GM+45_2,-0.3108
GM+60_2,-0.42860000000000004
GM+90_2,-0.591
GM+150_2,-1.2806
GM-0.1_3,-0.5413
GM-0.2_3,-0.6588
GM+5_3,-0.038400000000000004
GM+10_3,-1.34
GM+15_3,-0.1398
GM+25_3,0.8743000000000001
GM+45_3,0.5075000000000001
GM+60_3,0.312
GM+90_3,-1.1212
GM+120_3,0.8996000000000001
GM+150_3,-1.0028
MG-0.1_1,0.0631
MG+5_1,0.647
MG+10_1,0.34550000000000003
MG+15_1,-0.899
MG+25_1,-0.6752
MG+45_1,1.1988
MG+120_1,-0.2884
MG+150_1,-0.5267000000000001
MG-0.1_2,-0.7379
MG-0.2_2,-0.5875
MG+5_2,-0.6477
MG+10_2,-0.1311
MG+15_2,-0.482
MG+25_2,-0.1077
MG+45_2,-0.9497000000000001
MG+60_2,0.15030000000000002
MG+90_2,-0.6872
MG+120_2,-1.0556
MG-0.1_3,0.8831
MG-0.2_3,0.5622
MG+5_3,-0.7525000000000001
MG+10_3,0.188
MG+15_3,0.4184
MG+25_3,0.0845
MG+45_3,0.25980000000000003
MG+60_3,-0.1436
MG+90_3,-0.2074
MG+120_3,-1.0285
MG+150_3,-0.11860000000000001
