,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,2AA__WT,2.7755575615628914e-17,1.667130854846242,4.0,0.0,1.268605606,1.0,0.6708155312,2.0,-2.45260386,3.0,0.5131827228
1,2AA__del_ridA,-8.919978514075,0.48087297576024507,4.0,4.0,-8.3032261141,5.0,-9.4781849103,6.0,-8.945734734,7.0,-8.9527682979
2,GC_MS__WT,4.625929269271485e-18,0.10434649593824454,3.0,8.0,0.09095126440000001,9.0,0.0229647933,10.0,-0.1139160577,,
3,GC_MS__del_slyA,2.38477686335,0.9851823759645386,2.0,11.0,1.6881477246,12.0,3.0814060021,,,,
4,Rho__WT,-3.33333360913457e-11,0.19700558410731867,3.0,13.0,0.176168761,14.0,-0.21272235990000002,15.0,0.0365535988,,
5,Rho__rho_Y80C,-1.2547775383666666,0.8470098991871607,3.0,16.0,-0.3935507106,17.0,-2.0868159548,18.0,-1.2839659497,,
6,Rho__rho_K130Q,-1.1988596883333333,0.3869298513258501,3.0,19.0,-1.3025968731,20.0,-1.5233468548,21.0,-0.7706353371,,
7,flagella__WT,0.0,0.5855930664462955,2.0,22.0,-0.41407682830000003,23.0,0.41407682830000003,,,,
8,flagella__del_rfaL,-2.5741452334,0.2093913894469336,2.0,24.0,-2.426083162,25.0,-2.7222073048,,,,
9,flagella__del_rfaG,-15.3300906683,0.160454638844805,2.0,26.0,-15.2166321051,27.0,-15.4435492315,,,,
10,flagella__del_rfaD,-15.822591627400001,0.028599263135428255,2.0,28.0,-15.8023688945,29.0,-15.8428143603,,,,
11,nusG__WT_OD08,0.0,0.17465171369558563,2.0,30.0,0.12349741110000001,31.0,-0.12349741110000001,,,,
12,omv__spi2_ind_lowOD_intracellularRNAs,-7.789814851199999,0.4820705871842146,3.0,32.0,-7.2341672877,33.0,-8.0387614809,45.0,-8.096515785,,
13,omv__spi2_ind_highOD_intracellularRNAs,-8.3438576289,0.14944644689453435,3.0,34.0,-8.4247429411,36.0,-8.1714020371,37.0,-8.4354279085,,
14,omv__spi1_ind_highOD_intracellularRNAs,10.544990717733333,0.21566341471571696,3.0,35.0,10.3171730556,41.0,10.5718073961,42.0,10.7459917015,,
15,omv__controlPCN_highOD_intracellularRNAs,-5.443719197666667,0.7016980242090864,3.0,38.0,-6.2344269247,39.0,-4.8951788955,40.0,-5.2015517728,,
16,omv__controlPCN_lowOD_intracellularRNAs,0.0,6.802011571646739,3.0,43.0,-4.9129840854,44.0,7.7634970317,46.0,-2.8505129463000003,,
17,sv5015__STM1625,1.9590481553999999,0.4262296775258333,3.0,47.0,2.0724784156,48.0,2.3170882785,49.0,1.4875777721,,
18,sv5015__STM0581,6.048682454833333,0.23138485464301706,3.0,50.0,5.8856562311000005,51.0,5.9468767495,52.0,6.3135143839,,
19,sv5015__WT,1.850371707708594e-17,0.3080730586586985,3.0,53.0,-0.3190264034,54.0,0.0232207774,55.0,0.29580562600000004,,
20,tomato__tomato_root,-9.486307782666666,0.39515729239366865,3.0,56.0,-9.0462637022,57.0,-9.6018301044,58.0,-9.8108295414,,
21,tomato__LB,0.0,3.390366918101349,2.0,59.0,2.3973514385,60.0,-2.3973514385,,,,
22,AcrB_efflux_virulence__AcrB_D408A,5.4989285163999995,0.37073436192733894,3.0,61.0,5.8454542741,62.0,5.1079872244,63.0,5.5433440507,,
23,AcrB_efflux_virulence__WT,0.0,1.0671294187657465,3.0,64.0,1.2272275553,65.0,-0.7095282814,66.0,-0.5176992739,,
24,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_0,0.7617391537000001,0.7706696572096943,3.0,67.0,0.35916820590000004,74.0,1.6503267406000002,75.0,0.2757225146,,
25,Chlortetracycline_florfenicol_MDR__1434_Chlortetracycline_16,-26.302473586766666,1.4685849227828398,3.0,68.0,-27.7273161475,69.0,-26.3863621916,71.0,-24.7937424212,,
26,Chlortetracycline_florfenicol_MDR__1434_Chlortetracycline_0,0.3050934579,1.3375658245241002,3.0,70.0,0.37244066870000003,106.0,1.6077134579,107.0,-1.0648737529,,
27,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_32,-24.70597749363333,5.99580338394834,3.0,72.0,-29.0483600888,79.0,-27.2046302263,110.0,-17.8649421658,,
28,Chlortetracycline_florfenicol_MDR__530_Florfenicol_0,2.4611305529000003,0.9386776347791128,3.0,73.0,3.0043336961,76.0,3.0018180068,109.0,1.3772399558,,
29,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_16,-26.26217087223333,2.9298794480937462,3.0,77.0,-28.4864586114,78.0,-27.3576505259,86.0,-22.9424034794,,
30,Chlortetracycline_florfenicol_MDR__530_Chlortetracycline_32,-28.3163949084,2.865205239016797,2.0,80.0,-26.2903888544,95.0,-30.3424009624,,,,
31,Chlortetracycline_florfenicol_MDR__530_Chlortetracycline_16,-24.503918465250003,0.07420476545558181,2.0,81.0,-24.4514477724,82.0,-24.5563891581,,,,
32,Chlortetracycline_florfenicol_MDR__530_Chlortetracycline_0,-1.4520154832666667,0.8456177209386418,3.0,83.0,-0.6102800378000001,84.0,-2.3014627317,85.0,-1.4443036803,,
33,Chlortetracycline_florfenicol_MDR__1306_Chlortetracycline_0,-8.369684446099999,0.38311410301131305,3.0,87.0,-7.9724390047,100.0,-8.3997145798,101.0,-8.7368997538,,
