,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,3.89122721455,0.31264501166150876,2.0,0.0,4.1123006224,5.0,3.6701538067,,
1,U01-Set001__USA300 LAC CA-MHB Control,3.79770521805,0.10029418149688235,2.0,1.0,3.8686239139,6.0,3.7267865222000003,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,3.9166583289,0.6032256108253469,2.0,2.0,4.3432032489,7.0,3.4901134089,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,2.6123021603,0.2574686395942931,2.0,3.0,2.7943599813,8.0,2.4302443393,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,4.27180792795,0.15062095652834948,2.0,4.0,4.1653028282,9.0,4.3783130277,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,10.0,0.0,29.0,0.0,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.0,0.0,2.0,11.0,0.0,30.0,0.0,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.0,0.0,2.0,12.0,0.0,31.0,0.0,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,3.3064640955,0.5344564089257383,2.0,13.0,3.6843818465,14.0,2.9285463445,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,3.48265908145,0.3918184394796621,2.0,15.0,3.759716557,18.0,3.2056016059,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,3.5709382326499997,0.39790346908831603,2.0,16.0,3.2895779914,19.0,3.8522984739,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,2.9805013967,0.2551892055075556,2.0,17.0,2.800055379,20.0,3.1609474144,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,21.0,0.0,24.0,0.0,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,0.0,0.0,2.0,22.0,0.0,25.0,0.0,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,0.0,0.0,2.0,23.0,0.0,26.0,0.0,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,0.0,0.0,2.0,27.0,0.0,28.0,0.0,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,0.0,0.0,2.0,32.0,0.0,33.0,0.0,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,3.97505289395,0.10811734222335335,2.0,34.0,4.0515033998,38.0,3.8986023881,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,3.87232434255,0.569390896342969,2.0,35.0,4.2749445065,39.0,3.4697041786,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,3.7832533495000003,0.5580045261875458,2.0,36.0,3.3886845651,40.0,4.1778221339,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,3.5168664661999998,0.12765698958300042,2.0,37.0,3.6071335892,41.0,3.4265993432,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,3.40557880475,0.48866853118021514,2.0,42.0,3.7511196369,45.0,3.0600379726,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,3.5129847438999997,0.25236142283992974,2.0,43.0,3.3345382705,46.0,3.6914312173,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,3.7232480176000005,0.31855369753634794,2.0,44.0,3.4979965379,47.0,3.9484994973000003,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,48.0,0.0,52.0,0.0,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,0.0,0.0,2.0,49.0,0.0,53.0,0.0,,
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,0.0,0.0,2.0,50.0,0.0,54.0,0.0,,
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,0.0,0.0,2.0,51.0,0.0,55.0,0.0,,
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,3.1725837720000003,0.13393315326587849,2.0,56.0,3.0778787311,57.0,3.2672888129,,
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,3.6367118229999997,0.29518770340420947,2.0,58.0,3.4279825962,59.0,3.8454410498,,
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,3.5378390634,0.30422955206145397,2.0,60.0,3.7529618427,61.0,3.3227162841,,
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,3.2392067258,0.1721481901159795,2.0,62.0,3.1174795732,63.0,3.3609338784,,
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,0.0,0.0,2.0,64.0,0.0,65.0,0.0,,
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,0.0,0.0,2.0,66.0,0.0,67.0,0.0,,
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,0.0,0.0,2.0,68.0,0.0,69.0,0.0,,
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,0.0,0.0,2.0,70.0,0.0,71.0,0.0,,
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,2.6624096690499996,0.08181529167761944,2.0,72.0,2.6045575215,73.0,2.7202618166,,
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,3.3823189449499997,0.0716464761729313,2.0,74.0,3.4329806541,75.0,3.3316572358,,
38,ICA-Set002__USA300 LAC CA-MHB Control,2.9935130482,0.39215503100492033,2.0,76.0,3.2708085299,77.0,2.7162175665,,
39,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLadenine,3.6448326474,0.3342312072066666,2.0,78.0,3.4084954943,79.0,3.8811698005,,
40,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLguanine,3.32917006755,0.06377335877663323,2.0,80.0,3.2840754931,81.0,3.374264642,,
41,ICA-Set002__USA300 SNFM1 CA-MHB Control,0.0,0.0,2.0,82.0,0.0,83.0,0.0,,
42,ICA-Set002__USA300 SNFM1 RPMI+10%LB Control,0.0,0.0,2.0,84.0,0.0,85.0,0.0,,
43,ICA-Set002__USA300 SNFR19 CA-MHB Control,0.0,0.0,2.0,86.0,0.0,87.0,0.0,,
44,ICA-Set002__USA300 SNFR19 RPMI+10%LB Control,0.0,0.0,2.0,88.0,0.0,89.0,0.0,,
45,ICA-Set002__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,90.0,0.0,91.0,0.0,,
46,ICA-Set002__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,92.0,0.0,93.0,0.0,,
47,ICA-Set002__USA300 LAC R10LBnoGlu 1gLmaltose,2.9101752651,0.4094566081153406,2.0,94.0,3.1997048093,96.0,2.6206457209,,
48,ICA-Set002__USA300 LAC CAMHB 0.0195ug/mLMupirocin,3.7573243553,0.06460205659935334,2.0,95.0,3.7116438030000003,97.0,3.8030049076,,
49,ICA-Set003__USA300 TCH1516 CA-MHB 250nMParaquat,0.0,0.0,2.0,98.0,0.0,99.0,0.0,,
50,ICA-Set003__USA300 TCH1516 CA-MHB 2gLGalactose,0.0,0.0,2.0,100.0,0.0,101.0,0.0,,
51,ICA-Set003__USA300 TCH1516 CA-MHB 2gLPyruvate,0.0,0.0,2.0,102.0,0.0,103.0,0.0,,
52,ICA-Set003__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,104.0,0.0,105.0,0.0,,
53,ICA-Set003__USA300 TCH1516 CA-MHB StationaryPhase,0.0,0.0,2.0,106.0,0.0,107.0,0.0,,
