,name,x,y,cog,color,link
meta,start,0.1247951532780386,,,,
b0002,thrA,337,-0.0057985157403993,Amino acid transport and metabolism,#ff0000,
b0003,thrB,2801,-0.0078409179851075,Nucleotide transport and metabolism,#00bfbf,
b0004,thrC,3734,-0.0097751861217898,Amino acid transport and metabolism,#ff0000,
b0005,yaaX,5234,0.008381674042343,Function unknown,#708090,
b0006,yaaA,5683,-0.015066657601973,Function unknown,#708090,
b0007,yaaJ,6529,-0.0006607752078291,Amino acid transport and metabolism,#ff0000,
b0008,talB,8238,-0.0006481191481018,Carbohydrate transport and metabolism,#ffc0cb,
b0009,mog,9306,0.0129310688305121,Nucleotide transport and metabolism,#00bfbf,
b0010,satP,9928,0.0045648987167225,Function unknown,#708090,
b0011,yaaW,10643,-0.0091536645568334,Function unknown,#708090,
b0012,mbiA,10830,0.0232006028222668,No COG annotation,#87cefa,
b0013,yaaI,11382,-0.0034579724225053,Function unknown,#708090,
b0014,dnaK,12163,0.0004265061016836,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0015,dnaJ,14168,-0.0010659126599182,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0016,insL-1,15445,-0.0160951438203986,"Replication, recombination and repair",#ff00ff,
b0018,mokC,16751,-0.0053983473006371,Function unknown,#708090,
b0019,nhaA,17489,0.0171822879051154,Inorganic ion transport and metabolism,#0000ff,
b0020,nhaR,18715,0.0092531963627273,Transcription,#f4a460,
b0021,insB-1,19811,0.0068598881914983,"Replication, recombination and repair",#ff00ff,
b0022,insA-1,20233,0.0061648828072985,"Replication, recombination and repair",#ff00ff,
b0023,rpsT,20815,0.0029044549306777,"Translation, ribosomal structure and biogenesis",#000000,
b0024,yaaY,21181,-0.0126084825530347,Function unknown,#708090,
b0025,ribF,21407,-0.0003267371154984,Coenzyme transport and metabolism,#008000,
b0026,ileS,22391,0.0007734057916653,"Translation, ribosomal structure and biogenesis",#000000,
b0027,lspA,25207,-0.0167428753713178,Cell wall/membrane/envelope biogenesis,#c71585,
b0028,fkpB,25826,0.0021480805933807,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0029,ispH,26277,-0.003354952746227,Lipid transport and metabolism,#40e0d0,
b0030,rihC,27293,0.0264713219862351,Nucleotide transport and metabolism,#00bfbf,
b0031,dapB,28374,0.0107329558452364,Amino acid transport and metabolism,#ff0000,
b0032,carA,29651,-0.0076991207097262,Nucleotide transport and metabolism,#00bfbf,
b0033,carB,30817,0.0034998962834103,Nucleotide transport and metabolism,#00bfbf,
b0034,caiF,34300,-0.0236654762961726,Transcription,#f4a460,
b0035,caiE,34781,-0.002879519764836,Function unknown,#708090,
b0036,caiD,35377,0.0040958794836816,Lipid transport and metabolism,#40e0d0,
b0037,caiC,36271,-0.0080441991336617,Lipid transport and metabolism,#40e0d0,
b0038,caiB,37898,-0.0078031604483393,Energy production and conversion,#90ee90,
b0039,caiA,39244,0.0041916903694007,Lipid transport and metabolism,#40e0d0,
b0040,caiT,40417,-0.0070405794447156,Cell wall/membrane/envelope biogenesis,#c71585,
b0041,fixA,42403,-0.0203437878865648,Energy production and conversion,#90ee90,
b0042,fixB,43188,0.005366951337383,Energy production and conversion,#90ee90,
b0043,fixC,44180,0.0034431242007833,Energy production and conversion,#90ee90,
b0044,fixX,45463,0.0085783884198169,Energy production and conversion,#90ee90,
b0045,yaaU,45807,-0.0251042165902516,Inorganic ion transport and metabolism,#0000ff,
b0046,kefF,47246,-0.0183743492091684,Energy production and conversion,#90ee90,
b0047,kefC,47769,-0.0054261401871167,Inorganic ion transport and metabolism,#0000ff,
b0048,folA,49823,-0.002972478865109,Coenzyme transport and metabolism,#008000,
b0049,apaH,50380,0.0111796156092998,Signal transduction mechanisms,#00ff00,
b0050,apaG,51229,0.0018561847074394,Inorganic ion transport and metabolism,#0000ff,
b0051,rsmA,51609,0.0015966158465013,"Translation, ribosomal structure and biogenesis",#000000,
b0052,pdxA,52427,-0.0021500692674824,Coenzyme transport and metabolism,#008000,
b0053,surA,53416,0.0029202733197521,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0054,lptD,54755,-0.0033360743657189,Cell wall/membrane/envelope biogenesis,#c71585,
b0055,djlA,57364,-0.0046329532070611,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0056,yabP,58474,-0.0028385137493963,Function unknown,#708090,
b0057,yabQ,59121,0.0044147545346818,No COG annotation,#87cefa,
b0058,rluA,59687,-0.0129359964865808,"Translation, ribosomal structure and biogenesis",#000000,
b0059,rapA,60358,-0.0016081973202303,Transcription,#f4a460,
b0060,polB,63429,-0.0037504083583221,"Replication, recombination and repair",#ff00ff,
b0061,araD,65855,-0.0323608020337011,Carbohydrate transport and metabolism,#ffc0cb,
b0062,araA,66835,-0.0166322301335218,Carbohydrate transport and metabolism,#ffc0cb,
b0063,araB,68348,-0.0165601269115015,Nucleotide transport and metabolism,#00bfbf,
b0064,araC,70387,0.0035639414783453,Transcription,#f4a460,
b0065,yabI,71351,-0.0192247081916512,Function unknown,#708090,
b0066,thiQ,72229,-0.0029291756688708,Inorganic ion transport and metabolism,#0000ff,
b0067,thiP,72911,-0.0135503232265401,Inorganic ion transport and metabolism,#0000ff,
b0068,thiB,74497,-0.0149830101777351,Inorganic ion transport and metabolism,#0000ff,
b0069,sgrR,75644,-0.0037106882472264,Transcription,#f4a460,
b0070,setA,77621,-0.0063526711896219,Inorganic ion transport and metabolism,#0000ff,
b0071,leuD,78848,0.0007550639044419,Amino acid transport and metabolism,#ff0000,
b0072,leuC,79464,-0.0035235483905011,Amino acid transport and metabolism,#ff0000,
b0073,leuB,80867,-0.0073641241033753,Energy production and conversion,#90ee90,
b0074,leuA,81958,0.0004130991383102,Amino acid transport and metabolism,#ff0000,
b0076,leuO,84368,0.012733464258771,Transcription,#f4a460,
b0077,ilvI,85630,-0.010582729731509,Coenzyme transport and metabolism,#008000,
b0078,ilvH,87357,-0.005250108529179,Amino acid transport and metabolism,#ff0000,
b0080,cra,88028,-0.0060477832398254,Transcription,#f4a460,
b0081,mraZ,89634,-0.0027886307869239,Transcription,#f4a460,
b0082,rsmH,90094,-0.0038865394084432,"Translation, ribosomal structure and biogenesis",#000000,
b0083,ftsL,91032,-0.0051050164027224,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0084,ftsI,91413,-0.0142671350249558,Cell wall/membrane/envelope biogenesis,#c71585,
b0085,murE,93166,-0.0033410633313537,Cell wall/membrane/envelope biogenesis,#c71585,
b0086,murF,94650,-0.0066338672641937,Cell wall/membrane/envelope biogenesis,#c71585,
b0087,mraY,96002,-0.0023918871507788,Cell wall/membrane/envelope biogenesis,#c71585,
b0088,murD,97087,0.0005073685402683,Cell wall/membrane/envelope biogenesis,#c71585,
b0089,ftsW,98403,-0.002000560879535,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0090,murG,99644,-0.0071909248994767,Cell wall/membrane/envelope biogenesis,#c71585,
b0091,murC,100765,-0.004239018367252,Cell wall/membrane/envelope biogenesis,#c71585,
b0092,ddlB,102233,-0.0088524933501148,Nucleotide transport and metabolism,#00bfbf,
b0093,ftsQ,103155,-0.003107221915184,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0094,ftsA,103982,-0.0124686480716091,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0095,ftsZ,105305,-0.0011779937372909,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0096,lpxC,106557,0.0003920832366703,Cell wall/membrane/envelope biogenesis,#c71585,
b0097,secM,107705,0.0120530878906726,Function unknown,#708090,
b0098,secA,108279,0.0060989339297452,"Intracellular trafficking, secretion, and vesicular transport",#8b4513,
b0099,mutT,111044,-0.0115786138199164,"Replication, recombination and repair",#ff00ff,
b0101,yacG,111649,0.0119901257592283,Function unknown,#708090,
