,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,7.4692064352,0.033983273162332184,2.0,0.0,7.4451766323,5.0,7.4932362381
1,U01-Set001__USA300 LAC CA-MHB Control,8.152332482199999,0.04239097177048872,2.0,1.0,8.1223575386,6.0,8.1823074258
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,7.9749539031,0.011897261239502273,2.0,2.0,7.9833665372,7.0,7.966541269
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,8.02603195825,0.014909439890125142,2.0,3.0,8.0365745243,8.0,8.0154893922
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,8.2670886098,0.0053995656689822275,2.0,4.0,8.2709066793,9.0,8.2632705403
5,U01-Set000__USA300 TCH1516 CA-MHB Control,8.441127834700001,0.031612276242762305,2.0,10.0,8.4634810896,29.0,8.4187745798
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,8.3828167761,0.03562638072531006,2.0,11.0,8.4080084315,30.0,8.3576251207
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,8.3025874561,0.009052378750008751,2.0,12.0,8.3089884545,31.0,8.2961864577
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,8.200568729450001,0.09403124481203187,2.0,13.0,8.2670588603,14.0,8.1340785986
9,U01-Set001__USA300 LAC RPMI+10%LB Control,8.60702345935,0.009701621356945266,2.0,15.0,8.6001633771,18.0,8.6138835416
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,8.5878038341,0.010386741713431484,2.0,16.0,8.5951483696,19.0,8.5804592986
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,8.665257942050001,0.01497007472087489,2.0,17.0,8.6546725007,20.0,8.6758433834
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,8.4147915518,0.022792960736361268,2.0,21.0,8.4309086089,24.0,8.3986744947
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,8.60351362795,0.007210767009536169,2.0,22.0,8.5984148457,25.0,8.6086124102
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,8.5501344522,0.052173511811178255,2.0,23.0,8.5132422082,26.0,8.5870266962
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,7.78033163695,0.00405908630261429,2.0,27.0,7.7832018444,28.0,7.7774614295
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,8.48249698255,0.027929184778656573,2.0,32.0,8.5022458985,33.0,8.4627480666
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,7.91567137555,0.014554185342036554,2.0,34.0,7.9259627387,38.0,7.9053800124
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,7.998656339,0.08823559151179959,2.0,35.0,8.0610483241,39.0,7.9362643539
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,7.99428001555,0.051120776397226585,2.0,36.0,7.9581321679,40.0,8.0304278632
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,8.49151780835,0.06767697895598944,2.0,37.0,8.5393726591,41.0,8.4436629576
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,8.221632960200001,0.030400645379088105,2.0,42.0,8.2431294627,45.0,8.2001364577
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,8.3652860771,0.004131537665495603,2.0,43.0,8.3682075154,46.0,8.3623646388
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,8.37291270075,0.04465764689317726,2.0,44.0,8.3413349758,47.0,8.4044904257
24,U01-Set003__USA300 TCH1516 CA-MHB Control,7.41387904795,0.5833641098135294,2.0,48.0,7.00137833,52.0,7.8263797659000005
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,7.69989697125,0.04536258087664665,2.0,49.0,7.6678207827,53.0,7.7319731598
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,7.7163676017,0.11742044922928732,2.0,50.0,7.7993963976,54.0,7.6333388058
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,7.957705516,0.052872505814841986,2.0,51.0,7.9950920234,55.0,7.9203190086
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,8.58687553285,0.04708424404321592,2.0,56.0,8.5535819446,57.0,8.6201691211
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,8.662343664449999,0.01652266017078105,2.0,58.0,8.6506603794,59.0,8.6740269495
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,8.72287438085,0.07189248512748836,2.0,60.0,8.7737100446,61.0,8.6720387171
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,8.6466652493,0.2223139648529668,2.0,62.0,8.8038649614,63.0,8.4894655372
