,A,PmrA
R2,,0.35583228227217456
xmin,,-2.60336168
xmid,,-1.6242529814662712
xmax,,3.620235329
ystart,,-5.347945302472805
yend,,12.914449956952375
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.5954988130000001,-0.25915636400000003
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.5954988130000001,0.259156365
AB569_EDTA_NaNO2:NaNO2:1,-2.174151224,-0.05593339
AB569_EDTA_NaNO2:NaNO2:2,-7.632535897,-1.185489968
AB569_EDTA_NaNO2:EDTA:1,10.79038386,2.582815455
AB569_EDTA_NaNO2:EDTA:2,9.715708031,2.519436815
AB569_EDTA_NaNO2:EDTA:3,10.471576,2.574292845
AB569_EDTA_NaNO2:NaNO2_EDTA:1,11.71376113,1.258674229
AB569_EDTA_NaNO2:NaNO2_EDTA:2,10.74584528,1.312423799
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.040762393,0.001845934
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.040762393,-0.0018459350000000002
Anthranilate_metabolism_GntR_AntP:antP:1,-1.7111459070000001,-0.24407019500000002
Anthranilate_metabolism_GntR_AntP:antP:2,-1.019963002,0.140703204
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.351305511,-0.11328777300000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.351305511,0.11328777200000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,0.561958515,0.28130467400000003
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.9946749370000001,0.43497070600000004
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.12164173900000001,-0.44062262100000005
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,0.44130183500000003,-0.13691187800000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,4.286411779,-2.520824267
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,3.194361498,-2.425073736
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,4.162060836,-2.490216373
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,3.277012525,-2.60336168
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.553174625,-0.084171325
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.526260001,0.60812455
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,1.810059205,0.62901553
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,0.11132571100000001,0.024467419
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,-0.11132571100000001,-0.024467419
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,0.778930604,-0.392272763
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,0.9820350910000001,-0.23417302
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,4.96954511,0.9509756410000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,5.477773359,1.077164971
Catabolite_repression:del_hfq_crc_wt:1,0.47750908000000003,0.23068980800000002
Catabolite_repression:del_hfq_crc_wt:2,-0.47750908000000003,-0.23068980800000002
Catabolite_repression:delHfq:1,-13.73326032,-2.093474137
Catabolite_repression:delHfq:2,-13.01253422,-2.073033054
Catabolite_repression:deldcrc:1,-15.36967133,-1.777373167
Catabolite_repression:deldcrc:2,-16.112294,-1.8838960020000002
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.201705499,-0.161743234
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.030299984000000002,-0.016497675
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,0.171405515,0.17824091
Diallyl_disulphide_treatment:PAO1_DDS:1,5.452501229,-0.5263356370000001
Diallyl_disulphide_treatment:PAO1_DDS:2,7.563029366,-0.424513637
Diallyl_disulphide_treatment:PAO1_DDS:3,8.347604602,-0.648408022
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,0.10263381,-0.023387009
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,-0.10263381,0.023387009
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,0.486643323,-0.08027621900000001
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,-1.279739754,-0.21072315200000002
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,0.416545653,-0.177266857
HapZ_SagS_mutant:delHapZp:1,-0.030169829000000002,-0.303305933
HapZ_SagS_mutant:delHapZp:2,-0.017955879,-0.4278478
HapZ_SagS_mutants:PA_HapZ_SagS_wt:1,-0.5938704140000001,0.00835975
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,0.177324761,0.168907107
HapZ_SagS_mutants:delHApZ:1,1.745422462,-0.01958478
HapZ_SagS_mutants:delHApZ:2,2.534791868,0.148373593
HapZ_SagS_mutants:delHApZ:3,2.042039464,-0.052962397
HapZ_SagS_mutants:delSagS:1,0.442974409,0.047489997000000006
HapZ_SagS_mutants:delSagS:2,0.621848221,-0.39799233700000003
HapZ_SagS_mutants:delSagS:3,0.561258965,-0.10004488
HapZ_SagS_mutants:delHapZp:1,0.19552423600000002,0.07968934400000001
yhjH_knockout:PA_delyhjH_wt:1,0.239526231,0.172444751
yhjH_knockout:PA_delyhjH_wt:2,-0.239526231,-0.172444751
yhjH_knockout:PA_delyhjH:1,0.77199516,-0.228587051
yhjH_knockout:PA_delyhjH:2,1.421008605,-0.083541485
yhjH_knockout:PA_delwspF:1,5.202936466,0.50744992
yhjH_knockout:PA_delwspF:2,-1.699747977,-0.369885919
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,0.45925476,-0.5353555790000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,0.8944326300000001,-0.45149505900000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,0.565510978,-0.41166295700000005
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,0.620334683,-0.523531952
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-0.962411691,-0.081207053
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,0.338026152,0.023670411000000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,1.577913208,0.192278684
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,-0.9535276680000001,-0.134742042
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,-3.005550146,0.082978309
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,-3.257007912,-0.07807088100000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-1.273826053,-0.126121524
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,0.014570444,-0.021238496000000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,1.259255609,0.147360019
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,0.463098255,0.375042343
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,7.841589765,-0.6648386510000001
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,7.92390009,-0.5168409460000001
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,-0.463098255,-0.375042343
Lung_infection_transcriptome:PA01_LS1:1,-2.917855609,-1.255402077
Lung_infection_transcriptome:PA01_LS1:2,-3.210063105,-1.358762864
Lung_infection_transcriptome:PA01_CS1:1,-0.306114006,0.252285514
Lung_infection_transcriptome:PA01_CS1:2,0.306114006,-0.252285514
Testosterone_treatment:Testosterone_Control:1,0.649339592,0.10726716200000001
Testosterone_treatment:Testosterone_Control:2,-0.649339592,-0.10726716200000001
Testosterone_treatment:Testosterone_2.5:1,2.042764204,0.35418518
Testosterone_treatment:Testosterone_2.5:2,0.7907411350000001,0.423032821
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,-6.910595892,-0.784750805
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,-6.231488628,-0.639144602
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,-5.085717532,-0.209241228
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-1.19520472,-1.967265961
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,0.07807183,-1.265667304
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,0.498429133,-1.452964251
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,-1.985240385,0.506234418
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,-2.675779479,-0.23724778100000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,-2.223685411,0.31145382
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,2.243444594,-0.48522912700000004
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,3.987074298,0.304939407
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,0.6541863830000001,-0.40015073900000003
Dispersed_cells:PAO1_dispersed_wt:1,0.125351231,0.13725757200000002
Dispersed_cells:PAO1_dispersed_wt:2,-0.125351231,-0.13725757300000002
Dispersed_cells:PyhjH_dispersed:1,-6.760845892,-1.1940934570000001
Dispersed_cells:PyhjH_dispersed:2,-8.626665076,-1.451955842
Dispersed_cells:PA01_Planktonic:1,2.542225249,0.5180365490000001
Dispersed_cells:PA01_Planktonic:2,3.203159688,0.530978633
Dispersed_cells:PAO1_Biofilm:1,-4.35129735,-1.9589503320000001
Dispersed_cells:PAO1_Biofilm:2,-7.17295819,-1.686399948
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,-0.040261553000000005,-0.68218663
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,-0.47342358100000004,-0.33136524100000003
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,-0.7230991520000001,-0.972222906
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,0.613493324,-0.10184671000000001
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,0.184917603,0.063367703
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,-0.798410927,0.038479006
gcsR_mutant:PAO1_rep_wt:1,-0.134025172,-0.211865923
gcsR_mutant:PAO1_rep_wt:2,0.134025172,0.211865923
gcsR_mutant:GcsR_rep:1,-1.274109302,0.449378441
gcsR_mutant:GcsR_rep:2,-0.074023349,0.31399850500000004
ampC_mutation:PA_Cef_taz_wt:1,-0.497679517,-0.19184122
ampC_mutation:PA_mutS_Cef_taz:1,-0.33601968200000004,-0.18612683400000002
ampC_mutation:PA_mutS:1,-3.268443686,-0.796323289
ampC_mutation:PA_mutS:2,-1.820990341,-1.519176788
ampC_mutation:PA_mutS:3,-2.414520999,-0.7336984910000001
ampC_mutation:PA_Cef_taz_wt:2,0.497679517,0.19184122
ampC_mutation:PA_mutS_Cef_taz:2,-2.684279111,-0.247261889
ampC_mutation:PA_mutS:4,-4.294296904,-0.804701791
ampC_mutation:PA_mutS:5,-0.832566007,-1.373499811
ampC_mutation:PA_mutS:6,0.5786319280000001,-0.007120864
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,0.26965342600000003,-0.16682585800000002
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,1.3930648429999999,0.151783678
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,0.37404178400000004,-0.06727174200000001
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,-0.20035834,-1.009576992
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,-1.165810955,-0.07114110800000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,-0.275618179,0.07949117400000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,-0.22128913500000003,0.006692115
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,-3.154153889,-0.9212971780000001
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,-2.551984265,-0.48101711500000005
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,-1.906247958,-0.392031632
n-alkanes_treatment:PA_alkane:1,20.37553299,3.620235329
n-alkanes_treatment:PA_alkane:2,20.72293986,3.539601541
n-alkanes_treatment:PA_Glycerol:1,-0.197369593,0.113470122
n-alkanes_treatment:PA_Glycerol:2,0.431874921,-0.027616649
n-alkanes_treatment:PA_Glycerol:3,-0.234505329,-0.085853473
Catabolise_Nucleic_Acids:L_asp:1,-4.190252756,0.013376856000000001
Catabolise_Nucleic_Acids:L_asp:2,3.488747214,-0.012411855000000001
Catabolise_Nucleic_Acids:DNA_1:1,-0.33314398700000003,0.08328991200000001
Catabolise_Nucleic_Acids:DNA_1:2,0.45474726600000004,0.21755668700000003
Catabolise_Nucleic_Acids:DNA_1:3,-0.12160327900000001,-0.300846598
cysB_mutant:PAO1HH_wt:1,0.57037257,-0.070330971
cysB_mutant:PAO1HH_wt:2,-0.57037257,0.07033097
cysB_mutant:cysBHH:1,1.6935025430000001,0.828067949
cysB_mutant:cysBHH:2,1.202997543,0.35888514800000004
cysB_mutant:cysBHH:3,2.135461526,0.656187949
ersA_knockout:delersA:1,-1.118430198,0.25936835
ersA_knockout:delersA:2,-1.877416605,-0.5053140150000001
ersA_knockout:wt_BHI:1,-0.501538463,0.292218237
ersA_knockout:wt_BHI:2,0.501538463,-0.292218237
Farnesol_treatment:RNA of 0-1F_L:1,0.264247043,0.142181414
Farnesol_treatment:RNA of 0-1F_L:2,-0.24926440800000002,0.297557715
Farnesol_treatment:RNA of 0-1F_L:3,-0.014982635000000001,-0.439739129
Farnesol_treatment:RNA of 6-F_L1:1,-2.330044956,-0.32825869900000004
Farnesol_treatment:RNA of 6-F_L1:2,-0.563780179,-0.441119466
Farnesol_treatment:RNA of 6-F_L1:3,-0.7807413120000001,-0.199480349
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,-1.509174059,-0.126127861
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,-0.027732028000000002,0.09918338800000001
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,-3.201476965,0.17759433900000002
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,0.9249177180000001,0.053801893
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,0.6119883690000001,-0.02685742
