,name,x,y,cog,color,link
meta,start,0.053659190434642415,,,,
STM0002,thrA,337,-0.0068182959,Amino acid transport and metabolism,#ff0000,
STM0003,thrB,2801,-0.0080116439,Nucleotide transport and metabolism,#00bfbf,
STM0004,thrC,3734,-0.0166987102,Amino acid transport and metabolism,#ff0000,
STM0005,yaaA,5114,-0.0033370137,Function unknown,#708090,
STM0006,yaaJ,5966,-0.0033177561000000003,"Intracellular trafficking, secretion, and vesicular transport",#8b4513,
STM0007,talB,7665,0.0042097959,Nucleotide transport and metabolism,#00bfbf,
STM0008,mog,8729,-0.0040244368,Coenzyme transport and metabolism,#008000,
STM0009,yaaH,9376,0.0256966702,Function unknown,#708090,
STM0010,htgA,10092,0.0100152795,Function unknown,#708090,
STM0011,yaaI,10841,0.014585791800000001,Function unknown,#708090,
STM0012,dnaK,11593,0.2616338791,"Post-translational modification, protein turnover,and chaperones",#87ceeb,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0012
STM0013,dnaJ,13595,0.2048810778,"Post-translational modification, protein turnover,and chaperones",#87ceeb,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0013
STM0014,STM0014,15014,0.0776095296,Transcription,#f4a460,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0014
STM0015,STM0015,16088,0.031035949000000004,Function unknown,#708090,
STM0016,STM0016,16493,0.0023432428,Function unknown,#708090,
STM0017,STM0017,17043,0.0048250102,Transcription,#f4a460,
STM0018,STM0018,17867,0.0048487973,Carbohydrate transport and metabolism,#ffc0cb,
STM0019,STM0019,20058,-0.0032811383,Function unknown,#708090,
STM0020,STM0020,23335,0.0047373487,Signal transduction mechanisms,#00ff00,
STM0021,bcfA,24469,0.0044996921,Cell motility,#da70d6,
STM0022,bcfB,25112,0.0171624979,Cell wall/membrane/envelope biogenesis,#c71585,
STM0023,bcfC,25803,0.0035764729,Cell motility,#da70d6,
STM0024,bcfD,28425,0.0027774479,Cell motility,#da70d6,
STM0025,bcfE,29433,0.007102602600000001,Cell motility,#da70d6,
STM0026,bcfF,29994,-0.0216187246,Cell motility,#da70d6,
STM0027,bcfG,30478,-0.018199604,Cell motility,#da70d6,
STM0028,bcfH,31274,-0.006541835100000001,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
STM0029,STM0029,32545,-0.012527892700000001,Transcription,#f4a460,
STM0030,STM0030,33364,-0.0140411344,Transcription,#f4a460,
STM0031,STM0031,34376,-0.0012723974000000001,Transcription,#f4a460,
STM0032,STM0032,35339,-0.008830784500000001,Cell wall/membrane/envelope biogenesis,#c71585,
STM0033,STM0033,37103,-0.009363604400000001,Nucleotide transport and metabolism,#00bfbf,
STM0034,STM0034,38773,-0.0228745116,Function unknown,#708090,
STM0035,STM0035,40131,0.0037150904,Inorganic ion transport and metabolism,#0000ff,
STM0036,STM0036,41723,-0.0047918108,Energy production and conversion,#90ee90,
STM0037,STM0037,42932,0.0056218291000000005,"Replication, recombination and repair",#ff00ff,
STM0038,STM0038,44312,0.0013022301,Cell wall/membrane/envelope biogenesis,#c71585,
STM0039,nhaA,46190,0.0077023732,Inorganic ion transport and metabolism,#0000ff,
STM0040,nhaR,47418,0.0102553777,Transcription,#f4a460,
STM0041,STM0041,48372,-0.0096534625,Carbohydrate transport and metabolism,#ffc0cb,
STM0042,STM0042,50451,0.0022147152,Inorganic ion transport and metabolism,#0000ff,
STM0043,rpsT,52280,-0.0044944965,"Translation, ribosomal structure and biogenesis",#000000,
STM0044,yaaY,52649,-0.0275047024,Function unknown,#708090,
STM0045,ribF,52872,0.0022016908,Coenzyme transport and metabolism,#008000,
STM0046,ileS,53855,0.012498897200000001,"Translation, ribosomal structure and biogenesis",#000000,
STM0047,lspA,56689,0.0015027296000000002,Cell wall/membrane/envelope biogenesis,#c71585,
STM0048,slpA,57344,0.0017766898,Carbohydrate transport and metabolism,#ffc0cb,
STM0049,lytB,57796,0.0022970539,Lipid transport and metabolism,#40e0d0,
STM0050,STM0050,58946,-0.0117052987,No COG annotation,#87cefa,
STM0051,rihC,60164,-0.012121751,Carbohydrate transport and metabolism,#ffc0cb,
STM0052,STM0052,61106,-0.0064148915,Transcription,#f4a460,
STM0053,STM0053,61794,-0.007953754300000001,Signal transduction mechanisms,#00ff00,
STM0056,STM0056,66654,-0.008786491700000001,Energy production and conversion,#90ee90,
STM0057,STM0057,67052,0.0103059986,"Intracellular trafficking, secretion, and vesicular transport",#8b4513,
STM0058,citC2,68637,0.0094548146,Coenzyme transport and metabolism,#008000,
STM0059,citD2,69710,-0.0143232001,Energy production and conversion,#90ee90,
STM0060,citE2,70000,0.0038894813000000003,Carbohydrate transport and metabolism,#ffc0cb,
STM0061,citF2,70880,-0.0007146928,Energy production and conversion,#90ee90,
STM0062,citX2,72400,0.00320171,Coenzyme transport and metabolism,#008000,
STM0063,citG2,72929,-0.0053670198,Nucleotide transport and metabolism,#00bfbf,
STM0064,dapB,74017,0.009286826100000001,Amino acid transport and metabolism,#ff0000,
STM0066,carA,75880,-0.0054068236,Nucleotide transport and metabolism,#00bfbf,
STM0067,carB,77047,-0.007109892400000001,Nucleotide transport and metabolism,#00bfbf,
STM0068,caiF,80548,0.0026325063000000003,Transcription,#f4a460,
STM0069,caiE,81020,-0.001938831,Function unknown,#708090,
STM0070,caiD,81725,0.0011405907,Coenzyme transport and metabolism,#008000,
STM0071,caiC,82564,-0.0083639614,Lipid transport and metabolism,#40e0d0,
STM0073,caiA,85509,-0.0086158546,Lipid transport and metabolism,#40e0d0,
STM0074,caiT,86686,0.0006880639,Cell wall/membrane/envelope biogenesis,#c71585,
STM0075,fixA,88684,-0.0052545223,Energy production and conversion,#90ee90,
STM0076,fixB,89470,0.0007029893,Energy production and conversion,#90ee90,
STM0077,fixC,90461,-0.0139380857,Energy production and conversion,#90ee90,
STM0078,fixX,91744,0.0031971747,Energy production and conversion,#90ee90,
STM0079,yaaU,92178,0.0030725128,Carbohydrate transport and metabolism,#ffc0cb,
STM0080,STM0080,93607,0.0099852136,Cell wall/membrane/envelope biogenesis,#c71585,
STM0081,STM0081,94131,-0.0016935632,No COG annotation,#87cefa,
STM0082,STM0082,94771,-0.0133708019,Function unknown,#708090,
STM0084,STM0084,95959,0.0005023498,Inorganic ion transport and metabolism,#0000ff,
STM0085,yabF,98255,-0.0067176335,Energy production and conversion,#90ee90,
STM0086,kefC,98778,-0.0044692265,Inorganic ion transport and metabolism,#0000ff,
STM0087,folA,100839,-0.0114448406,Coenzyme transport and metabolism,#008000,
STM0088,apaH,101424,0.0018896699000000002,Signal transduction mechanisms,#00ff00,
STM0089,apaG,102283,0.0037783336000000002,Inorganic ion transport and metabolism,#0000ff,
STM0090,ksgA,102663,0.0006919732,"Translation, ribosomal structure and biogenesis",#000000,
STM0091,pdxA,103481,0.0018575027,Coenzyme transport and metabolism,#008000,
STM0092,surA,104470,0.00038698840000000003,Cell wall/membrane/envelope biogenesis,#c71585,
STM0093,imp,105810,0.0028699212,Cell wall/membrane/envelope biogenesis,#c71585,
STM0094,djlA,108424,-0.006605614100000001,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
STM0095,rluA,109331,-0.0017154288,"Translation, ribosomal structure and biogenesis",#000000,
STM0096,hepA,110002,-0.0083014273,Transcription,#f4a460,
STM0097,polB,113082,-0.0022259366,"Replication, recombination and repair",#ff00ff,
STM0098,STM0098,115477,-0.0159128192,Function unknown,#708090,
STM0100,STM0100,116816,0.001812074,Function unknown,#708090,
STM0101,araD,117241,0.0070475075,Carbohydrate transport and metabolism,#ffc0cb,
STM0102,araA,118077,-0.0059872915,Carbohydrate transport and metabolism,#ffc0cb,
STM0103,araB,119590,0.0054332502,Nucleotide transport and metabolism,#00bfbf,
STM0104,araC,121640,0.0086844579,Transcription,#f4a460,
STM0105,yabI,122604,0.0055078055,Function unknown,#708090,
STM0106,yabJ,123410,-0.0022581846,Coenzyme transport and metabolism,#008000,
STM0107,yabK,124101,0.0034055574,Inorganic ion transport and metabolism,#0000ff,
STM0108,tbpA,125687,-0.00021697950000000002,Coenzyme transport and metabolism,#008000,
STM0109,yabN,126848,0.0108219228,Transcription,#f4a460,
STM0110,leuD,129057,0.00091786,Amino acid transport and metabolism,#ff0000,
STM0111,leuC,129673,0.0021533838,Amino acid transport and metabolism,#ff0000,
STM0112,leuB,131076,0.0044448919,Energy production and conversion,#90ee90,
STM0113,leuA,132167,0.0008152366,Amino acid transport and metabolism,#ff0000,
STM0115,leuO,134569,-0.0183104397,Transcription,#f4a460,
