,A,rpoH
R2,,0.0011104774079888635
xmin,,-3.0919909477
xmid,,
xmax,,3.512935579
ystart,,0.2714518107115972
yend,,-1.836806877650578
2AA:WT:1.0,0.0316240119,0.0642906457
2AA:WT:2.0,-0.1217247273,-0.10563065810000001
2AA:WT:3.0,1.681033132,-0.1827536998
2AA:WT:4.0,-1.5909324166,0.22409371220000002
2AA:del_ridA:1.0,0.3794766654,-0.2680786763
2AA:del_ridA:2.0,-2.1180128245,-0.21037319640000002
2AA:del_ridA:3.0,-0.1913977261,-0.21082043120000002
2AA:del_ridA:4.0,-1.419932973,0.042538246700000004
GC_MS:WT:1.0,-0.2896176368,0.11079820650000001
GC_MS:WT:2.0,0.1672158407,0.0329252294
GC_MS:WT:3.0,0.1224017961,-0.143723436
GC_MS:del_slyA:1.0,-0.35157524290000003,1.0926317094
GC_MS:del_slyA:2.0,2.5899095344000003,1.2297288124
Rho:WT:1.0,0.45107743840000003,0.0389929823
Rho:WT:2.0,-0.0292047361,-0.169325938
Rho:WT:3.0,-0.4218727023,0.1303329557
Rho:rho_Y80C:1.0,2.5162027803,0.3156146715
Rho:rho_Y80C:2.0,0.0527076053,-0.040392080600000005
Rho:rho_Y80C:3.0,0.7181447430000001,0.0681832695
Rho:rho_K130Q:1.0,1.4377367914999999,-0.0106900975
Rho:rho_K130Q:2.0,0.22879762750000002,0.2079763962
Rho:rho_K130Q:3.0,0.6646792593,-0.0119004223
flagella:WT:1.0,0.040986198700000004,0.0395936552
flagella:WT:2.0,-0.040986198700000004,-0.0395936552
flagella:del_rfaL:1.0,-2.7496385182000003,0.027180711200000002
flagella:del_rfaL:2.0,-3.0250506028,-0.1149573006
flagella:del_rfaG:1.0,-1.3859840018,1.0177829875
flagella:del_rfaG:2.0,-1.4160112616,0.7717354885000001
flagella:del_rfaD:1.0,1.6475574805000002,1.6917233689
flagella:del_rfaD:2.0,1.0971960556,1.3277327411
nusG:WT_OD08:1.0,0.6188810777,0.1028644376
nusG:WT_OD08:2.0,-0.6188810777,-0.1028644376
omv:spi2_ind_lowOD_intracellularRNAs:1.0,1.7859746098,1.3112164694000001
omv:spi2_ind_lowOD_intracellularRNAs:2.0,0.0126435065,0.1815014553
omv:spi2_ind_highOD_intracellularRNAs:1.0,10.6341891439,1.5852036995
omv:spi1_ind_highOD_intracellularRNAs:1.0,1.291139549,0.9464183726000001
omv:spi2_ind_highOD_intracellularRNAs:2.0,5.116696123,1.6807526355
omv:spi2_ind_highOD_intracellularRNAs:3.0,2.5950958035,0.9782919860000001
omv:controlPCN_highOD_intracellularRNAs:1.0,16.9784899093,1.2231674117
omv:controlPCN_highOD_intracellularRNAs:2.0,17.7092407131,1.8893760690999999
omv:controlPCN_highOD_intracellularRNAs:3.0,18.5812328081,1.4577077961
omv:spi1_ind_highOD_intracellularRNAs:2.0,1.3662981921,0.8614410736
omv:spi1_ind_highOD_intracellularRNAs:3.0,1.7262952537,0.9182186317000001
omv:controlPCN_lowOD_intracellularRNAs:1.0,-0.6730661981,-0.07819428070000001
omv:controlPCN_lowOD_intracellularRNAs:2.0,0.5838177634,0.2405559992
omv:spi2_ind_lowOD_intracellularRNAs:3.0,0.5361900728,0.34475924350000003
omv:controlPCN_lowOD_intracellularRNAs:3.0,0.0892484347,-0.1623617185
sv5015:STM1625:1.0,2.1405228664,-0.1071155263
sv5015:STM1625:2.0,1.724921465,-0.1421587107
sv5015:STM1625:3.0,2.4686752713,-0.1884625522
sv5015:STM0581:1.0,3.6802469523,-1.0716525546
sv5015:STM0581:2.0,3.4285163421,-1.1137484119
sv5015:STM0581:3.0,3.0906768213,-1.039046645
sv5015:WT:1.0,0.2066979118,-0.0804197194
sv5015:WT:2.0,-0.1257686415,0.0267932535
sv5015:WT:3.0,-0.08092927030000001,0.0536264659
tomato:tomato_root:1.0,-0.7213419954,1.6878019809
tomato:tomato_root:2.0,2.3065037993,2.0892099711
tomato:tomato_root:3.0,1.9681282616,2.1153422302
tomato:LB:1.0,1.082499856,-0.0096870285
tomato:LB:2.0,-1.082499856,0.0096870285
AcrB_efflux_virulence:AcrB_D408A:1.0,2.5656327914,-0.0312307403
AcrB_efflux_virulence:AcrB_D408A:2.0,1.7409113736,-0.0190822498
AcrB_efflux_virulence:AcrB_D408A:3.0,2.2799027997,0.016353969700000002
AcrB_efflux_virulence:WT:1.0,0.7013246012000001,0.017199140800000002
AcrB_efflux_virulence:WT:2.0,-0.3104226648,-0.0465449124
AcrB_efflux_virulence:WT:3.0,-0.39090193630000003,0.029345771700000002
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,2.0724408712,-0.0108627357
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,-13.3354479342,0.8415412452000001
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,-13.0203080445,0.9381243605
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,5.3549078922,0.6300207827000001
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,-12.7974263554,1.0737163796
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,-11.8966658477,1.2636663051
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,-2.706075818,-0.009302987700000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,2.2698215516999998,0.3212402728
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,4.4471865945,0.1158676476
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,-1.9347620111000001,-0.0388186099
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,-13.1170978733,1.1201350515
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,-13.6654073316,1.2403354317
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,-11.9647676643,1.4792168161
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,-13.0585363771,1.446173826
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,-15.7164005446,0.3697462368
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,-15.0826128596,1.0025617251
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,2.6937469696000003,0.16636413860000002
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,0.5222083852,-0.2781011645
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,-0.0149664045,0.11418696930000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,-12.0350615685,1.9743699672
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,2.276027199,0.021593609
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,2.9761702147999998,-0.045047561300000004
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,-2.3335849381,0.1391336201
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,-0.6425852766,-0.0940860588
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:1.0,-13.360720411,0.5068877844
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:2.0,-12.4789687307,0.73479955
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:3.0,-11.5001239153,0.4952007653
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:1.0,6.0076641025,0.17402834420000002
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:2.0,-11.4279099228,1.4341946147
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:1.0,-13.5504774374,0.380248849
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:2.0,-8.5243321706,0.5755970846
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:1.0,-4.6573347392,0.2821752567
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,-10.4592856494,0.9523629831
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,3.8311255194,0.14823385220000002
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,8.2236508496,0.21890963900000002
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,-10.2878740255,0.9515742155
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,-11.7708888041,1.0395196617
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,-10.1463373931,1.5791024155
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,-2.9227892191000002,0.2273522573
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,4.0472125063,0.022823873
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,5.2099951533,0.3537919547
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,-15.613446581,0.3129989298
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,3.5636976694999998,0.3594835158
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,-10.3432591649,2.1679673814
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,-14.6871876862,0.3493876145
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,-14.4885770236,0.1544334619
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:1.0,-0.5542344684,0.1077805376
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:2.0,-1.0126608226,0.147681804
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:3.0,4.216012237,0.2321161202
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:1.0,-13.2277104291,0.8112326892
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:2.0,-10.5145582723,0.3692652665
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:3.0,-13.2335945253,0.5934889064000001
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:2.0,1.0034198636,0.0417830576
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:3.0,-2.1390207445,0.1164496683
OPG:del_opgGH:1.0,1.6216708145,0.8318493726
OPG:del_opgGH:2.0,-0.0366367003,0.9641250012
OPG:del_opgGH:3.0,0.4795596687,1.0994355564
