,BSU__misc_RNA_50
LBexp_1,15.5802
LBexp_2,14.9928
LBexp_3,14.7538
LBtran_1,13.1002
LBtran_2,12.7232
LBtran_3,12.4368
LBstat_1,13.3249
LBstat_2,12.5779
LBstat_3,12.023
LBGexp_1,15.7224
LBGexp_2,15.4172
LBGexp_3,15.5861
LBGtran_2,13.1714
LBGtran_3,14.4483
LBGstat_1,15.3208
LBGstat_2,13.7536
LBGstat_3,13.3694
S0_1,13.644
S0_2,13.7515
S0_3,13.8653
S1_1,14.1833
S1_2,14.0778
S1_3,14.1737
S2_1,13.4853
S2_2,13.0137
S2_3,12.7025
S3_1,13.6662
S3_2,14.0499
S4_1,14.0721
S4_2,13.4819
S4_3,13.2384
S5_1,13.1144
S5_2,13.2781
S5_3,13.5832
S6_1,12.7925
S6_2,9.3486
S6_3,13.0644
S6/t_1,12.7433
S6/t_2,8.946
S6_4,12.7836
S6_5,13.1256
S6_6,13.2587
S7_4,13.4646
S7_5,13.1149
S7_6,13.2918
S8_4,12.7325
S8_5,11.1484
G135_1,15.7909
G135_3,13.7803
G150_1,15.7201
G150_2,15.9408
G150_3,15.749600000000001
G180_1,15.8755
G180_2,16.1448
G180_3,15.2775
C30_1,14.6606
C30_2,14.8842
C90_1,12.8587
C90_2,12.8734
BI_1,13.7429
BI_2,13.7912
BC_2,13.6278
BC/t_1,13.2184
BC/t_2,13.7299
BC_1,13.3128
Sw_1,12.8492
Sw_2,13.2708
BT_1,12.8991
BT_2,12.2005
B36_1,13.873
B36_2,13.4886
B60_1,14.3594
B60_2,14.4838
M9exp_1,15.4824
M9exp_2,15.1849
M9exp_3,14.8959
M9tran_1,14.4706
M9tran_2,14.3014
M9tran_3,14.6774
M9stat_1,13.0901
M9stat_2,12.7071
M9stat_3,12.5756
M+G_1,14.4622
M+G_2,14.7282
M+G_3,14.69
Glu_1,15.229
Glu_2,14.9822
Glu_3,15.2186
Fru_1,15.0389
Fru_2,14.9567
Fru_3,14.6659
Mal_1,13.5002
Mal_2,14.2584
Mal_3,14.5549
G+S_2,14.3301
G+S_3,14.6943
Pyr_1,13.7867
Pyr_2,14.2383
Pyr_3,13.9875
Gly_1,12.9381
Gly_2,13.6791
Gly_3,11.9646
Glucon_1,13.9373
Glucon_2,14.3129
Glucon_3,12.6765
aero_1,15.4819
aero_2,13.7021
aero_3,14.6487
nit_1,13.9873
nit_2,14.187
nit_3,13.6122
ferm_1,13.9766
ferm_2,13.7139
ferm_3,14.0328
T-5.40H_1,15.0389
T-4.40H_1,14.9571
T-3.40H_1,14.8492
T-2.40H_1,14.4164
T-1.40H_1,14.3392
T-1.10H_1,14.2247
T-0.40H_1,14.0403
T0.0H_1,13.7756
T0.30H_1,13.4933
T1.0H_1,13.6901
T1.30H_1,13.6997
T2.0H_1,13.6942
T2.30H_1,14.2812
T3.0H_1,13.9677
T3.30H_1,14.1485
T4.0H_1,14.0091
T5.0H_1,13.3289
HPh_1,15.9055
HPh_2,15.4925
HPh_3,15.67
LPh_1,15.619
LPh_2,15.7845
LPh_3,15.4341
LPhT_1,14.1669
LPhT_2,13.8846
LPhT_3,13.8938
SMMPr_1,14.3571
SMMPr_2,14.2982
SMMPr_3,14.5053
HiTm_1,11.5719
HiTm_2,14.3554
HiTm_3,14.4823
LoTm_1,14.573
LoTm_2,14.1238
LoTm_3,14.117
HiOs_1,14.3445
HiOs_2,14.0632
HiOs_3,14.1773
BMM_1,15.5872
BMM_2,15.4576
BMM_3,15.2293
Heat_1,15.5547
Heat_2,15.1313
Heat_3,14.8918
Cold_1,15.1721
Cold_2,14.7051
Cold_3,13.8184
Etha_1,11.1683
Etha_2,11.05
Etha_3,11.3234
SMM_1,15.0954
SMM_2,14.8079
SMM_3,14.7509
Salt_1,13.1438
Salt_2,13.085
Salt_3,13.2604
Mt0_1,15.2213
Mt0_3,15.4916
M0t45_1,13.4542
M0t45_2,14.5271
M0t45_3,14.1032
M0t90_1,12.5392
M0t90_2,14.0777
M0t90_3,12.8783
M40t45_1,12.9101
M40t45_2,13.039
M40t45_3,14.248
M40t90_1,12.4516
M40t90_2,13.6997
M40t90_3,13.2257
dia0_1,14.9694
dia0_2,15.0191
dia0_3,15.2067
dia5_1,13.3702
dia5_2,13.8597
dia5_3,14.138
dia15_1,14.8272
dia15_2,15.4596
dia15_3,14.5361
Diami_1,13.9806
Diami_2,14.6047
Diami_3,14.6928
Paraq_1,15.7232
Paraq_2,16.0286
Paraq_3,14.1815
H2O2_1,14.8385
H2O2_2,15.1787
H2O2_3,14.6434
Oxctl_1,15.031
Oxctl_2,15.3281
Oxctl_3,15.7263
GM-0.1_1,14.6355
GM-0.2_1,14.3971
GM+5_1,14.4309
GM+15_1,14.9004
GM+25_1,15.698
GM+45_1,15.2717
GM+60_1,15.1864
GM+90_1,14.9721
GM+120_1,14.2106
GM+150_1,14.8847
GM-0.1_2,14.9918
GM-0.2_2,15.246
GM+5_2,14.7831
GM+10_2,14.8475
GM+15_2,15.0437
GM+25_2,15.5786
GM+45_2,14.4113
GM+60_2,14.2644
GM+90_2,15.5133
GM+150_2,13.9324
GM-0.1_3,15.1856
GM-0.2_3,14.9693
GM+5_3,14.9027
GM+10_3,14.1478
GM+15_3,15.0854
GM+25_3,14.7132
GM+45_3,13.8095
GM+60_3,14.0252
GM+90_3,15.0044
GM+120_3,14.9456
GM+150_3,14.9122
MG-0.1_1,14.975
MG+5_1,14.8454
MG+10_1,15.499
MG+15_1,14.7004
MG+25_1,14.9243
MG+45_1,14.903
MG+120_1,13.5521
MG+150_1,14.7885
MG-0.1_2,14.1913
MG-0.2_2,14.902
MG+5_2,14.8381
MG+10_2,15.1929
MG+15_2,15.4823
MG+25_2,14.4303
MG+45_2,14.0998
MG+60_2,14.7551
MG+90_2,14.4286
MG+120_2,14.569
MG-0.1_3,15.7711
MG-0.2_3,15.366
MG+5_3,15.0607
MG+10_3,14.4132
MG+15_3,15.4078
MG+25_3,15.2164
MG+45_3,15.4311
MG+60_3,15.1086
MG+90_3,15.1548
MG+120_3,14.2857
MG+150_3,15.233
