,A,cpxR
R2,,0.1529766000835907
xmin,,-2.8793415854
xmid,,-0.3615670265287336
xmax,,1.7482976640999999
ystart,,-0.7682248025245351
yend,,6.261085930650929
2AA:WT:1.0,0.6424363453,-0.0261958174
2AA:WT:2.0,0.9879037118,0.12874687440000002
2AA:WT:3.0,-2.3236463224,-0.3924667242
2AA:WT:4.0,0.6933062654000001,0.2899156671
2AA:del_ridA:1.0,-1.4163910580999999,0.0710811095
2AA:del_ridA:2.0,-0.9242269728,0.1528286381
2AA:del_ridA:3.0,-0.9214139987000001,0.2266831584
2AA:del_ridA:4.0,-0.7618008595,0.1346059839
GC_MS:WT:1.0,0.0066326994,-0.0731305332
GC_MS:WT:2.0,0.2794154025,0.0382686078
GC_MS:WT:3.0,-0.2860481019,0.0348619254
GC_MS:del_slyA:1.0,2.8681617436,-0.4596929594
GC_MS:del_slyA:2.0,3.3755334492999998,-0.1068027156
Rho:WT:1.0,-0.2555552855,0.0320345125
Rho:WT:2.0,0.4207769269,-0.1418168722
Rho:WT:3.0,-0.1652216414,0.1097823598
Rho:rho_Y80C:1.0,3.5303212872,-0.23418735510000002
Rho:rho_Y80C:2.0,3.1110342544,-0.0335548174
Rho:rho_Y80C:3.0,3.5538034125999998,-0.0809371541
Rho:rho_K130Q:1.0,-0.0704642911,-0.11986149400000001
Rho:rho_K130Q:2.0,-0.45541718200000003,-0.2725178703
Rho:rho_K130Q:3.0,-0.0244549649,-0.3276164573
flagella:WT:1.0,-0.49009354400000005,-0.2229587939
flagella:WT:2.0,0.49009354400000005,0.2229587939
flagella:del_rfaL:1.0,-0.2015192583,-0.9966561926
flagella:del_rfaL:2.0,0.8326697182,-0.6610978308000001
flagella:del_rfaG:1.0,4.2401737268,0.0677875
flagella:del_rfaG:2.0,4.1337540624999995,0.22244695820000002
flagella:del_rfaD:1.0,6.4276161751,0.395930157
flagella:del_rfaD:2.0,6.3660514793,0.6753805806000001
nusG:WT_OD08:1.0,0.02242991,0.0495873594
nusG:WT_OD08:2.0,-0.02242991,-0.0495873594
omv:spi2_ind_lowOD_intracellularRNAs:1.0,-1.7804190377,-0.1855627192
omv:spi2_ind_lowOD_intracellularRNAs:2.0,-3.3276930587,-0.1909189355
omv:spi2_ind_highOD_intracellularRNAs:1.0,-4.013981786,-0.7421151912
omv:spi1_ind_highOD_intracellularRNAs:1.0,9.4072667439,0.5256904128000001
omv:spi2_ind_highOD_intracellularRNAs:2.0,-4.206964898,-0.06732489800000001
omv:spi2_ind_highOD_intracellularRNAs:3.0,-2.6766046636,-0.3285105559
omv:controlPCN_highOD_intracellularRNAs:1.0,-6.9327757740000004,-0.6632856187
omv:controlPCN_highOD_intracellularRNAs:2.0,-5.7766483875,-1.2542632919
omv:controlPCN_highOD_intracellularRNAs:3.0,-5.0022870362,-1.522620412
omv:spi1_ind_highOD_intracellularRNAs:2.0,8.3268973392,0.38553972480000004
omv:spi1_ind_highOD_intracellularRNAs:3.0,8.7389765982,0.4054460345
omv:controlPCN_lowOD_intracellularRNAs:1.0,1.0510579517,0.2630388844
omv:controlPCN_lowOD_intracellularRNAs:2.0,-2.0103668506,-0.5879034523000001
omv:spi2_ind_lowOD_intracellularRNAs:3.0,-3.0887530287,-0.1611059517
omv:controlPCN_lowOD_intracellularRNAs:3.0,0.9593088989,0.3248645678
sv5015:STM1625:1.0,0.4430261775,0.49809697820000004
sv5015:STM1625:2.0,0.3123119119,0.5191305592000001
sv5015:STM1625:3.0,0.2661612993,0.40174815070000003
sv5015:STM0581:1.0,0.8866651381,-0.2007131636
sv5015:STM0581:2.0,1.1506763892,-0.21011723470000002
sv5015:STM0581:3.0,1.0905468034,0.1070411351
sv5015:WT:1.0,0.389238252,-0.1256603006
sv5015:WT:2.0,-0.5214409079,0.10903005
sv5015:WT:3.0,0.1322026559,0.0166302506
tomato:tomato_root:1.0,-0.531103447,0.28207809570000003
tomato:tomato_root:2.0,2.0724049914,0.4112887207
tomato:tomato_root:3.0,2.7987660456,0.46915794720000004
tomato:LB:1.0,0.5741920557,-0.0998666067
tomato:LB:2.0,-0.5741920557,0.0998666067
AcrB_efflux_virulence:AcrB_D408A:1.0,1.3028719227,0.2645085232
AcrB_efflux_virulence:AcrB_D408A:2.0,1.6474700259000001,0.10499125940000001
AcrB_efflux_virulence:AcrB_D408A:3.0,1.6551559861,0.057623807900000004
AcrB_efflux_virulence:WT:1.0,0.234717581,0.0052954193000000005
AcrB_efflux_virulence:WT:2.0,-0.1084451085,-0.0253113826
AcrB_efflux_virulence:WT:3.0,-0.1262724726,0.0200159633
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,1.0019823846,0.0241100435
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,-4.8893702258000005,-0.9205834232000001
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,-3.1389903286,-0.8352987190000001
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,-0.3161953824,0.3985451808
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,-3.6570241081,-0.7605413055
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,7.5234424364,-0.3221686223
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,-0.42065640590000003,-0.3447141423
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,1.1937818595,0.0708340554
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,1.7711720714,0.0846474781
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,0.43629204590000004,-0.1528664672
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,2.3975737948,-0.8913312009000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,-1.5364367858999999,-0.9662703024
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,7.6532979574,-0.1899134691
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,-2.2037562912,-0.8832604612
