,A,HmgR,PhhR
R2,,0.37987744319075867,0.07642157591953802
xmin,,-6.886712446,-2.484778937
xmid,,-4.431743065328481,
xmax,,1.625196779,1.886024592
ystart,,-11.551625840000002,-4.076689785643199
yend,,5.0379175367781865,2.7411832548020723
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.17453858,0.023883517,-0.020784971000000003
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.17453858,-0.023883516,0.020784971000000003
AB569_EDTA_NaNO2:NaNO2:1,4.339571,0.377490769,0.733532559
AB569_EDTA_NaNO2:NaNO2:2,3.957090976,0.6206811830000001,0.66645924
AB569_EDTA_NaNO2:EDTA:1,2.607187098,-0.722427938,0.3581513
AB569_EDTA_NaNO2:EDTA:2,3.242030639,-0.42472058700000004,0.030852665
AB569_EDTA_NaNO2:EDTA:3,2.916476677,-0.5080779590000001,0.362304846
AB569_EDTA_NaNO2:NaNO2_EDTA:1,4.72644582,0.14856212,0.6291153190000001
AB569_EDTA_NaNO2:NaNO2_EDTA:2,5.035599776,0.348001392,0.8881199120000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.029105951,-0.035639093000000004,0.080322272
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.029105951,0.035639093000000004,-0.080322272
Anthranilate_metabolism_GntR_AntP:antP:1,-0.22557411,-0.43810132,0.37116659100000005
Anthranilate_metabolism_GntR_AntP:antP:2,-0.012761295,-0.454265059,0.5670113440000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.11880597500000001,-0.046915915,-0.039184016
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.11880597500000001,0.046915916,0.039184015
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,2.420892709,-0.042819516,-0.29121713600000004
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.503458607,0.22090124700000002,0.08176407200000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.16310343300000002,-0.604321695,-0.020861907000000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.591481079,0.047494366,0.037398191000000004
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,1.567130138,-2.1799576050000002,-1.801274333
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,2.085339284,-2.030677967,-1.656492684
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,2.380925428,-1.644099119,-1.560379164
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,2.703648074,-2.0451528,-1.735502539
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-0.35291058200000003,0.21106227900000002,-0.00103666
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-0.416552588,0.483664784,0.400860152
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.5158175420000001,0.221397523,0.34559371
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.032517095,0.091812878,0.181277705
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.032517095,-0.091812878,-0.181277705
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,2.245246734,0.14208227,0.752638797
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,2.447966964,0.272926854,0.55860501
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,2.960250434,-0.23789874900000002,0.027813685
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,2.824507088,-0.610948146,-0.160551685
Catabolite_repression:del_hfq_crc_wt:1,-0.6538262420000001,-0.295563014,-0.085016671
Catabolite_repression:del_hfq_crc_wt:2,0.6538262420000001,0.295563014,0.085016671
Catabolite_repression:delHfq:1,-2.564455035,-0.29147837200000004,0.300915058
Catabolite_repression:delHfq:2,-3.158428777,-0.22906182400000002,0.27266518500000003
Catabolite_repression:deldcrc:1,1.578047462,-0.14594005000000002,0.747201167
Catabolite_repression:deldcrc:2,2.88330151,0.130896686,0.39300965600000004
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.082168513,-0.046334465000000005,0.078325315
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.244968974,0.210776449,0.23979604300000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.327137487,-0.164441983,-0.318121359
Diallyl_disulphide_treatment:PAO1_DDS:1,-14.30429833,-2.919950932,-0.11125332
Diallyl_disulphide_treatment:PAO1_DDS:2,-14.85477999,-3.286980088,-0.34206746400000004
Diallyl_disulphide_treatment:PAO1_DDS:3,-14.50648154,-2.898878108,-0.168066615
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,0.366376064,-0.19042752400000001,0.161587902
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,-0.366376064,0.19042752400000001,-0.161587902
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,-0.21906862100000002,0.366704703,0.277837092
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,0.39889715600000003,0.329707586,0.155248352
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,0.7253610490000001,-0.23815977100000002,-0.014077681000000002
HapZ_SagS_mutant:delHapZp:1,0.7615679940000001,0.067197844,0.09203879300000001
HapZ_SagS_mutant:delHapZp:2,0.137337692,0.34501496,0.153835637
HapZ_SagS_mutants:PA_HapZ_SagS_wt:1,-1.076372302,-0.0027963880000000003,0.031345841
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,0.351011253,0.240956158,-0.017268161
HapZ_SagS_mutants:delHApZ:1,1.399685698,-0.5744926730000001,-0.25755984400000004
HapZ_SagS_mutants:delHApZ:2,0.38102656700000004,-0.223388352,-0.201978383
HapZ_SagS_mutants:delHApZ:3,0.948374582,-0.22172276900000001,-0.19421554100000002
HapZ_SagS_mutants:delSagS:1,-2.352855431,-1.17127088,-0.295865681
HapZ_SagS_mutants:delSagS:2,-1.843314257,-0.8509019040000001,-0.269752508
HapZ_SagS_mutants:delSagS:3,-3.546436243,-1.182855707,-0.252016442
HapZ_SagS_mutants:delHapZp:1,0.7885710020000001,0.24458525700000003,0.20987764
yhjH_knockout:PA_delyhjH_wt:1,-0.341534626,-0.12036951800000001,0.12371040400000001
yhjH_knockout:PA_delyhjH_wt:2,0.341534626,0.12036951800000001,-0.12371040400000001
yhjH_knockout:PA_delyhjH:1,-14.2621962,-2.800177298,-2.484778937
yhjH_knockout:PA_delyhjH:2,-15.0576465,-3.240855932,-2.433409388
yhjH_knockout:PA_delwspF:1,-12.16854313,-3.476204472,-1.421938902
yhjH_knockout:PA_delwspF:2,-9.787124022,-3.475874751,-0.38520777500000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,-1.802064364,-0.192609242,-0.231799942
