,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
0,U01-Set001__USA300 LAC CA-MHB PreCulture,7.7243660065,0.07966999327239933,2.0,0.0,7.668030814,5.0,7.780701199,,
1,U01-Set001__USA300 LAC CA-MHB Control,0.0,0.22849805333343887,2.0,1.0,-0.16157252300000002,6.0,0.16157252300000002,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,0.0449890625,0.23468218084620607,2.0,2.0,-0.120956299,7.0,0.210934424,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,-1.4123079060000001,0.15140932013174255,2.0,3.0,-1.305245349,8.0,-1.519370463,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,1.3442985505,0.09416197280454913,2.0,4.0,1.277715981,9.0,1.41088112,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.5055906965000287,2.0,10.0,0.35750661,29.0,-0.35750661,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,-0.7007179590000001,0.09015202469566243,2.0,11.0,-0.6369708510000001,30.0,-0.764465067,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,-0.839965939,0.7400393390682919,2.0,12.0,-0.31667910400000004,31.0,-1.363252774,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,0.1741242885,0.44744391217559326,2.0,13.0,-0.14226633600000002,14.0,0.49051491300000005,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,-1.1765803755,0.4769738340425019,2.0,15.0,-1.513851808,18.0,-0.839308943,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,-0.5956102875,0.13358185780865908,2.0,16.0,-0.690066925,19.0,-0.50115365,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,0.27400988800000003,0.26138645946776606,2.0,17.0,0.458838026,20.0,0.08918175,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,-2.995935066,0.1754847320114496,2.0,21.0,-2.871848622,24.0,-3.12002151,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,-2.5435286049999997,0.29712583670523707,2.0,22.0,-2.333428911,25.0,-2.753628299,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,-2.1716009455,0.9095476250712495,2.0,23.0,-1.528453652,26.0,-2.814748239,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,-3.1469719725000003,0.5646697643459059,2.0,27.0,-2.747690153,28.0,-3.546253792,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,-2.881842149,0.7150378110524885,2.0,32.0,-3.387450234,33.0,-2.376234064,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,-1.5729732635,0.01784930626576793,2.0,34.0,-1.560351898,38.0,-1.585594629,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,-2.5407269395,0.25607497809051544,2.0,35.0,-2.721799293,39.0,-2.359654586,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,-2.5312344165000003,0.30814427650428144,2.0,36.0,-2.313343509,40.0,-2.749125324,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,-0.8246076355,0.22522792135122277,2.0,37.0,-0.6653474450000001,41.0,-0.9838678260000001,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,0.15405700050000004,0.7661036733249561,2.0,42.0,-0.387660102,45.0,0.6957741030000001,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,0.40412265700000005,0.10924594566944262,2.0,43.0,0.48137120600000005,46.0,0.326874108,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,1.845992888,0.15372852430801723,2.0,44.0,1.95469537,47.0,1.737290406,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,3.4355604935,0.12353319162548845,2.0,48.0,3.348209336,52.0,3.5229116510000003,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,11.491973995,4.954590958838129,2.0,49.0,7.98854913,53.0,14.99539886,,
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,1.6307273260000001,0.047608638321230703,2.0,50.0,1.597062935,54.0,1.664391717,,
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,-0.881525648,0.30357059175673445,2.0,51.0,-1.096182472,55.0,-0.666868824,,
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,-0.9499809935000001,0.1577161108720557,2.0,56.0,-1.061503125,57.0,-0.8384588620000001,,
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,-1.130680002,0.07897448374953071,2.0,58.0,-1.186523395,59.0,-1.074836609,,
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,0.9953321350000001,0.006146634589908422,2.0,60.0,0.9996784620000001,61.0,0.990985808,,
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,-1.3976560135,0.5699355348052869,2.0,62.0,-1.800661295,63.0,-0.9946507320000001,,
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,13.688937159,14.971128664946535,2.0,64.0,24.27512376,65.0,3.102750558,,
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,-4.4718898145,1.35037001186401,2.0,66.0,-3.517034022,67.0,-5.426745607,,
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,2.8275860990000004,7.627774868668751,2.0,68.0,8.221237434,69.0,-2.566065236,,
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,19.329220005,4.440463602585142,2.0,70.0,16.18933808,71.0,22.46910193,,
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,0.2182394045,0.13109833757278583,2.0,72.0,0.31093992800000003,73.0,0.12553888100000002,,
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,1.664742252,2.681829424429903,2.0,74.0,-0.23159752,75.0,3.561082024,,
38,ICA-Set002__USA300 LAC CA-MHB Control,-1.750773658,1.0121930040028535,2.0,76.0,-1.035045121,77.0,-2.466502195,,
39,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLadenine,-1.5413408135000002,0.28562864318892267,2.0,78.0,-1.339370863,79.0,-1.743310764,,
40,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLguanine,-0.6010027965,0.2900025511789015,2.0,80.0,-0.395940026,81.0,-0.8060655670000001,,
41,ICA-Set002__USA300 SNFM1 CA-MHB Control,0.11879004100000003,0.4801859493275352,2.0,82.0,-0.2207527,83.0,0.45833278200000005,,
42,ICA-Set002__USA300 SNFM1 RPMI+10%LB Control,4.95135536,0.029681922954805956,2.0,84.0,4.972343649,85.0,4.930367071,,
43,ICA-Set002__USA300 SNFR19 CA-MHB Control,-1.2403101495,0.3064873754093238,2.0,86.0,-1.457029451,87.0,-1.023590848,,
44,ICA-Set002__USA300 SNFR19 RPMI+10%LB Control,1.727946773,0.3507990215901482,2.0,88.0,1.9759991399999999,89.0,1.479894406,,
45,ICA-Set002__USA300 TCH1516 CA-MHB Control,0.0,0.2685341111866747,2.0,90.0,-0.189882291,91.0,0.189882291,,
46,ICA-Set002__USA300 TCH1516 RPMI+10%LB Control,9.2793674875,0.07681379382171566,2.0,92.0,9.333683042,93.0,9.225051933,,
47,ICA-Set002__USA300 LAC R10LBnoGlu 1gLmaltose,14.072616815,0.4355241997301034,2.0,94.0,13.7646547,96.0,14.38057893,,
48,ICA-Set002__USA300 LAC CAMHB 0.0195ug/mLMupirocin,-1.477745868,0.031302306227156185,2.0,95.0,-1.499879941,97.0,-1.455611795,,
