,A,whiB1
R2,,0.1537714390879118
xmin,,-2.3929568056
xmid,,
xmax,,2.0989623427
ystart,,-12.107636867729138
yend,,8.48840260505707
AX:AX_10_MIC:1,-5.9907169864,0.6496356158000001
AX:AX_10_MIC:2,-5.6315937317,0.038013698400000004
AX:AX_30_MIC:1,-5.0545534222,0.38767668250000004
AX:AX_30_MIC:2,-6.7626570138,-0.3636911265
AX:QZ_10_MIC:1,-6.1474339743,0.367846783
AX:QZ_10_MIC:2,-7.0347838789,-0.2340986209
AX:QZ_30_MIC:1,-6.2880389547,0.1111340153
AX:QZ_30_MIC:2,-4.8645510108,0.2437005724
AX:wt:1,-2.2136736353,0.14841447300000002
AX:wt:2,2.2136736353,-0.14841447300000002
ITM_04:00h_clinic_ctrl:1,1.7620092482,0.8369404317
ITM_04:00h_clinic_ctrl:2,1.0718521836,0.5845261723
ITM_04:00h_h37rv_control:1,0.0037040135,0.020084456900000002
ITM_04:00h_h37rv_control:2,-0.6881998973,-0.057718181
ITM_04:00h_h37rv_control:3,0.6844958838,0.0376337241
ITM_04:06h_clinic_delam:1,-17.6546189496,-0.3857842168
ITM_04:06h_clinic_delam:2,-17.9733254224,-0.4350082295
ITM_04:06h_clinic_delam:3,-18.1514789756,-0.17198197710000002
ITM_04:06h_clinic_DMSO:1,4.350935722,0.5673839563
ITM_04:06h_clinic_DMSO:2,4.8520524773,0.6663553046
ITM_04:06h_clinic_DMSO:3,4.340926992,0.5225656351
ITM_04:06h_h37rv_delam:1,-16.6519338328,-0.6854268719000001
ITM_04:06h_h37rv_delam:2,-19.9223680405,-1.041395804
ITM_04:06h_h37rv_delam:3,-17.7467188897,-0.9766333257
ITM_04:06h_h37rv_DMSO:1,3.117782929,0.3685411434
ITM_04:06h_h37rv_DMSO:2,3.1471838813,0.23747311880000002
ITM_04:06h_h37rv_DMSO:3,1.5052521262,0.42278246880000003
ITM_04:24h_clinic_delam:1,-19.9779332605,0.3010385922
ITM_04:24h_clinic_delam:2,-17.2702467732,0.3594859168
ITM_04:24h_clinic_delam:3,-19.8719954275,-0.1127051312
ITM_04:24h_clinic_DMSO:1,9.0092302527,0.9477821617000001
ITM_04:24h_clinic_DMSO:2,7.002480041,0.7628892841
ITM_04:24h_clinic_DMSO:3,6.8578562621,0.9940121623
ITM_04:24h_h37rv_delam:1,-19.8793697898,-0.3932435567
ITM_04:24h_h37rv_delam:2,-20.3664143098,-0.4364979658
ITM_04:24h_h37rv_delam:3,-19.6196330891,-0.2738373918
ITM_04:24h_h37rv_DMSO:1,6.7152435346,0.39981518050000003
ITM_04:24h_h37rv_DMSO:2,6.6608858698999995,0.5426062006
JSF:DMSO:1,1.1442590505,-0.08488246790000001
JSF:DMSO:2,0.0617043523,0.0479561625
JSF:DMSO:3,-0.5022451582,-0.0211836974
JSF:DMSO:4,-0.7037182445,0.058110002800000005
JSF:JSF_2019:1,-30.705733777,-1.7048449938
JSF:JSF_2019:2,-31.7215503132,-1.8431175762
JSF:JSF_2019:3,-30.6032894228,-1.739308549
JSF:JSF_2019:4,-29.7137947485,-1.6725052684000001
JSF:JSF_2026:1,-8.967215864,0.0298019323
JSF:JSF_2026:2,-11.0118349309,-0.0873973146
JSF:JSF_2026:3,-9.6257385905,-0.0346167615
JSF:JSF_2026:4,-9.3430953478,-0.021052316800000002
MTS1338:over_expression:1,-1.8418521229,-0.0667977101
MTS1338:over_expression:2,1.8418521229,0.0667977101
PAS:control:1,-0.0465355207,-0.2756813195
PAS:control:2,0.0357826631,-0.1698832455
PAS:control:3,0.0107528576,0.4455645649
PAS:treated:1,-5.9581265486,-0.2515462958
PAS:treated:2,-4.3533342158,-0.8200861825
PAS:treated:3,-6.4712540458,-0.056432487600000004
THP-1:24h_THP_B_enriched:1,-0.8025406111000001,-0.1973791228
THP-1:24h_THP_B_enriched:2,0.8025406111000001,0.1973791228
aminoimidazoles:02h_treated:1,-2.3461613392,0.0460242391
aminoimidazoles:02h_treated:2,-2.691203393,-0.0032106745
aminoimidazoles:24h_treated:1,-6.793566026,-0.029957041
aminoimidazoles:24h_treated:2,-7.4300056953,-0.1575099253
aminoimidazoles:untreated:1,0.0190209418,-0.06897749140000001
aminoimidazoles:untreated:2,-0.269795944,-0.0314348741
aminoimidazoles:untreated:3,0.2507750022,0.1004123655
antibiotic:ctrl_24h:1,-0.7116807336000001,-0.0780760669
antibiotic:ctrl_24h:2,-0.8431412182,0.12292311310000001
antibiotic:ctrl_24h:3,-1.3855049492,0.0768730644
antibiotic:ctrl_4h:1,-0.5598614508,0.024581346100000002
antibiotic:ctrl_4h:2,-0.3916512554,-0.052101945000000004
antibiotic:ctrl_4h:3,0.9515127063000001,0.027520598900000002
antibiotic:izd_4h:1,6.7022749015,0.7437146910000001
antibiotic:izd_4h:2,6.8622189878,0.8795790792
base:wt_glu_24:1,-6.4153019571,-0.4921904439
base:wt_glu_24:2,-5.4347439389,-0.3200901191
base:wt_glu_24:3,-3.6517828845,-0.40425830770000004
base:wt_glu_6:1,0.188870535,0.039238637800000004
base:wt_glu_6:2,-0.1824811714,0.1271964446
base:wt_glu_6:3,-0.0063893636000000005,-0.16643508240000002
base:wt_llac_24:1,1.1538470516000001,0.1848101493
base:wt_llac_24:2,-1.3190363032999999,0.4807018737
base:wt_llac_24:3,3.1635111153,0.32835328410000003
base:wt_llac_6:1,2.2957341563,0.6495798333
base:wt_llac_6:2,4.013652509,0.5294314474
base:wt_llac_6:3,2.8905025048,1.1661165124
base:wt_pyr_24:1,-2.4794857081,0.5576494746
base:wt_pyr_24:2,0.0388293888,0.0956610298
base:wt_pyr_24:3,-2.3850419353,0.4096066915
base:wt_pyr_6:1,8.9408345909,0.45390731840000004
base:wt_pyr_6:2,7.0104090636,0.5316645115
base:wt_pyr_6:3,7.8166337936,0.6345735889
biofilm:biofilm:1,-0.083923287,1.0641573595
biofilm:biofilm:2,0.11091258500000001,1.0954362527
biofilm:planktonic:1,0.0294811504,-0.0038330316
biofilm:planktonic:2,-0.0294811504,0.0038330316
btz043:0_days_.006:1,0.1827296598,-0.0326882718
btz043:0_days_.006:2,0.3710318544,0.0526899503
btz043:0_days_.006:3,0.2337579085,-0.0335381568
btz043:0_days_control:1,0.1628843237,-0.0133297069
btz043:0_days_control:2,0.0273011279,0.031520137000000004
btz043:0_days_control:3,-0.1901854517,-0.018190430100000002
btz043:1_days_.006:1,3.4049902637000002,0.2949369523
btz043:1_days_.006:2,3.099108493,0.0495244787
btz043:1_days_.006:3,3.1413950379,0.1354324889
btz043:1_days_.006:4,4.8224859941,0.5179746780000001
btz043:1_days_control:1,7.0052920058,0.2893259293
btz043:1_days_control:2,6.8374385021,0.3283301534
btz043:1_days_control:3,6.5059529177,0.2945976528
btz043:1_days_control:4,6.8306044142,0.2893917445
clarithromycin:1_days_control:1,-0.2245340422,-0.0649083823
clarithromycin:1_days_control:2,-0.08695150160000001,0.1245348325
clarithromycin:1_days_control:3,0.3114855438,-0.0596264502
cnpB:del:1,-0.5364119696,0.6433171116
cnpB:del:2,-1.7913875958,0.6132595643000001
cnpB:del:3,5.0600026558,-0.0122828151
cnpB:wt:1,-0.8843149452,0.2698903359
cnpB:wt:2,-1.4245362351,-0.16813242790000002
cnpB:wt:3,2.3088511803,-0.10175790800000001
csoR:ko:1,-0.13653513650000002,0.2161382157
csoR:ko:2,-1.1537353617,-0.2130364221
csoR:wt:1,0.8991916148,-0.161567707
csoR:wt:2,-0.8991916148,0.161567707
dap:0_days_25:1,-0.2174245891,-0.0555031431
dap:0_days_25:2,-0.1911694891,-0.0321676153
dap:0_days_25:3,-0.0401994722,-0.1195200248
dap:0_days_25:4,-0.2903463109,-0.1652173189
dap:0_days_control:1,-0.7384063362000001,0.0928619229
dap:0_days_control:2,0.2231780219,-0.0601512707
dap:0_days_control:3,0.2985862631,0.0517534367
dap:0_days_control:4,0.2166420511,-0.0844640889
dap:1_days_25:1,7.4913502096,0.1387332896
dap:1_days_25:2,7.3187027972,0.2284010266
dap:1_days_25:3,8.0445473079,0.0866733675
dap:1_days_25:4,8.3782291528,-0.0889900648
dap:1_days_control:1,8.3025516197,0.24910075780000002
dap:1_days_control:2,8.278734096600001,0.3293602318
dap:1_days_control:3,8.687077594,0.2168679584
dap:1_days_control:4,7.7502721316,0.38659392000000004
degradosome:mutant_rnj:1,0.3096759988,0.0282404037
degradosome:mutant_rnj:2,0.2726632066,0.0166691323
degradosome:mutant_rnj:3,-2.1483496171,0.10798844860000001
degradosome:PNPase_ko:1,0.5726646447,0.0717280071
degradosome:PNPase_ko:2,0.7694022859,0.2717060478
degradosome:PNPase_ko:3,0.2581786101,0.1130448817
degradosome:Rnase_E_ko:1,10.7047259245,1.0128079873
degradosome:Rnase_E_ko:2,9.8548815914,0.8628139079
