,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,0.0,0.359946781125343,2.0,0.0,-0.2545208098,1.0,0.2545208098,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,10.799216536349999,0.08566532023403052,2.0,2.0,10.7386420075,3.0,10.8597910652,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,10.533055600233332,0.7012497406661139,3.0,4.0,10.3015974271,5.0,9.9767939619,6.0,11.3207754117,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,11.6025883021,0.017018637524316833,2.0,7.0,11.5905543081,8.0,11.6146222961,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,0.0,0.014693368634600874,2.0,9.0,0.0103897806,10.0,-0.0103897806,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,4.44307478955,0.12005462669662048,2.0,11.0,4.3581833489,12.0,4.5279662302,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,0.0,0.07791798178988839,2.0,13.0,-0.0550963333,14.0,0.0550963333,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,0.18699228994999997,0.927718676256817,4.0,15.0,-0.9192516583,16.0,-0.1554170453,17.0,1.2208894673,18.0,0.6017483961,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,-5.0094997192249995,0.3465877328541854,4.0,19.0,-5.3336389939,20.0,-4.5911778448,21.0,-5.2513659259,22.0,-4.8618161123,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,0.24405305726666668,0.536409247616532,3.0,23.0,0.8071415395,24.0,0.1859666462,25.0,-0.2609490139,,,,,,,,,,
10,Catabolise_Nucleic_Acids__L_asp,-7.885949022,3.086416393769863,2.0,26.0,-5.7035230604,27.0,-10.0683749836,,,,,,,,,,,,
11,Catabolise_Nucleic_Acids__DNA_1,-7.401486830834377e-17,1.073474799535596,3.0,28.0,-1.1330681707,29.0,0.1312576954,30.0,1.0018104753,,,,,,,,,,
12,Catabolite_repression__del_hfq_crc_wt,0.0,0.1505257558432604,2.0,31.0,0.1064377827,32.0,-0.1064377827,,,,,,,,,,,,
13,Catabolite_repression__delHfq,3.4045789488500002,0.9289826624880023,2.0,33.0,2.7476890086,34.0,4.0614688891,,,,,,,,,,,,
14,Catabolite_repression__deldcrc,3.62237782415,0.07057808350565632,2.0,35.0,3.6722840656,36.0,3.5724715827,,,,,,,,,,,,
15,Diallyl_disulphide_treatment__PAO1_ctrl_wt,0.0,0.06228548575341853,3.0,37.0,-0.0484252628,38.0,-0.021838722300000002,39.0,0.07026398510000001,,,,,,,,,,
16,Diallyl_disulphide_treatment__PAO1_DDS,8.9159022726,0.5957185633580743,3.0,40.0,8.6529208804,41.0,8.4969284401,42.0,9.5978574973,,,,,,,,,,
17,Dispersed_cells__PAO1_dispersed_wt,0.0,0.1404159629658618,2.0,43.0,0.09928907960000001,44.0,-0.09928907960000001,,,,,,,,,,,,
18,Dispersed_cells__PyhjH_dispersed,-9.16026429515,1.2230803695571377,2.0,45.0,-10.0251127184,46.0,-8.2954158719,,,,,,,,,,,,
19,Dispersed_cells__PA01_Planktonic,-5.1607137116,0.013454300047916161,2.0,47.0,-5.1512000848,48.0,-5.1702273384,,,,,,,,,,,,
20,Dispersed_cells__PAO1_Biofilm,-16.2899244983,0.10029362988288162,2.0,49.0,-16.3608428041,50.0,-16.2190061925,,,,,,,,,,,,
21,Doxorubicin_treatment__PAO1 _wspFpelApslBCD_Doxorubicin,-3.4971322250666668,0.920490351384932,3.0,51.0,-4.5586559485,52.0,-3.0130396834,53.0,-2.9197010433,,,,,,,,,,
22,Doxorubicin_treatment__PAO1 _wspFpelApslBCD_wt,0.0,0.608908231968549,3.0,54.0,-0.3214875741,55.0,0.702272678,56.0,-0.38078510390000003,,,,,,,,,,
23,Farnesol_treatment__RNA of 0-1F_L,-6.505213034913027e-19,0.26255835529688715,3.0,57.0,0.2618226725,58.0,-0.2632879054,59.0,0.0014652329,,,,,,,,,,
24,Farnesol_treatment__RNA of 6-F_L1,-0.2789478066,0.8646058653963881,3.0,60.0,0.40566577670000004,61.0,0.0080477803,62.0,-1.2505569768,,,,,,,,,,
25,G_Quadruplex_Gene_Regulation__rG4seq_P_K_rep,0.0,0.44744908056047833,2.0,63.0,-0.3163942791,64.0,0.3163942791,,,,,,,,,,,,
26,G_Quadruplex_Gene_Regulation__rG4seq_P_Li_rep,0.58907681505,0.6296286608974611,2.0,65.0,0.1438621193,66.0,1.0342915108,,,,,,,,,,,,
27,Glucose_uptake_defective_mutants__PAO1_glu_wt,0.0,2.5916978598654965,4.0,67.0,-3.2027808959,68.0,-0.9424515048000001,70.0,2.5271474185000002,71.0,1.6180849822,,,,,,,,
28,Glucose_uptake_defective_mutants__PAO1_delglucose_60min,-3.1460943315499996,0.1185925596828308,2.0,69.0,-3.2299519347,72.0,-3.0622367284,,,,,,,,,,,,
29,HapZ_SagS_mutant__PA_HapZ_SagS_wt,0.0,2.692168386726213,3.0,73.0,-1.6175514704,76.0,3.107779009,77.0,-1.4902275386000001,,,,,,,,,,
30,HapZ_SagS_mutant__delHapZp,-1.0590693694333335,0.9918104898630733,3.0,74.0,-0.34921562980000004,75.0,-2.1923077444,84.0,-0.6356847341,,,,,,,,,,
31,HapZ_SagS_mutant__delHApZ,-0.8767571015333333,0.11664845323021926,3.0,78.0,-0.7805851826,79.0,-0.843172484,80.0,-1.006513638,,,,,,,,,,
32,HapZ_SagS_mutant__delSagS,-0.06252559240000004,1.8831902271212366,3.0,81.0,-0.47514452760000003,82.0,-1.7051927721,83.0,1.9927605225,,,,,,,,,,
33,Lung_infection_transcriptome__PA01_LS1,0.09214155015000003,0.8486810458004653,2.0,85.0,-0.5079665724,86.0,0.6922496727,,,,,,,,,,,,
34,Lung_infection_transcriptome__PA01_CS1,0.0,1.5224945472782596,2.0,87.0,-1.0765662187,88.0,1.0765662187,,,,,,,,,,,,
35,Metabolic_fitness_plasmid__PAO1_metabolites_wt,0.0,2.5487468233238983,2.0,89.0,1.8022361623,90.0,-1.8022361623,,,,,,,,,,,,
36,Metabolic_fitness_plasmid__PAO1_pAKD1,0.16170199079999992,1.593852651658662,2.0,91.0,1.288726009,92.0,-0.9653220274000001,,,,,,,,,,,,
37,Metabolic_fitness_plasmid__PAO1_PAMBL1,-0.61047906605,1.1534520522931124,2.0,93.0,0.2051347019,94.0,-1.426092834,,,,,,,,,,,,
