,A,RpoS,MmsR
R2,,0.36933350002920884,0.10132062533925335
xmin,,-4.577940291,-2.092075725
xmid,,,
xmax,,3.645921579,3.7872532850000002
ystart,,-34.59503518760925,-12.2261606657814
yend,,28.232753937780576,19.424701331775324
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.5775190480000001,-0.099087484,-0.46084336600000003
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.5775190480000001,0.099087484,0.46084336600000003
AB569_EDTA_NaNO2:NaNO2:1,18.80475367,0.49801729100000003,1.579016036
AB569_EDTA_NaNO2:NaNO2:2,20.23252329,0.31193285,1.8568633399999999
AB569_EDTA_NaNO2:EDTA:1,14.85998425,1.7238449550000001,1.061968543
AB569_EDTA_NaNO2:EDTA:2,16.71001004,1.910492105,0.681693132
AB569_EDTA_NaNO2:EDTA:3,16.05391327,1.6194252150000001,0.7460238090000001
AB569_EDTA_NaNO2:NaNO2_EDTA:1,26.0068553,0.773926078,1.9339689660000001
AB569_EDTA_NaNO2:NaNO2_EDTA:2,27.78052246,0.9743009910000001,2.110516274
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.061142472,0.034712315,-0.230118766
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.061142472,-0.034712315,0.230118767
Anthranilate_metabolism_GntR_AntP:antP:1,7.939479564,-0.08561233500000001,-0.12989677
Anthranilate_metabolism_GntR_AntP:antP:2,7.957830066,-0.167065975,0.325977391
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.308075292,0.063501956,-0.027910647
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.308075292,-0.063501956,0.027910647
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-0.652549369,0.875686819,-0.29109077
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,1.729036641,0.205091867,-0.20413218500000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,1.38653277,0.25800119800000004,-0.322793665
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,1.636979653,-0.019747455,-0.045469246000000005
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-5.034654133,-0.42850308000000004,-1.663580649
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-3.820976676,-0.374199045,-1.488355483
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-4.957463981,-0.398217437,-1.493271271
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-4.01800871,-0.18493409600000002,-1.495501548
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,1.0573902450000001,0.02474057,-0.008301462
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.461785928,-0.200323682,0.286660169
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.51230952,0.045890291,0.177702685
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.30799627900000004,-0.02046114,0.23160693000000002
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.30799627900000004,0.02046114,-0.23160693000000002
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,-5.969740829,-0.3224877,-0.526185327
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,-4.602889906,-0.255225,-0.41927615700000004
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,-3.289751887,0.24795721,-0.013161385000000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,-4.803677963,0.18293934,-0.20214162500000002
Catabolite_repression:del_hfq_crc_wt:1,-3.849320703,0.127968795,-0.001639868
Catabolite_repression:del_hfq_crc_wt:2,3.849320703,-0.127968796,0.001639868
Catabolite_repression:delHfq:1,-8.555502475,-0.9519166680000001,0.395199036
Catabolite_repression:delHfq:2,-5.080116465,-1.071145185,0.44968680200000005
Catabolite_repression:deldcrc:1,1.24734825,-0.48176942300000003,1.328103956
Catabolite_repression:deldcrc:2,-1.495425515,-0.48868647,1.044462897
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.730030033,0.056405807,-0.205167918
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,-0.953400066,0.15359450500000002,0.23276997100000002
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,1.6834300990000002,-0.21000031200000002,-0.027602052000000002
Diallyl_disulphide_treatment:PAO1_DDS:1,-55.39675898,-1.100733592,-0.38484197600000003
Diallyl_disulphide_treatment:PAO1_DDS:2,-54.73988687,-1.303189043,-0.32285334600000004
Diallyl_disulphide_treatment:PAO1_DDS:3,-52.61074188,-1.068936472,0.062884219
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,-0.5183794260000001,0.067917316,-0.0245136
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,0.5183794260000001,-0.067917316,0.0245136
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,-1.849797223,-0.09000012900000001,-0.34388154400000004
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,0.193719085,-0.124062059,0.137294851
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,2.693723936,0.224507273,-0.20382989999999998
HapZ_SagS_mutant:delHapZp:1,-0.139912412,0.104267753,-0.011389839
HapZ_SagS_mutant:delHapZp:2,0.46435160600000003,-0.294158727,-0.206843314
HapZ_SagS_mutants:PA_HapZ_SagS_wt:1,-4.311377747,-0.17589158700000002,0.547565038
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,1.617653811,-0.048615687000000005,-0.343735137
HapZ_SagS_mutants:delHApZ:1,4.394602513,-0.032412297,-0.14295971700000001
HapZ_SagS_mutants:delHApZ:2,4.128261715,-0.42080936700000005,-0.20702921300000002
HapZ_SagS_mutants:delHApZ:3,3.298308365,-0.420694577,-0.712092507
HapZ_SagS_mutants:delSagS:1,5.357277014,0.126980483,-0.84363893
HapZ_SagS_mutants:delSagS:2,5.461189343,-0.276807097,-0.13137142300000001
HapZ_SagS_mutants:delSagS:3,-0.658859176,-0.346071367,0.196342923
HapZ_SagS_mutants:delHapZp:1,0.082864003,-0.088600417,-0.063851825
