,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,0.0,0.8167352702103986,2.0,0.0,-0.5775190480000001,1.0,0.5775190480000001,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,19.51863848,1.0095855802741396,2.0,2.0,18.80475367,3.0,20.23252329,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,15.874635853333332,0.937952104326914,3.0,4.0,14.85998425,5.0,16.71001004,6.0,16.05391327,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,26.89368888,1.2541720764038842,2.0,7.0,26.0068553,8.0,27.78052246,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,0.0,0.08646851313941722,2.0,9.0,-0.061142472,10.0,0.061142472,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,7.948654814999999,0.012975764402377061,2.0,11.0,7.939479564,12.0,7.957830066,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,0.0,0.43568425617845147,2.0,13.0,-0.308075292,14.0,0.308075292,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,1.02499992375,1.1276915235371643,4.0,15.0,-0.652549369,16.0,1.729036641,17.0,1.38653277,18.0,1.636979653,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,-4.457775875,0.6275309041766153,4.0,19.0,-5.034654133,20.0,-3.820976676,21.0,-4.957463981,22.0,-4.01800871,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,0.3356222176666668,0.7924186389870375,3.0,23.0,1.0573902450000001,24.0,0.461785928,25.0,-0.51230952,,,,,,,,,,
10,Pseudomonas_culture_Cisplatin_Bile__PAO1_untreated,0.0,0.43557251492224774,2.0,26.0,-0.30799627900000004,27.0,0.30799627900000004,,,,,,,,,,,,
11,Pseudomonas_culture_Cisplatin_Bile__PAO1_cisplatin,-5.2863153675,0.9665095565243917,2.0,28.0,-5.969740829,29.0,-4.602889906,,,,,,,,,,,,
12,Pseudomonas_culture_Cisplatin_Bile__PAO1_bile,-4.046714925,1.0705073945547408,2.0,30.0,-3.289751887,31.0,-4.803677963,,,,,,,,,,,,
13,Catabolite_repression__del_hfq_crc_wt,0.0,5.443761544106136,2.0,32.0,-3.849320703,33.0,3.849320703,,,,,,,,,,,,
14,Catabolite_repression__delHfq,-6.81780947,2.4574690149118594,2.0,34.0,-8.555502475,35.0,-5.080116465,,,,,,,,,,,,
15,Catabolite_repression__deldcrc,-0.12403863250000002,1.939433928492058,2.0,36.0,1.24734825,37.0,-1.495425515,,,,,,,,,,,,
16,Diallyl_disulphide_treatment__PAO1_ctrl_wt,0.0,1.4621649074488718,3.0,38.0,-0.730030033,39.0,-0.953400066,40.0,1.6834300990000002,,,,,,,,,,
17,Diallyl_disulphide_treatment__PAO1_DDS,-54.249129243333336,1.4564014235339546,3.0,41.0,-55.39675898,42.0,-54.73988687,43.0,-52.61074188,,,,,,,,,,
18,G_Quadruplex_Gene_Regulation__rG4seq_P_K_rep,0.0,0.7330992147043803,2.0,44.0,-0.5183794260000001,45.0,0.5183794260000001,,,,,,,,,,,,
19,G_Quadruplex_Gene_Regulation__rG4seq_P_Li_rep,-0.8280390689999999,1.4449842388520975,2.0,46.0,-1.849797223,47.0,0.193719085,,,,,,,,,,,,
20,HapZ_SagS_mutant__PA_HapZ_SagS_wt,2.693723936,,1.0,48.0,2.693723936,,,,,,,,,,,,,,
21,HapZ_SagS_mutant__delHapZp,0.162219597,0.42727918475483007,2.0,49.0,-0.139912412,50.0,0.46435160600000003,,,,,,,,,,,,
22,HapZ_SagS_mutants__PA_HapZ_SagS_wt,-1.3468619679999998,4.192458420530841,2.0,51.0,-4.311377747,52.0,1.617653811,,,,,,,,,,,,
23,HapZ_SagS_mutants__delHApZ,3.940390864333333,0.5717838814905716,3.0,53.0,4.394602513,54.0,4.128261715,55.0,3.298308365,,,,,,,,,,
24,HapZ_SagS_mutants__delSagS,3.386535727,3.5037999920005904,3.0,56.0,5.357277014,57.0,5.461189343,58.0,-0.658859176,,,,,,,,,,
25,HapZ_SagS_mutants__delHapZp,0.082864003,,1.0,59.0,0.082864003,,,,,,,,,,,,,,
26,yhjH_knockout__PA_delyhjH_wt,0.0,0.8802293254147076,2.0,60.0,0.622416125,61.0,-0.622416125,,,,,,,,,,,,
27,yhjH_knockout__PA_delyhjH,-13.89952759,0.12054107281643024,2.0,62.0,-13.81429218,63.0,-13.984763,,,,,,,,,,,,
28,yhjH_knockout__PA_delwspF,-0.24173880600000008,3.318537220166943,2.0,64.0,-2.588298978,65.0,2.104821366,,,,,,,,,,,,
29,Pseudomonas_culture_MOPS_Glycerol_Acetate__PAO1_Acetate,-4.39257064325,2.4329691072551283,4.0,66.0,-7.9425468630000005,67.0,-3.287431896,68.0,-3.857806648,69.0,-2.482497166,,,,,,,,
30,Pseudomonas_culture_MOPS_Glycerol_Acetate__PAO1_Glycerol,2.5000002068509275e-10,2.2146754658757217,4.0,70.0,-2.264702298,71.0,-1.525879823,72.0,1.7043458949999999,73.0,2.086236227,,,,,,,,
31,Pseudomonas_culture_MOPS_Glycerol_Acetate__Gly_Hypoxia,12.580708524999999,0.20014498342459439,2.0,74.0,12.7222324,75.0,12.43918465,,,,,,,,,,,,
32,Pseudomonas_culture_MOPS_Glycerol_Acetate__Glycerol_wt,-1.4802973661668753e-16,2.1136399090407023,3.0,76.0,-1.5716437710000002,77.0,-0.83125126,78.0,2.402895031,,,,,,,,,,
33,p-anisaldehyde_epigallocatechin_gallate__Microbe_Control_1,0.0,0.0996134415254849,2.0,79.0,0.07043734,82.0,-0.07043734,,,,,,,,,,,,
34,p-anisaldehyde_epigallocatechin_gallate__Microbe_p-anisaldehyde,4.165777735000001,0.04299554156302064,2.0,80.0,4.196180174,81.0,4.135375296,,,,,,,,,,,,
35,Lung_infection_transcriptome__PA01_LS1,2.8063926795,0.04151325978057059,2.0,83.0,2.8357469870000003,84.0,2.777038372,,,,,,,,,,,,
36,Lung_infection_transcriptome__PA01_CS1,0.0,1.5469573367185954,2.0,85.0,1.093864023,86.0,-1.093864023,,,,,,,,,,,,
37,Testosterone_treatment__Testosterone_Control,0.0,4.774078911158692,2.0,87.0,3.375783572,88.0,-3.375783572,,,,,,,,,,,,
38,Testosterone_treatment__Testosterone_2.5,-0.7055763740000001,4.748678509864476,2.0,89.0,2.6522464020000003,90.0,-4.06339915,,,,,,,,,,,,
