,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,4.753316891700001,0.0034493981176465485,2.0,0.0,4.7557559845,5.0,4.7508777989,,
1,U01-Set001__USA300 LAC CA-MHB Control,4.69593739285,0.10453441151556334,2.0,1.0,4.7698543841,6.0,4.6220204016,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,4.4652595374,0.11782342528266673,2.0,2.0,4.3819457944,7.0,4.5485732804,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,4.3321573283,0.31722690019121996,2.0,3.0,4.107844036,8.0,4.5564706206,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,4.562095681900001,0.3559849134491501,2.0,4.0,4.3103763356,9.0,4.8138150282000005,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,4.4093179995,0.11360209325839854,2.0,10.0,4.48964681,29.0,4.328989189,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,4.0228826929,0.1666999770560853,2.0,11.0,3.9050080087000003,30.0,4.1407573771,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,3.87610474805,0.1402298900084237,2.0,12.0,3.7769472419,31.0,3.9752622542,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,4.4988121621,0.2651162914679266,2.0,13.0,4.6862776896,14.0,4.3113466346,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,5.2950252928,0.09055408320728178,2.0,15.0,5.2309938865,18.0,5.3590566991,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,5.1116332634,0.17150423320294328,2.0,16.0,5.2329050697,19.0,4.9903614571,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,4.9620353823,0.1042552742547543,2.0,17.0,4.8883157709,20.0,5.0357549937,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,4.74448666335,0.2631001316913111,2.0,21.0,4.9305265506,24.0,4.5584467761,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,4.58777082655,0.019148775418727063,2.0,22.0,4.5742305976,25.0,4.6013110555,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,4.45775682655,0.10299525303348299,2.0,23.0,4.5305854684,26.0,4.3849281847,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,5.02940655285,0.02793127823899283,2.0,27.0,5.0096561566,28.0,5.0491569491,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,4.1546208900499995,0.1735790860950875,2.0,32.0,4.0318819412,33.0,4.2773598389,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,4.68290903735,0.23709218934186838,2.0,34.0,4.5152595425,38.0,4.8505585322,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,5.10664529125,0.1021613853409532,2.0,35.0,5.0344062829,39.0,5.1788842996,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,5.3705239423,0.16610871275043357,2.0,36.0,5.2530673451,40.0,5.4879805395,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,5.4291426219000005,0.06039367000319269,2.0,37.0,5.3864378483,41.0,5.4718473955,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,5.05439100295,0.20978273338162956,2.0,42.0,4.9060522096,45.0,5.2027297963,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,5.0279171054,0.13486984602236543,2.0,43.0,5.1232844881,46.0,4.9325497227,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,4.84703089885,0.39017624507438287,2.0,44.0,5.1229271676,47.0,4.5711346300999995,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,4.81615082095,0.18948745891697466,2.0,48.0,4.9501386881,52.0,4.6821629538,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,4.63683474755,0.049342032884274155,2.0,49.0,4.6019446615,53.0,4.6717248336,,
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,4.7955947711,0.1423775334625732,2.0,50.0,4.6949186517,54.0,4.8962708905,,
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,5.1315109545999995,0.03775647272848953,2.0,51.0,5.1048130967,55.0,5.1582088125,,
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,4.689663329149999,0.002088234039450585,2.0,56.0,4.6911399336,57.0,4.6881867246999995,,
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,4.6550206130500005,0.041493999252510946,2.0,58.0,4.6256799248,59.0,4.6843613013,,
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,6.32916609895,0.02564480320719192,2.0,60.0,6.3472997132,61.0,6.3110324847,,
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,4.7752806347500005,0.006426821055759988,2.0,62.0,4.7798250835000005,63.0,4.770736186,,
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,6.4998980695,1.8478024149443095,2.0,64.0,7.8064916874,65.0,5.1933044516,,
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,3.23517319675,0.18171106934428108,2.0,66.0,3.3636623261,67.0,3.1066840674,,
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,4.50171802955,0.004073876430892625,2.0,68.0,4.4988373639,69.0,4.5045986952,,
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,7.6465188816000005,0.5978927500745672,2.0,70.0,8.0692928996,71.0,7.2237448636,,
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,4.479375080900001,0.08154640605092349,2.0,72.0,4.5370370976,73.0,4.4217130642,,
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,5.46118228045,0.07288549512071957,2.0,74.0,5.4096444526,75.0,5.5127201083,,
38,ICA-Set002__USA300 LAC CA-MHB Control,4.7613803974,0.31842840344731166,2.0,76.0,4.5362175140000005,77.0,4.9865432808,,
39,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLadenine,5.1541701816500005,0.010768053782800971,2.0,78.0,5.1465560178,79.0,5.1617843455,,
40,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLguanine,4.505472359400001,0.0699166165781077,2.0,80.0,4.4560338457,81.0,4.5549108731,,
41,ICA-Set002__USA300 SNFM1 CA-MHB Control,5.1350708236,0.12487092437698633,2.0,82.0,5.0467737462,83.0,5.223367901,,
42,ICA-Set002__USA300 SNFM1 RPMI+10%LB Control,4.2118676634,0.20153429834298867,2.0,84.0,4.0693613943999996,85.0,4.3543739324,,
43,ICA-Set002__USA300 SNFR19 CA-MHB Control,4.8639190224,0.04487359977902573,2.0,86.0,4.8321885957,87.0,4.8956494491,,
44,ICA-Set002__USA300 SNFR19 RPMI+10%LB Control,4.67919521345,0.13901655671446167,2.0,88.0,4.5808956635,89.0,4.7774947634,,
45,ICA-Set002__USA300 TCH1516 CA-MHB Control,4.79028492615,0.006674381544016274,2.0,90.0,4.7950044266,91.0,4.7855654257,,
46,ICA-Set002__USA300 TCH1516 RPMI+10%LB Control,3.16908362035,0.006836441084454368,2.0,92.0,3.1739177142,93.0,3.1642495265,,
47,ICA-Set002__USA300 LAC R10LBnoGlu 1gLmaltose,3.1947922771,0.11039575164165459,2.0,94.0,3.1167306925,96.0,3.2728538617,,
48,ICA-Set002__USA300 LAC CAMHB 0.0195ug/mLMupirocin,7.3127873424,0.17526225698478332,2.0,95.0,7.4367164728,97.0,7.188858212,,
49,ICA-Set003__USA300 TCH1516 CA-MHB 250nMParaquat,4.98490337,0.1961626642403907,2.0,98.0,5.1236113201,99.0,4.8461954199,,
50,ICA-Set003__USA300 TCH1516 CA-MHB 2gLGalactose,4.481335297799999,0.24832400462254345,2.0,100.0,4.3057437102,101.0,4.6569268854,,
