,BSU__misc_RNA_41
LBexp_1,15.1666
LBexp_2,15.4832
LBexp_3,15.2042
LBtran_1,15.9851
LBtran_2,15.9184
LBtran_3,15.9661
LBstat_1,16.4685
LBstat_2,16.4549
LBstat_3,16.4547
LBGexp_1,14.918
LBGexp_2,15.2551
LBGexp_3,15.2134
LBGtran_2,15.2992
LBGtran_3,15.3575
LBGstat_1,15.9568
LBGstat_2,15.4287
LBGstat_3,15.0081
S0_1,16.2175
S0_2,16.1144
S0_3,16.2805
S1_1,16.2287
S1_2,16.4747
S1_3,16.0696
S2_1,16.2984
S2_2,16.4463
S2_3,16.264
S3_1,16.4201
S3_2,16.3435
S4_1,16.3342
S4_2,16.2666
S4_3,16.4767
S5_1,16.3313
S5_2,16.2674
S5_3,16.4187
S6_1,16.4275
S6_2,16.471
S6_3,15.9775
S6/t_1,16.4936
S6/t_2,16.4778
S6_4,16.1727
S6_5,16.4831
S6_6,16.4604
S7_4,16.3854
S7_5,16.3871
S7_6,16.3969
S8_4,16.1863
S8_5,16.3908
G135_1,14.798
G135_3,14.0518
G150_1,14.4138
G150_2,15.389
G150_3,14.4062
G180_1,14.6815
G180_2,15.0666
G180_3,15.2018
C30_1,15.0803
C30_2,16.1393
C90_1,16.2691
C90_2,16.4639
BI_1,16.3658
BI_2,16.458
BC_2,16.4883
BC/t_1,16.5081
BC/t_2,16.4787
BC_1,16.4102
Sw_1,16.5085
Sw_2,16.5021
BT_1,16.4216
BT_2,15.9467
B36_1,16.4245
B36_2,16.4431
B60_1,16.479
B60_2,16.477
M9exp_1,16.1785
M9exp_2,15.848
M9exp_3,15.7149
M9tran_1,15.6138
M9tran_2,15.59
M9tran_3,16.1153
M9stat_1,16.4339
M9stat_2,16.4318
M9stat_3,16.444
M+G_1,15.0722
M+G_2,15.6758
M+G_3,15.9181
Glu_1,15.5318
Glu_2,16.166
Glu_3,16.2999
Fru_1,16.4641
Fru_2,16.4429
Fru_3,15.6084
Mal_1,15.7415
Mal_2,16.1497
Mal_3,15.1935
G+S_2,16.403
G+S_3,16.2756
Pyr_1,16.381
Pyr_2,16.4546
Pyr_3,16.1126
Gly_1,16.3071
Gly_2,16.4662
Gly_3,16.1196
Glucon_1,15.4818
Glucon_2,16.0157
Glucon_3,14.879
aero_1,16.091
aero_2,15.7636
aero_3,16.0221
nit_1,16.4667
nit_2,16.481
nit_3,16.1878
ferm_1,16.0334
ferm_2,16.4576
ferm_3,16.308
T-5.40H_1,16.3336
T-4.40H_1,16.3423
T-3.40H_1,16.3808
T-2.40H_1,16.0322
T-1.40H_1,16.1884
T-1.10H_1,15.6007
T-0.40H_1,16.4338
T0.0H_1,16.0395
T0.30H_1,16.4536
T1.0H_1,16.4685
T1.30H_1,16.4551
T2.0H_1,16.2459
T2.30H_1,16.417
T3.0H_1,16.4548
T3.30H_1,16.4534
T4.0H_1,16.4168
T5.0H_1,16.477
HPh_1,16.4409
HPh_2,16.2641
HPh_3,16.4328
LPh_1,16.4134
LPh_2,16.3565
LPh_3,16.3482
LPhT_1,16.4306
LPhT_2,16.4309
LPhT_3,16.469
SMMPr_1,16.2002
SMMPr_2,16.3049
SMMPr_3,15.9841
HiTm_1,16.4655
HiTm_2,16.4777
HiTm_3,16.4735
LoTm_1,16.3544
LoTm_2,16.2234
LoTm_3,16.0909
HiOs_1,16.4689
HiOs_2,16.4621
HiOs_3,16.4696
BMM_1,15.5112
BMM_2,15.6715
BMM_3,15.1326
Heat_1,15.8693
Heat_2,15.6846
Heat_3,14.6653
Cold_1,15.6388
Cold_2,15.1597
