,A,NarL,Dnr
R2,,0.2741150494980197,0.22578242144199268
xmin,,-2.351913409,-5.981426667
xmid,,,-4.338521059509735
xmax,,4.268279082,4.809030111
ystart,,-4.486633512909591,-6.178549971658181
yend,,9.246186036948162,7.785630285824747
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.7983520938,-0.20336508,-0.33212996300000003
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.7983520938,0.20336508,0.33212996300000003
AB569_EDTA_NaNO2:NaNO2:1,-11.5488642012,-0.211360776,-2.212944892
AB569_EDTA_NaNO2:NaNO2:2,-11.5505051884,-0.202624577,-1.77083698
AB569_EDTA_NaNO2:EDTA:1,-4.2246810226000004,-0.9262839230000001,-1.473702187
AB569_EDTA_NaNO2:EDTA:2,-4.1032348502,-0.7860483730000001,-1.978841262
AB569_EDTA_NaNO2:EDTA:3,-4.8126944394,-0.726201085,-2.067638287
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-10.9559164912,-0.48789973400000003,-2.172064473
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-10.9078658218,-0.253315016,-1.4290740990000002
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.1378845453,-0.052057765000000006,0.006977635
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.1378845453,0.052057765000000006,-0.006977635
Anthranilate_metabolism_GntR_AntP:antP:1,0.3317072059,-0.268214518,0.5147234940000001
Anthranilate_metabolism_GntR_AntP:antP:2,0.5764802916,0.145552983,0.9188606850000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.0047184682,-0.050206557000000006,0.0056712180000000004
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.0047184682,0.050206557000000006,-0.0056712180000000004
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,0.2521439646,-0.37794296,-0.42109512800000004
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.5160484983,-0.618766857,-0.565625189
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.9530958526000001,-1.244649039,-0.425434739
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.28107289,-0.825670372,-0.695634771
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-0.8112684545000001,-1.936775166,0.598776304
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,0.1626449871,-1.8090338190000002,0.6656411320000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,0.27600614030000004,-1.8897308,0.719623242
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-0.08132089740000001,-1.887664038,0.54154156
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-0.112982387,-0.7899794520000001,-0.39520222600000005
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.17638679710000002,-0.6447860160000001,-0.38666235
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.16169700580000002,-0.800839167,-0.36132207
Catabolise_Nucleic_Acids:L_asp:1,-0.0714526533,0.508491502,-0.007540904
Catabolise_Nucleic_Acids:L_asp:2,-0.8983916601,0.598411468,-0.381941754
Catabolise_Nucleic_Acids:DNA_1:1,-0.3557044589,-0.211887821,-0.017114069000000003
Catabolise_Nucleic_Acids:DNA_1:2,0.4580586063,0.351485417,0.268474643
Catabolise_Nucleic_Acids:DNA_1:3,-0.1023541474,-0.13959759600000002,-0.25136057300000003
Catabolite_repression:del_hfq_crc_wt:1,0.0615968594,-0.024759662,0.155397363
Catabolite_repression:del_hfq_crc_wt:2,-0.0615968594,0.024759662,-0.155397363
Catabolite_repression:delHfq:1,0.44796521050000004,-0.11239898300000001,0.338065447
Catabolite_repression:delHfq:2,0.4073664763,0.13383382,0.508549016
Catabolite_repression:deldcrc:1,0.9088749571,0.663842418,0.31383014600000003
Catabolite_repression:deldcrc:2,1.0441589055,0.6570473920000001,0.44445076200000005
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,1.5505021141,-0.09235625800000001,-0.285639511
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,-1.0248469189,0.01971373,-0.079727346
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.5256551952,0.072642527,0.365366858
Diallyl_disulphide_treatment:PAO1_DDS:1,-1.0819772509,-1.720513739,-0.80073109
Diallyl_disulphide_treatment:PAO1_DDS:2,0.023334888300000002,-1.5539026740000002,-0.7598774450000001
Diallyl_disulphide_treatment:PAO1_DDS:3,2.6318275385,-0.701163349,-0.367344329
Dispersed_cells:PAO1_dispersed_wt:1,1.1850588608,0.13937143500000002,-0.20772669700000002
