,A,CbrB
R2,,0.0023925528323767153
xmin,,-1.500252867
xmid,,0.02073436948121715
xmax,,1.629756784
ystart,,0.5791071629301063
yend,,2.447854124699199
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.7739972730000001,0.020270765
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.7739972730000001,-0.020270765
AB569_EDTA_NaNO2:NaNO2:1,2.3891406010000003,0.635319049
AB569_EDTA_NaNO2:NaNO2:2,-1.1627223899999999,0.5253835840000001
AB569_EDTA_NaNO2:EDTA:1,-1.296859321,0.628223638
AB569_EDTA_NaNO2:EDTA:2,-0.77053215,0.785175465
AB569_EDTA_NaNO2:EDTA:3,-0.8801202410000001,0.7480647850000001
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-2.8272104430000002,0.779577218
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-3.175513497,1.034117081
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.001611802,-0.085187919
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.001611802,0.085187919
Anthranilate_metabolism_GntR_AntP:antP:1,-1.990807062,-0.396667252
Anthranilate_metabolism_GntR_AntP:antP:2,-2.718485421,-0.238557192
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.40967753900000003,0.039703363000000005
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.40967753900000003,-0.039703363000000005
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,1.252557409,-0.400054781
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.6544818990000001,-0.183086833
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.21105849200000001,-1.00725346
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-2.584453124,-0.852037979
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,7.866187934,-0.376722102
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,7.011089365,0.00768657
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,7.65016284,0.010088688
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,8.408233967,-0.24180694800000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-2.025572878,-0.851241896
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-1.33622615,-0.43732558600000004
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.7345684520000001,-0.14291916100000002
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.14646838,0.082652004
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.14646838,-0.082652004
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,0.821116731,-0.482173302
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,1.095935635,-0.48535722600000003
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,-3.580834359,0.11622080800000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,-3.633121277,0.125773395
Catabolite_repression:del_hfq_crc_wt:1,1.11581263,-0.034909321
Catabolite_repression:del_hfq_crc_wt:2,-1.11581263,0.034909321
Catabolite_repression:delHfq:1,-1.24440557,-0.184896484
Catabolite_repression:delHfq:2,-1.458615639,-0.173500081
Catabolite_repression:deldcrc:1,-2.87072588,-0.011608568000000001
Catabolite_repression:deldcrc:2,-2.239945492,-0.09714567
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.056100104000000005,0.027336012000000003
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.250407205,0.08037627500000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.306507309,-0.107712288
Diallyl_disulphide_treatment:PAO1_DDS:1,11.2092512,-0.45136473
Diallyl_disulphide_treatment:PAO1_DDS:2,11.86253028,-0.49464023300000004
Diallyl_disulphide_treatment:PAO1_DDS:3,12.19720435,-0.302008581
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,-0.143563247,-0.012502002000000002
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,0.143563247,0.012502002000000002
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,-0.08342498,0.01657319
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,0.7376913460000001,-0.156347323
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,-0.144504279,-0.045014240000000004
HapZ_SagS_mutant:delHapZp:1,0.5860106270000001,0.34370257600000004
HapZ_SagS_mutant:delHapZp:2,-0.129810531,0.29333943700000004
HapZ_SagS_mutants:PA_HapZ_SagS_wt:1,0.8325572290000001,0.14763378700000002
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,-0.68805295,-0.102619546
HapZ_SagS_mutants:delHApZ:1,-1.7031880890000002,-0.56818084
HapZ_SagS_mutants:delHApZ:2,-1.6912792030000001,-0.213100806
HapZ_SagS_mutants:delHApZ:3,-1.5917698690000002,-0.40888936800000003
