,A,AmpR
R2,,0.005003087405875295
xmin,,-4.034875215
xmid,,
xmax,,1.587130218
ystart,,2.6832065833375007
yend,,0.06816707258695287
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.1804150772,0.010390138
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.1804150772,-0.010390138
AB569_EDTA_NaNO2:NaNO2:1,2.3040982098000002,0.43968017000000004
AB569_EDTA_NaNO2:NaNO2:2,2.4523558403,0.087778888
AB569_EDTA_NaNO2:EDTA:1,0.7075816377,-0.13161405
AB569_EDTA_NaNO2:EDTA:2,0.9838844285,-0.103849776
AB569_EDTA_NaNO2:EDTA:3,1.1369384104,0.062322501
AB569_EDTA_NaNO2:NaNO2_EDTA:1,2.0448984836,0.286567194
AB569_EDTA_NaNO2:NaNO2_EDTA:2,2.1224529821,-0.149266232
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.0999320088,-0.206724433
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.0999320088,0.206724433
Anthranilate_metabolism_GntR_AntP:antP:1,-0.5883014464,-0.069730813
Anthranilate_metabolism_GntR_AntP:antP:2,-0.3590464967,0.037783068
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.0079630647,-0.044737228000000004
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.0079630647,0.044737228000000004
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-0.8684330849,-0.384088963
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.24958295300000002,-0.061254452
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.8407070255,-0.19996666
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-1.2456587542,0.223508108
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,0.6813227808,-4.034875215
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,1.0097451085,-3.467527284
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,0.8069222045000001,-3.573154843
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,0.8603063839,-3.471430844
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-1.1418951321,0.138046903
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-0.2413284788,0.187787439
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.5738341583000001,0.08741697
Catabolise_Nucleic_Acids:L_asp:1,0.9478759682000001,0.769935868
Catabolise_Nucleic_Acids:L_asp:2,0.7616768883,0.039523366000000004
Catabolise_Nucleic_Acids:DNA_1:1,-0.1775722415,0.19382058200000002
Catabolise_Nucleic_Acids:DNA_1:2,-0.021644992000000002,0.152781407
Catabolise_Nucleic_Acids:DNA_1:3,0.1992172335,-0.34660199
Catabolite_repression:del_hfq_crc_wt:1,-0.2031221238,-0.08783426700000001
Catabolite_repression:del_hfq_crc_wt:2,0.2031221238,0.08783426700000001
Catabolite_repression:delHfq:1,-1.4227678831000001,-0.38428984400000005
Catabolite_repression:delHfq:2,-0.7675891623000001,-0.295125428
Catabolite_repression:deldcrc:1,-1.1619169554,0.38715770600000005
Catabolite_repression:deldcrc:2,-1.3071185348,0.103116727
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.301969662,0.203319571
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.24114877280000002,-0.037363399000000005
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.5431184348,-0.165956172
Diallyl_disulphide_treatment:PAO1_DDS:1,-4.3524712266,-0.8532411940000001
Diallyl_disulphide_treatment:PAO1_DDS:2,-5.3494223757,-0.805412596
Diallyl_disulphide_treatment:PAO1_DDS:3,-4.1422343314,-0.5261433750000001
Dispersed_cells:PAO1_dispersed_wt:1,1.0976843134,0.101925686
Dispersed_cells:PAO1_dispersed_wt:2,-1.0976843134,-0.101925686
Dispersed_cells:PyhjH_dispersed:1,0.21655882210000002,0.292783024
Dispersed_cells:PyhjH_dispersed:2,0.004053827800000001,0.257442912
Dispersed_cells:PA01_Planktonic:1,1.9221278169,0.408510878
Dispersed_cells:PA01_Planktonic:2,0.6185962625,0.215915355
Dispersed_cells:PAO1_Biofilm:1,1.727060447,1.476056942
Dispersed_cells:PAO1_Biofilm:2,1.7575488283,0.777080419
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,-3.067173668,0.128014329
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,-2.3151470075000002,0.146434681
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,-2.3451270397,-0.018406809
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,-0.2524352755,-0.26241668
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,-0.0987102027,0.074948466
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,0.3511454781,0.18746821400000002
Farnesol_treatment:RNA of 0-1F_L:1,0.0455689222,0.07185282600000001
Farnesol_treatment:RNA of 0-1F_L:2,-0.0088234617,-0.152848129
Farnesol_treatment:RNA of 0-1F_L:3,-0.0367454605,0.080995303
Farnesol_treatment:RNA of 6-F_L1:1,-0.6069329278000001,0.058770853000000005
Farnesol_treatment:RNA of 6-F_L1:2,0.37833896040000004,-0.17704853
Farnesol_treatment:RNA of 6-F_L1:3,0.012804992500000001,-0.005417394000000001
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,0.41099608060000004,0.048853812
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,-0.41099608060000004,-0.048853812
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,-0.0110274091,-0.195292715
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,-0.1614827468,-1.023034212
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,0.0042579806,0.29208770900000003
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,-1.0121692912,0.536290114
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,1.255830217,0.615187703
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,0.0419590757,-0.673918097
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,0.9659522348,-0.15445972600000002
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,0.85486459,0.912908311
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,-0.45873834550000003,-0.172101832
HapZ_SagS_mutant:delHapZp:1,0.2266642204,-0.012564294
HapZ_SagS_mutant:delHapZp:2,0.8667718274,-0.222333051
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,0.5720910571,0.401174688
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,-0.11335271150000001,-0.22907285600000002
HapZ_SagS_mutants:delHApZ:1,0.2555009367,-0.408072409
HapZ_SagS_mutants:delHApZ:2,-0.0542366622,-0.144388954
HapZ_SagS_mutants:delHApZ:3,0.0913540145,-0.334207083
HapZ_SagS_mutants:delSagS:1,0.4990453057,-0.251179046
HapZ_SagS_mutants:delSagS:2,0.9266823743,-0.44802647900000003
HapZ_SagS_mutants:delSagS:3,1.0790815363,0.501934583
HapZ_SagS_mutants:delHapZp:3,0.7077824636000001,0.167925508
Lung_infection_transcriptome:PA01_LS1:1,-1.2716084416,-0.196130735
Lung_infection_transcriptome:PA01_LS1:2,-1.0471722203,-0.13304733200000002
