,A,PvdS
R2,,0.8635752258642493
xmin,,-3.523664418
xmid,,-1.477715310624671
xmax,,8.396726988
ystart,,-5.261890601224188
yend,,33.35218323784477
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.9302491658,0.204490102
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.9302491658,-0.204490102
AB569_EDTA_NaNO2:NaNO2:1,3.9427754351,1.464093826
AB569_EDTA_NaNO2:NaNO2:2,4.8677386796,0.8814031999999999
AB569_EDTA_NaNO2:EDTA:1,34.930491293,6.831936475
AB569_EDTA_NaNO2:EDTA:2,34.7224166111,6.983000993
AB569_EDTA_NaNO2:EDTA:3,34.1480102306,6.871285982
AB569_EDTA_NaNO2:NaNO2_EDTA:1,5.0593366307,2.1067558650000002
AB569_EDTA_NaNO2:NaNO2_EDTA:2,5.4247117806,1.032907582
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.21874653730000002,0.182875374
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.21874653730000002,-0.182875374
Anthranilate_metabolism_GntR_AntP:antP:1,1.8237314404,0.32808997100000004
Anthranilate_metabolism_GntR_AntP:antP:2,1.5511455309,0.42513094500000004
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.19609892040000002,-0.090180437
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.19609892040000002,0.090180437
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,1.8893305491999999,-0.469118749
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,2.7982118912000002,-0.320484704
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,2.0510610547,0.494046847
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,1.9287776781,0.670900153
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-3.2198333360999998,-1.9598035010000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-3.2388494057,-1.868744809
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-3.3883239535,-2.115256611
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-3.1378763274,-1.811341435
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,2.0207047072,0.54887885
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,1.071587927,0.16135247900000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,1.1018740302,-0.18090967400000002
Catabolise_Nucleic_Acids:L_asp:1,-6.3917723439,0.186094548
Catabolise_Nucleic_Acids:L_asp:2,-2.686121128,0.49778306800000005
Catabolise_Nucleic_Acids:DNA_1:1,-0.0482620618,0.123023273
Catabolise_Nucleic_Acids:DNA_1:2,-0.5483248389000001,-0.14786247600000002
Catabolise_Nucleic_Acids:DNA_1:3,0.5965869007,0.024839203
Catabolite_repression:del_hfq_crc_wt:1,0.1496907397,0.05596045400000001
Catabolite_repression:del_hfq_crc_wt:2,-0.1496907397,-0.05596045400000001
Catabolite_repression:delHfq:1,0.7611921149,0.269808439
Catabolite_repression:delHfq:2,0.6162470964,0.24750497500000002
Catabolite_repression:deldcrc:1,3.1344304132,0.938835517
Catabolite_repression:deldcrc:2,3.5551507733000003,0.305031751
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.0812284857,-0.591381122
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,-0.09395081720000001,0.674643172
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,0.0127223315,-0.08326205
Diallyl_disulphide_treatment:PAO1_DDS:1,2.9445211121,3.834890173
Diallyl_disulphide_treatment:PAO1_DDS:2,5.1938854845,4.699758307
Diallyl_disulphide_treatment:PAO1_DDS:3,10.749957646,5.21473495
Dispersed_cells:PAO1_dispersed_wt:1,-1.1171731533,0.0
Dispersed_cells:PAO1_dispersed_wt:2,1.1171731533,0.0
Dispersed_cells:PyhjH_dispersed:1,16.3093075468,3.037010893
Dispersed_cells:PyhjH_dispersed:2,13.8250417167,3.711343226
Dispersed_cells:PA01_Planktonic:1,33.2218174464,8.396726988
Dispersed_cells:PA01_Planktonic:2,33.3834473778,8.356661385
Dispersed_cells:PAO1_Biofilm:1,28.6760199424,6.815529746
Dispersed_cells:PAO1_Biofilm:2,29.9976097352,7.402043215
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,-2.9574904988,1.651509178
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,-2.4033202283,1.6952443719999999
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,-2.9061916075000003,1.359158256
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,0.0714584102,-0.169686097
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,0.0434722601,0.129843168
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,-0.1149306704,0.039842929
Farnesol_treatment:RNA of 0-1F_L:1,0.34955710830000003,-0.039942597
Farnesol_treatment:RNA of 0-1F_L:2,0.3424398313,0.572367548
Farnesol_treatment:RNA of 0-1F_L:3,-0.6919969397,-0.532424951
Farnesol_treatment:RNA of 6-F_L1:1,0.23508649850000002,0.24027255800000002
Farnesol_treatment:RNA of 6-F_L1:2,0.8616860801,0.251378941
Farnesol_treatment:RNA of 6-F_L1:3,0.2927371166,0.510500562
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,-0.0481717709,0.131769464
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,0.0481717709,-0.131769464
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,-0.38274849380000003,0.024335372
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,-0.17804658850000002,-0.182454936
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,-1.5623999317,-0.307294699
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,2.7799483240000002,1.080103389
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,10.4446141439,2.875875558
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,-1.48151859,-1.190809877
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,0.26397019780000003,0.418001186
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,5.8567018752,1.5502052750000002
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,-0.6637394836,-0.468397547
