,A,Anr,NrdR
R2,,0.21515281807916564,0.020776339491963447
xmin,,-2.303858279,-2.360162707
xmid,,,-0.05019120903448854
xmax,,1.8268885940000001,1.150628173
ystart,,-9.060746132411031,0.3721056145833156
yend,,7.115310671430131,-5.188306402402157
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-3.166085034,0.09711222700000001,0.050192973
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,3.166085034,-0.09711222700000001,-0.050192973
AB569_EDTA_NaNO2:NaNO2:1,-10.96979447,1.615533828,-0.292624679
AB569_EDTA_NaNO2:NaNO2:2,-10.42795968,1.8268885940000001,-0.20845321700000002
AB569_EDTA_NaNO2:EDTA:1,-8.413024538,-0.767942444,-0.070291834
AB569_EDTA_NaNO2:EDTA:2,-7.414322058,-0.858831431,-0.285373663
AB569_EDTA_NaNO2:EDTA:3,-7.912757585,-1.019235175,-0.165570725
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-12.95741942,1.564269817,-0.462942648
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-11.03577929,1.7404994390000001,-0.42459734600000004
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.06110580300000001,-0.069761662,-0.046064148000000006
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.06110580300000001,0.069761661,0.046064148000000006
Anthranilate_metabolism_GntR_AntP:antP:1,-3.147311292,-0.536426135,-0.432819347
Anthranilate_metabolism_GntR_AntP:antP:2,-3.086869937,-0.294889131,-0.390973134
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.00757759,0.03367226,-0.08251289
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.00757759,-0.03367226,0.08251289
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,4.86311258,-0.25177014000000003,0.311990323
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.08804632300000001,-0.261728882,0.154629693
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-3.333679761,-1.026299884,-0.736879766
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-3.349556025,-1.4606031860000002,-0.6062406210000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,5.784243026,0.020743648,0.043210426
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,5.395534082,-0.14413474,-0.049097771000000005
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,5.5208160710000005,0.035720781,0.22779594400000003
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,5.994853965,-0.335253903,-0.146269371
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-3.999726379,-1.355983053,-0.548483242
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-3.879999375,-1.209369176,-0.044307494
