,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,2AA__WT,1.3877787807814457e-17,0.41682122300962277,4.0,0.0,-0.0444351206,1.0,-0.2666375977,2.0,0.6026194551,3.0,-0.2915467368
1,2AA__del_ridA,0.11709062185,0.15822297845958697,4.0,4.0,0.2982495001,5.0,-0.06856782900000001,6.0,0.056867173400000005,7.0,0.18181364290000002
2,GC_MS__WT,1.1564823173178713e-18,0.0530377146182375,3.0,8.0,0.0612349401,9.0,-0.031460533,10.0,-0.0297744071,,
3,GC_MS__del_slyA,0.0106017846,0.056258540235247886,2.0,11.0,-0.0291790107,12.0,0.0503825799,,,,
4,Rho__WT,3.33333360913457e-11,0.7251677395544146,3.0,13.0,0.2008939068,14.0,-0.8044352197,15.0,0.603541313,,
5,Rho__rho_Y80C,6.423707720566667,0.5100717221201524,3.0,16.0,5.8741574351,17.0,6.8819740743,18.0,6.5149916523,,
6,Rho__rho_K130Q,1.0981070891,0.16437692636879686,3.0,19.0,1.2485610637,20.0,1.1230922521,21.0,0.9226679515,,
7,flagella__WT,0.0,0.15354552549731024,2.0,22.0,-0.1085730823,23.0,0.1085730823,,,,
8,flagella__del_rfaL,-1.65180320675,0.19623071640914397,2.0,24.0,-1.5130471365,25.0,-1.790559277,,,,
9,flagella__del_rfaG,0.2899952492,0.08340520310247311,2.0,26.0,0.3489716339,27.0,0.2310188645,,,,
10,flagella__del_rfaD,0.6061136743,0.5578404072693177,2.0,28.0,0.2116609395,29.0,1.0005664091,,,,
11,nusG__WT_OD08,0.0,0.22103359302782127,2.0,30.0,0.1562943525,31.0,-0.1562943525,,,,
12,omv__spi2_ind_lowOD_intracellularRNAs,0.10091737656666667,0.2850184163033857,3.0,32.0,0.4090379116,33.0,-0.1533017625,45.0,0.0470159806,,
13,omv__spi2_ind_highOD_intracellularRNAs,-0.12984260253333332,0.09380589879092918,3.0,34.0,-0.2311909228,36.0,-0.1122733534,37.0,-0.0460635314,,
14,omv__spi1_ind_highOD_intracellularRNAs,3.0626201995,0.12010855317474682,3.0,35.0,2.9375512743,41.0,3.0732471722,42.0,3.177062152,,
