,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,6.8341358452000005,0.0003177794443199048,2.0,0.0,6.8343605492,5.0,6.8339111412
1,U01-Set001__USA300 LAC CA-MHB Control,8.2633752801,0.00995489321738478,2.0,1.0,8.2704144526,6.0,8.2563361076
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,8.28730180345,0.016802186552450672,2.0,2.0,8.2991827435,7.0,8.2754208634
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,8.140605011049999,0.10727631960014863,2.0,3.0,8.2164608241,8.0,8.064749198
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,8.1784224128,0.031185138350670882,2.0,4.0,8.2004736356,9.0,8.15637119
5,U01-Set000__USA300 TCH1516 CA-MHB Control,10.09020665575,0.10133822706346779,2.0,10.0,10.1618636033,29.0,10.0185497082
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,9.84551038705,0.034254266815763094,2.0,11.0,9.8697318114,30.0,9.8212889627
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,9.9760508441,0.24069323775173826,2.0,12.0,10.1462466647,31.0,9.8058550235
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,8.173001945,0.0952204219948454,2.0,13.0,8.2403329511,14.0,8.1056709389
9,U01-Set001__USA300 LAC RPMI+10%LB Control,8.1677592373,0.21030847045542286,2.0,15.0,8.0190486917,18.0,8.3164697829
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,8.0527246067,0.04175499356752814,2.0,16.0,8.0822498458,19.0,8.0231993676
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,8.0451632508,0.07387804089834944,2.0,17.0,7.9929235871,20.0,8.0974029145
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,9.4920685644,0.17443732542491291,2.0,21.0,9.3687227487,24.0,9.6154143801
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,9.216792793,0.043985187849293644,2.0,22.0,9.1856905684,25.0,9.2478950176
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,9.513837846000001,0.25492489846797894,2.0,23.0,9.6940969704,26.0,9.3335787216
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,9.81230413105,0.10406712226195869,2.0,27.0,9.8858906989,28.0,9.7387175632
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,9.808361872799999,0.07473509052101569,2.0,32.0,9.7555161835,33.0,9.8612075621
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,8.3292007819,0.10864290591456306,2.0,34.0,8.4060229174,38.0,8.2523786464
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,8.29432841465,0.14198959198428587,2.0,35.0,8.394730218,39.0,8.1939266113
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,8.2938087035,0.21161638154410908,2.0,36.0,8.1441733251,40.0,8.4434440819
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,8.48397742225,0.21974371846535473,2.0,37.0,8.6393596957,41.0,8.3285951488
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,8.30545702405,0.04044405104135943,2.0,42.0,8.2768587613,45.0,8.3340552868
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,8.3876747555,0.08199012333429281,2.0,43.0,8.3296989833,46.0,8.4456505277
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,8.468512137400001,0.025875810679254166,2.0,44.0,8.4868090986,47.0,8.4502151762
24,U01-Set003__USA300 TCH1516 CA-MHB Control,8.13065743565,0.0652901424202583,2.0,48.0,8.0844903332,52.0,8.1768245381
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,7.8829371248,0.0995699594081894,2.0,49.0,7.9533437183,53.0,7.8125305313
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,8.35194382405,0.2570136296034957,2.0,50.0,8.5336799044,54.0,8.1702077437
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,8.26300516525,0.07811566374361814,2.0,51.0,8.3182412808,55.0,8.2077690497
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,8.2053702688,0.0827523355126234,2.0,56.0,8.1468555312,57.0,8.2638850064
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,8.22449544195,0.02298184302904126,2.0,58.0,8.240746059,59.0,8.2082448249
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,8.67629806935,0.07250716852688988,2.0,60.0,8.7275683799,61.0,8.6250277588
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,8.71845572235,0.15466042832525034,2.0,62.0,8.6090942847,63.0,8.82781716
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,8.60399873335,0.1019097090669662,2.0,64.0,8.531937687,65.0,8.6760597797
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,8.6585598377,0.5879093212801854,2.0,66.0,8.2428451699,67.0,9.0742745055
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,8.94543274055,0.1481442494077347,2.0,68.0,8.8406789372,69.0,9.0501865439
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,8.720721343000001,0.2555572749518385,2.0,70.0,8.9014276251,71.0,8.5400150609
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,7.7048016851500005,0.08254656128746875,2.0,72.0,7.7631709184,73.0,7.6464324519
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,6.7634508083,0.25867664611145125,2.0,74.0,6.9463628189,75.0,6.5805387977
38,ICA-Set002__USA300 LAC CA-MHB Control,7.7244577132500005,0.17980817937659868,2.0,76.0,7.5973141303,77.0,7.8516012962
39,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLadenine,7.77305518835,0.2330864106174062,2.0,78.0,7.6082382068,79.0,7.9378721699
