k,name,regulator_readable,function,category,n_genes,exp_var,precision,recall,category_num
0,argR-1,argR,,Uncharacterized,15,0.00276825651601309,0.055045871600000004,0.4,0
1,fur-1,fur,,Uncharacterized,18,0.01083070874743619,0.058823529400000005,0.4444444444,1
2,rstA,rstA,,Uncharacterized,5,0.0023817680773885463,0.5,0.8,2
3,fur-2,fur,,Uncharacterized,15,0.006680648428908587,0.10294117650000001,0.9333333333,3
4,unchar-1,,,Uncharacterized,5,0.0009982889843698217,,,4
5,narP,narP,,Uncharacterized,24,0.007123989468010294,0.5263157895,0.8333333333,5
6,rpoH,rpoH,,Uncharacterized,32,0.005525616959579427,0.22608695650000002,0.8125,6
7,gutM,gutM,,Uncharacterized,4,0.0030447859898932172,0.5714285714,1.0,7
8,glpR,glpR,,Uncharacterized,9,0.007193952315746377,1.0,1.0,8
9,SPI1-2,,,Uncharacterized,15,0.01542043586221864,,,9
10,purR-1,purR,,Uncharacterized,23,0.006417556907946764,0.5428571429,0.8260869565000001,10
11,fliA,fliA,,Uncharacterized,35,0.01845003474374629,0.4655172414,0.7714285714,11
12,unchar-2,,,Uncharacterized,39,0.004626274347660941,,,12
13,ppGpp,,,Uncharacterized,23,0.03437096367344761,,,13
14,SG1_STM4302,,,Uncharacterized,3,0.002204461685274106,,,14
15,fim cluster,,,Uncharacterized,7,0.002802640596790029,,,15
16,cra,cra,,Uncharacterized,8,0.002228966385876552,0.0714285714,1.0,16
17,ula-Ascorbate,,,Uncharacterized,5,0.004689350114110535,,,17
18,unchar-3,,,Uncharacterized,113,0.0037921907607233463,,,18
19,csp-1,,,Uncharacterized,2,0.004838326823898509,,,19
20,pmrAB,,,Uncharacterized,14,0.005107196322105767,,,20
21,tartrate utilization,,,Uncharacterized,7,0.0011121473039402696,,,21
22,cytR,cytR,,Uncharacterized,8,0.002859325185534889,0.5833333333,0.875,22
23,ygbLM,,,Uncharacterized,7,0.004427943175545068,,,23
24,flhD;flhC,flhD;flhC,,Uncharacterized,38,0.028275486755125145,0.4342105263,0.8684210526,24
25,phoB,phoB,,Uncharacterized,15,0.0027244226964231455,0.303030303,0.6666666667000001,25
26,fhlA,fhlA,,Uncharacterized,11,0.005081076477945423,0.5882352941,0.9090909091,26
27,ribosome,,,Uncharacterized,20,0.009469240718668726,,,27
28,appY,appY,,Uncharacterized,11,0.0028736740830100915,1.0,0.7272727273,28
29,SG2_STM2329,,,Uncharacterized,1,0.0014861639277977678,,,29
30,SPI9,,,Uncharacterized,4,0.0010812741525105807,,,30
31,ppdABC,,,Uncharacterized,5,0.0009200117967828048,,,31
32,dpiA,dpiA,,Uncharacterized,18,0.003268657742706016,0.6000000000000001,0.33333333330000003,32
33,pdu,,,Uncharacterized,19,0.008315268236812612,,,33
34,arcA-1,arcA,,Uncharacterized,34,0.009872146821552352,0.045325779000000004,0.4705882353,34
35,glycosyltransferase,,,Uncharacterized,9,0.0020325103644646125,,,35
36,nanR,nanR,,Uncharacterized,11,0.005404411656580677,0.9,0.8181818182,36
37,torR,torR,,Uncharacterized,3,0.0012487991508008944,0.6000000000000001,1.0,37
38,cysB,cysB,,Uncharacterized,13,0.011125860123420095,0.6666666667000001,0.9230769231,38
39,zur,zur,,Uncharacterized,5,0.0010864473881988523,0.8,0.8,39
40,unchar-4,,,Uncharacterized,28,0.0018938299214098508,,,40
41,leu-tRNA,leu-tRNA,,Uncharacterized,16,0.007098709892766064,1.0,0.625,41
42,SPI16,,,Uncharacterized,3,0.0025438684527987476,,,42
43,rtcR,rtcR,,Uncharacterized,5,0.001667723503580576,1.0,0.4,43
44,molybdate,,,Uncharacterized,7,0.0024104849244556137,,,44
45,purR-2,purR,,Uncharacterized,7,0.004518928182084436,0.1428571429,0.7142857143,45
46,dsdC,dsdC,,Uncharacterized,6,0.0020847694700060204,1.0,0.5,46
47,SG3_cpxR,cpxR,,Uncharacterized,13,0.0023206123081056518,0.0952380952,0.4615384615,47
48,crp-1,crp,,Uncharacterized,9,0.0055078836195000536,0.0186721992,1.0,48
49,tricarboxylic transport,,,Uncharacterized,3,0.0027531306850414605,,,49
50,yciGFEkatN,mcbR,,Uncharacterized,5,0.008458056561937655,1.0,0.4,50
51,fra,,,Uncharacterized,4,0.003080141924153623,,,51
52,unchar-5,,,Uncharacterized,2,0.0047432892209529065,,,52
53,csrA,,,Uncharacterized,48,0.003044885850261414,,,53
54,kdpE,kdpE,,Uncharacterized,3,0.002525656904321938,1.0,1.0,54
55,lrp,lrp,,Uncharacterized,11,0.00588635985296726,0.0613496933,0.9090909091,55
56,rcsc related,,,Uncharacterized,21,0.003797075640145864,,,56
57,metJ,metJ,,Uncharacterized,11,0.005147189325735102,0.6000000000000001,0.8181818182,57
58,NikR,,,Uncharacterized,5,0.003017110707820181,,,58
59,rpoS,rpoS,,Uncharacterized,97,0.033938842902197175,0.1319148936,0.31958762890000003,59
60,SG4_hilC,,,Uncharacterized,8,0.002625922630499322,,,60
