k,name,regulator_readable,function,category,n_genes,exp_var,precision,recall,category_num
0,SigH,sigH,Sigma Factor involved in heat shock and oxidative stress response,Virulence/Persistence,45,0.010425707804602724,0.0821917808,0.8,10
1,Polyketide Synthase Complex,,KEGG Map related to the synthesis of type II polyketide backbone ,Fatty Acid/Cholesterol,2,0.0037297140074089574,0.33333333330000003,1.0,3
2,IniR,iniR,Transcription factor that regulates the expression of the ini operon (iniBAC),Antibiotic,3,0.0035526450911775864,0.1,1.0,9
3,PyrR,pyrR,Transcription factor that regulates the expression of pyrimidine nucleotide operons,Nucleic Acids,44,0.01686442969753532,0.0,0.0,2
4,WhiB4,whiB4,Redox-Responsive transcription regulator that regulates protection response during infection,Redox,95,0.030625685506715628,0.1848341232,0.41052631580000004,7
5,DevR-1,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox,22,0.05119237539651578,0.037037037,0.5,7
6,MarR,marR,Transcription factor that regulates the response to acid stress,Acid Stress,16,0.010770224173221044,0.0,0.0,8
7,GroEL-GroES Complex,,Gene Ontology Term specific to the bacterial chaperonin complex,Amino Acids,8,0.0103229090416328,0.0714285714,0.75,1
8,IdeR,ideR,Metal-Dependent DNA-Binding protein that controls genes related to iron metabolism,Metal Related,44,0.011254868270903606,0.8409090909,0.8409090909,4
9,SigK,sigK,Sigma Factor involved in the production of antigenic proteins,Unknown Function,8,0.0032238528355558183,0.4117647059,0.875,13
10,RicR,ricR,Copper responsive transcription factor that regulates metal metabolism genes,Metal Related,14,0.012608340013086416,0.5714285714,0.5714285714,4
11,EccE1 KO,,Single Gene iModulon that captures EccE1 knockout,KO,2,0.0006991293775893137,0.0,0.0,11
12,Mycofactocin Synthesis Pathway,,Manually annotated iModulon that captures multiple genes associated with mycofactocin metabolism,Fatty Acid/Cholesterol,6,0.004917004808265402,0.8333333333,0.8333333333,3
13,SG_1,,Single Gene iModulon 1,Single Gene,3,0.0012401702025541805,0.0,0.0,12
14,SG_2,,Single Gene iModulon 2,Single Gene,2,0.0011490365839875727,0.0,0.0,12
15,BkaR,bkaR,Transcription factor that regulates genes related to branched-chain keto-acid metabolism,Central Carbon,8,0.004052845960218265,0.16216216220000002,0.75,0
16,Mce3R,mce3R,Transcription factor that regulates the mce3 virulence operon,Virulence/Persistence,15,0.006847473611606758,0.5,0.8,10
17,VirS,virS,Transcription factor that is activated and responds to acidic environments,Redox,7,0.006335192641182208,0.875,1.0,7
18,Unc_1,,Uncharacterized iModulon 1,Uncharacterized,3,0.00661478958945616,0.0,0.0,14
19,WhiB6,whiB6,Transcription factor that regulates ESX-1 system membrane transport proteins,Redox,16,0.0021767373770965603,0.33333333330000003,0.3125,7
20,FasR,fasR,Transcription factor that controls the expression of fatty acid metabolism genes,Fatty Acid/Cholesterol,12,0.004000481654847898,1.0,0.4166666667,3
21,MprA,mprA,Transcription factor that regulates multiple stress responsive genes,Virulence/Persistence,7,0.006820533206719603,0.023569023600000003,1.0,10
22,SG_3,,Single Gene iModulon 3,Single Gene,9,0.002140161145811059,0.0,0.0,12
23,PrpR,prpR,Transcription factor that is involved in catabolism of short chain fatty acids via gloxylate and methylcitrate cycle,Central Carbon,5,0.005347900945081641,0.0,0.0,0
24,Salicylate Induced,,Manually annotated iModulon where genes were found to change expression when exposed to salicylate,Metal Related,2,0.003321875379904471,0.0,0.0,4
