,A,argR
R2,,0.048443668808077156
xmin,,-4.2035371127
xmid,,
xmax,,1.8664877612000002
ystart,,5.07710526922344
yend,,-1.5533005869025027
2AA:WT:1.0,-0.4101034682,0.3275377378
2AA:WT:2.0,0.2012711643,0.0448632816
2AA:WT:3.0,-0.20371266000000002,-0.0727822382
2AA:WT:4.0,0.4125449639,-0.2996187811
2AA:del_ridA:1.0,0.16443831,-0.036585218600000004
2AA:del_ridA:2.0,-0.30499954230000004,0.1133718565
2AA:del_ridA:3.0,0.47740537790000004,-0.0939733547
2AA:del_ridA:4.0,0.13097810840000002,0.0879873766
GC_MS:WT:1.0,-0.0311075196,0.12395555280000001
GC_MS:WT:2.0,0.2249614329,-0.1541261524
GC_MS:WT:3.0,-0.1938539133,0.0301705996
GC_MS:del_slyA:1.0,1.1549743101,-0.1045992033
GC_MS:del_slyA:2.0,1.6880242101,-0.1930600254
Rho:WT:1.0,-0.0478587623,-0.017048491500000002
Rho:WT:2.0,0.2363703834,-0.11865728140000001
Rho:WT:3.0,-0.1885116211,0.1357057729
Rho:rho_Y80C:1.0,1.3235158827,-0.2661421807
Rho:rho_Y80C:2.0,0.4587781702,-0.2339328527
Rho:rho_Y80C:3.0,0.6729970442000001,-0.1229609985
Rho:rho_K130Q:1.0,-0.2564261742,-0.011076460100000001
Rho:rho_K130Q:2.0,-0.0650542799,-0.0124603049
Rho:rho_K130Q:3.0,0.35926877490000003,0.0500070137
flagella:WT:1.0,-0.2733156725,-0.2026692508
flagella:WT:2.0,0.2733156725,0.2026692508
flagella:del_rfaL:1.0,-1.8560581098000002,0.2377101979
flagella:del_rfaL:2.0,-0.2096891669,0.0517188827
flagella:del_rfaG:1.0,-1.3530678749,0.8792728846000001
flagella:del_rfaG:2.0,-0.1556640943,0.7054936651
flagella:del_rfaD:1.0,-5.1550099947,0.5105126432
flagella:del_rfaD:2.0,-4.2565497952,0.6578761643000001
nusG:WT_OD08:1.0,0.2905091343,-0.023835684000000003
nusG:WT_OD08:2.0,-0.2905091343,0.023835684000000003
omv:spi2_ind_lowOD_intracellularRNAs:1.0,2.6248527547,0.0342367467
omv:spi2_ind_lowOD_intracellularRNAs:2.0,-1.1538254504,0.46071484500000004
omv:spi2_ind_highOD_intracellularRNAs:1.0,6.0035071847,-0.2330252087
omv:spi1_ind_highOD_intracellularRNAs:1.0,5.9627633251,0.6587297089
omv:spi2_ind_highOD_intracellularRNAs:2.0,5.0031507914,0.1238100256
omv:spi2_ind_highOD_intracellularRNAs:3.0,2.8618235509,-0.0089725297
omv:controlPCN_highOD_intracellularRNAs:1.0,5.6034039149,1.6518135916999999
omv:controlPCN_highOD_intracellularRNAs:2.0,4.155358632,1.4897030555000002
omv:controlPCN_highOD_intracellularRNAs:3.0,8.6787695496,1.7137733661999999
omv:spi1_ind_highOD_intracellularRNAs:2.0,5.2606175499,0.682915389
omv:spi1_ind_highOD_intracellularRNAs:3.0,5.3337084729,0.6419600139
omv:controlPCN_lowOD_intracellularRNAs:1.0,-0.0838502961,0.0495025284
omv:controlPCN_lowOD_intracellularRNAs:2.0,-0.2009664608,-0.1164964973
omv:spi2_ind_lowOD_intracellularRNAs:3.0,0.12851580940000001,0.41690697660000003
omv:controlPCN_lowOD_intracellularRNAs:3.0,0.2848167569,0.0669939688
sv5015:STM1625:1.0,4.0711992307,0.129769932
sv5015:STM1625:2.0,4.0857578252,0.47594442810000004
sv5015:STM1625:3.0,3.5848534732,0.32983209500000005
sv5015:STM0581:1.0,14.516368871000001,0.5813885474
sv5015:STM0581:2.0,15.4899738851,0.6547622701
sv5015:STM0581:3.0,16.4342742792,0.5025879066
sv5015:WT:1.0,-0.41165818330000004,0.055756463400000005
sv5015:WT:2.0,0.3772487639,0.0418139437
sv5015:WT:3.0,0.0344094194,-0.0975704071
tomato:tomato_root:1.0,1.0354937723,0.1761065944
tomato:tomato_root:2.0,0.7898968691,0.2054585612
tomato:tomato_root:3.0,-0.0519801203,0.2099108603
tomato:LB:1.0,0.33927659330000004,-0.0797067566
tomato:LB:2.0,-0.33927659330000004,0.0797067566
