locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
new_2079086_2079196,0.135365324,S728,independent transcript,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2079086_2079196
BSU__misc_RNA_32,0.100062177,bsrA,6S RNA,No COG category,"bsrA, bsrA->yocH",,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_misc_RNA_32
new_559146_559263,0.099101464,S179,5'UTR of cspC,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_559146_559263
BSU_05120,0.09600657900000001,cspC,cold shock protein,Transcription,cspC,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU05120
BSU_25569,0.09251231,yqzM,unknown,Function unknown,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU25569
BSU__misc_RNA_60,0.09133566700000001,BSU_misc_RNA_60,,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_misc_RNA_60
new_2273515_2273748,0.086331403,bsrG,hydrophobic class I toxin,No COG category,bsrG,SigA,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2273515_2273748
new_1655788_1655880_c,0.08473475600000001,S575,5'UTR of rpmB,No COG category,,stringent response,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1655788_1655880_c
BSU_14760,0.083373559,ylaF,unknown,No COG category,ylaF,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU14760
BSU_09700,0.08192292300000001,bmrB,leader peptide,No COG category,bmrB->bmrD,"AbrB,BmrB",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU09700
new_1056384_1056537,0.07741642700000001,S345,independent transcript,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1056384_1056537
BSU__misc_RNA_16,0.074096258,YkkC riboswitch,,No COG category,,YkkC riboswitch,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_misc_RNA_16
BSU__tRNA_81,0.07376823,trnQ-Arg,transfer RNA-Arg,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_tRNA_81
BSU_15820,0.069862611,rpmB,ribosomal protein L28,"Translation, ribosomal structure and biogenesis",rpmB,stringent response,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU15820
BSU_40180,0.067293266,yydF,secreted peptide,No COG category,yydF->yydJ,"Rok,SigA,AbrB",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU40180
new_1056539_1056622,0.06571855800000001,S346,3' of S345,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1056539_1056622
BSU__misc_RNA_8,0.06517885,BSU_misc_RNA_8,,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_misc_RNA_8
BSU__misc_RNA_46,0.064053644,BSU_misc_RNA_46,,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_misc_RNA_46
new_2678362_2678577_c,0.063150835,ratA,antitoxin RNA,No COG category,bsrH->ratA,As-bsrH,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2678362_2678577_c
new_213878_213940,0.062829445,S77,5'UTR of skfA,No COG category,,"Spo0A,SigA,PhoP,AbrB",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_213878_213940
BSU_05109,0.062407457000000006,ydzN,unknown,No COG category,ydzN,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU05109
BSU_30310,0.062112569000000006,ytwF,unknown,Inorganic ion transport and metabolism,ytwF,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU30310
new_1044967_1045036,0.061573707000000005,S340,5'UTR of yheJ,No COG category,,"AbrB,BmrB",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1044967_1045036
new_2307814_2307904,0.060796549000000005,S828,5'UTR of cspD,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2307814_2307904
BSU_01910,0.06032804,skfA,spore killing factor,No COG category,skfA->skfH,"Spo0A,SigA,PhoP,AbrB",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU01910
new_606414_606611_c,0.059169083000000004,S198,independent transcript,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_606414_606611_c
BSU__misc_RNA_13,0.05850709900000001,BSU_misc_RNA_13,,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_misc_RNA_13
new_3037916_3038059_c,0.058360934,S1138,3'UTR of ytzK,No COG category,,"SigA,CodY,CcpA",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3037916_3038059_c
BSU_00440,0.058280928,veg,negative effector of [[protein|5A6FBAE6553343092862CB79E150F934978C32A9]] activity,Function unknown,veg,SigA,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU00440
BSU_29679,0.058115418,ytzK,unknown,No COG category,"acsA->ytzK, ytzK->tyrS, acsA->tyrS","SigA,CodY,CcpA",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU29679
BSU_27290,0.058067298,yrzA,unknown,Function unknown,yrzA,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU27290
new_2409636_2409728,0.057648266000000004,S874,5'UTR of fer,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2409636_2409728
new_3856732_3856994_c,0.057353659,S1455,independent transcript,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3856732_3856994_c
BSU_14629,0.05694255,sr1,"small regulatory RNA, regulatory peptide",No COG category,sr1,"CcpN,SigA",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU14629
BSU_24780,0.056868612000000006,yqgY,unknown,Function unknown,yqgY,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU24780
BSU_12069,0.05682335,yjzH,unknown,Function unknown,yjzH,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU12069
BSU_36269,0.056419803000000004,ywzD,unknown,Function unknown,ywzD,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU36269
new_2678724_2678943,0.054965574,S978,independent transcript,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2678724_2678943
BSU_22650,0.054789255,trpF,phosphoribosylanthranilate isomerase,Amino acid transport and metabolism,"trpE->trpA, trpE->aroE",MtrB,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU22650
new_490527_490638_c,-0.073891833,S144,independent transcript,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_490527_490638_c
