,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A
0,U01-Set001__USA300 LAC CA-MHB PreCulture,1.897677569,0.15902241357565866,2.0,0.0,1.7852317420000001,5.0,2.010123396
1,U01-Set001__USA300 LAC CA-MHB Control,0.0,0.07388203364750011,2.0,1.0,0.052242487000000004,6.0,-0.052242487000000004
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,1.342981577,0.06914490328880213,2.0,2.0,1.391874407,7.0,1.294088747
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,1.976428707,0.17464906331794827,2.0,3.0,1.85293317,8.0,2.099924244
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,1.2415174420000001,0.028383710259886494,2.0,4.0,1.261587756,9.0,1.221447128
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.4702251114634421,2.0,10.0,-0.33249936500000005,29.0,0.33249936500000005
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.7200784680000001,0.40483784432054326,2.0,11.0,0.43381488300000004,30.0,1.006342053
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,-0.12120532800000001,0.2672504238792544,2.0,12.0,-0.31017991500000003,31.0,0.067769259
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,10.479950865,0.40512169112464724,2.0,13.0,10.76641516,14.0,10.19348657
9,U01-Set001__USA300 LAC RPMI+10%LB Control,11.47951384,0.3893930129449005,2.0,15.0,11.75485628,18.0,11.2041714
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,11.2366363,0.011082937129877457,2.0,16.0,11.22879948,19.0,11.24447312
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,10.446747755,0.3567698849906024,2.0,17.0,10.69902216,20.0,10.19447335
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,8.399455424,0.18439912396427738,2.0,21.0,8.529845295,24.0,8.269065553
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,8.6666036335,0.02418907434503509,2.0,22.0,8.649499375,25.0,8.683707892
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,8.486486305,0.9056364937208192,2.0,23.0,7.846104599,26.0,9.126868011
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,0.3914265505,0.27512908470987407,2.0,27.0,0.19688090900000002,28.0,0.5859721920000001
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,-0.1969099145,0.16050928023847844,2.0,32.0,-0.083412714,33.0,-0.310407115
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,2.771726169,0.18840273568929886,2.0,34.0,2.638505317,38.0,2.904947021
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,3.1034521365,0.28067364757408697,2.0,35.0,3.301918376,39.0,2.904985897
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,2.121808359,0.30092611421847315,2.0,36.0,2.334595255,40.0,1.9090214630000002
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,0.2132942965,0.39134418571923685,2.0,37.0,0.490016424,41.0,-0.063427831
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,-8.6094124595,0.19356960807294302,2.0,42.0,-8.472538077,45.0,-8.746286842
