,A,XisF4
R2,,0.017719871139941334
xmin,,-6.412684479
xmid,,1.631826324254399
xmax,,2.453579203
ystart,,0.3588917628414201
yend,,11.004856710305237
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.2283499938,-0.004397229
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.2283499938,0.004397229
AB569_EDTA_NaNO2:NaNO2:1,-1.7255580903,0.126084508
AB569_EDTA_NaNO2:NaNO2:2,-1.4047958356,-0.6252678420000001
AB569_EDTA_NaNO2:EDTA:1,1.6501324079000002,-0.06005378200000001
AB569_EDTA_NaNO2:EDTA:2,1.2900812407,0.336895692
AB569_EDTA_NaNO2:EDTA:3,1.9522968908,0.161912533
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-1.7276131194,-0.48128385100000004
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-0.8110313385,-0.6229511320000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.22387576850000002,0.045068006
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.22387576850000002,-0.045068006
Anthranilate_metabolism_GntR_AntP:antP:1,1.2813821753,0.14312855300000002
Anthranilate_metabolism_GntR_AntP:antP:2,0.3315058104,-0.287034819
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.3026127436,-0.088932594
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.3026127436,0.088932594
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-6.5217975613,-0.16352640300000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.1648383913,-1.467710387
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,3.4402748614,0.152569018
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-1.8822928848,0.139105778
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,16.3026916055,-1.309618228
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,15.2833767902,-1.31150265
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,15.8660143895,-1.047052608
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,16.719129208600002,-1.143480528
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.1797829793,-0.16662074400000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,1.781765352,-0.15625769
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,0.3095471803,-0.8580115410000001
Catabolise_Nucleic_Acids:L_asp:1,3.2798500801,0.23462627900000002
Catabolise_Nucleic_Acids:L_asp:2,-0.0489197684,-0.31827837000000003
Catabolise_Nucleic_Acids:DNA_1:1,-0.6055170741,-0.072714184
Catabolise_Nucleic_Acids:DNA_1:2,-0.33930493100000003,-0.11659345600000001
Catabolise_Nucleic_Acids:DNA_1:3,0.9448220051,0.18930764
Catabolite_repression:del_hfq_crc_wt:1,0.2673867688,-0.046957517000000004
Catabolite_repression:del_hfq_crc_wt:2,-0.2673867688,0.046957517000000004
Catabolite_repression:delHfq:1,0.1647141902,-0.542315666
Catabolite_repression:delHfq:2,0.6016169376,-0.600687476
Catabolite_repression:deldcrc:1,-1.8218074546,-0.45839998
Catabolite_repression:deldcrc:2,-1.996833171,-0.787077366
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.5273340705,0.033770443000000004
