,A,purR
R2,,0.12459791562813538
xmin,,-4.5612020572
xmid,,1.843952496615663
xmax,,3.1583360875
ystart,,-1.0452717638384321
yend,,-9.610464520001981
2AA:WT:1.0,0.0021251857,0.2023844247
2AA:WT:2.0,-0.0526552055,-0.0609324902
2AA:WT:3.0,0.7900956375,0.5367936074
2AA:WT:4.0,-0.7395656177000001,-0.6782455418000001
2AA:del_ridA:1.0,-1.9110966942,0.6289057324
2AA:del_ridA:2.0,-2.1553053896,0.4313004312
2AA:del_ridA:3.0,-1.4221267109,0.5885617893
2AA:del_ridA:4.0,-2.0136849869,0.650387817
GC_MS:WT:1.0,-0.4881100246,-0.0878711687
GC_MS:WT:2.0,-0.015173074000000002,0.0355015319
GC_MS:WT:3.0,0.5032830986,0.0523696368
GC_MS:del_slyA:1.0,-1.7776767369000002,-0.7219457338
GC_MS:del_slyA:2.0,-0.427759926,-0.6814707487
Rho:WT:1.0,-0.8324033849,-0.1453040808
Rho:WT:2.0,1.0896318443,0.2057480867
Rho:WT:3.0,-0.2572284595,-0.0604440059
Rho:rho_Y80C:1.0,1.2486974856,1.6431661831
Rho:rho_Y80C:2.0,0.8743811871,1.7480099817
Rho:rho_Y80C:3.0,0.4748547732,1.7525581002
Rho:rho_K130Q:1.0,-1.3631566833,0.9075601468000001
Rho:rho_K130Q:2.0,-1.6307294458000001,1.2010453386
Rho:rho_K130Q:3.0,-1.1530561091,1.2529666761
flagella:WT:1.0,-0.3160248375,0.030550169800000002
flagella:WT:2.0,0.3160248375,-0.030550169800000002
flagella:del_rfaL:1.0,-2.6748707603,-0.3117989758
flagella:del_rfaL:2.0,-3.4386493532999998,-0.1230482964
flagella:del_rfaG:1.0,-4.1435963427,-0.3433101643
flagella:del_rfaG:2.0,-4.3357079193,0.029323125800000002
flagella:del_rfaD:1.0,-1.7916819005,0.37154112380000004
flagella:del_rfaD:2.0,-1.985502671,0.068417367
nusG:WT_OD08:1.0,1.4163441037,-0.026509495600000002
nusG:WT_OD08:2.0,-1.4163441037,0.026509495600000002
omv:spi2_ind_lowOD_intracellularRNAs:1.0,-9.8511928339,-2.5291149596
omv:spi2_ind_lowOD_intracellularRNAs:2.0,-0.8003918637,-1.4947660959
omv:spi2_ind_highOD_intracellularRNAs:1.0,-15.1296481176,-4.1619852276
omv:spi1_ind_highOD_intracellularRNAs:1.0,-4.6679813834,-0.3345361814
omv:spi2_ind_highOD_intracellularRNAs:2.0,-13.8514818678,-3.3074972883
omv:spi2_ind_highOD_intracellularRNAs:3.0,-13.0272515546,-3.2677069303
omv:controlPCN_highOD_intracellularRNAs:1.0,-6.8438883347,-2.3430046637
omv:controlPCN_highOD_intracellularRNAs:2.0,-11.7899179731,-3.6278639432
omv:controlPCN_highOD_intracellularRNAs:3.0,-10.4744241393,-4.2488903689
omv:spi1_ind_highOD_intracellularRNAs:2.0,-4.7468859883,-0.4005559869
omv:spi1_ind_highOD_intracellularRNAs:3.0,-4.4155470721,-0.3896082863
omv:controlPCN_lowOD_intracellularRNAs:1.0,0.26864716650000003,-0.0365955034
omv:controlPCN_lowOD_intracellularRNAs:2.0,-0.2593719145,0.043295468600000005
omv:spi2_ind_lowOD_intracellularRNAs:3.0,-2.6149772197,-1.6802367639
omv:controlPCN_lowOD_intracellularRNAs:3.0,-0.009275252000000001,-0.0066999652000000005
sv5015:STM1625:1.0,-1.0799499024,-0.6482353612
sv5015:STM1625:2.0,-1.0620472491,-0.501108089
sv5015:STM1625:3.0,-0.7942927985,-0.725981827
sv5015:STM0581:1.0,1.5990230750999999,-0.8740398881
sv5015:STM0581:2.0,1.5709940829,-0.8246117220000001
sv5015:STM0581:3.0,1.3190922996,-0.488490617
sv5015:WT:1.0,0.12732351490000002,-0.15968097
sv5015:WT:2.0,-0.34717234550000003,0.0637051495
sv5015:WT:3.0,0.2198488307,0.0959758205
tomato:tomato_root:1.0,-0.8886767485,0.5488647032
tomato:tomato_root:2.0,-2.2738636776,0.2039256368
tomato:tomato_root:3.0,-1.4770832495000001,-0.1256712785
tomato:LB:1.0,0.8623909656000001,0.0846601018
tomato:LB:2.0,-0.8623909656000001,-0.0846601018
AcrB_efflux_virulence:AcrB_D408A:1.0,-0.9273922994,-0.306003189
AcrB_efflux_virulence:AcrB_D408A:2.0,-0.8150333907,-0.37577175150000003
AcrB_efflux_virulence:AcrB_D408A:3.0,-0.7509928253,-0.3461639401
AcrB_efflux_virulence:WT:1.0,0.0405669243,-0.0649743584
AcrB_efflux_virulence:WT:2.0,-0.050348662200000005,0.011540561900000001
AcrB_efflux_virulence:WT:3.0,0.009781738,0.053433796500000005
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,1.0993516517,-0.1047135576
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,-8.3612497233,2.9709290579000003
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,-8.2694204414,3.0364881211
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,0.0750042025,-0.3967452648
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,-8.1440722229,3.0307341981
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,-9.4195099962,2.664935127
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,-1.506599803,-0.022795922200000002
