,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,1.1591446827,0.25891023162412713,2.0,0.0,1.3422218632,5.0,0.9760675022
1,U01-Set001__USA300 LAC CA-MHB Control,1.84390029405,0.44277081493212594,2.0,1.0,1.5308140483,6.0,2.1569865398
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,1.5066740333,1.2496225573134279,2.0,2.0,2.3902906175,7.0,0.6230574491
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,0.6829978119,0.21422249429685128,2.0,3.0,0.8344759903000001,8.0,0.5315196335
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,1.33572633435,0.10362006234341278,2.0,4.0,1.4089967831,9.0,1.2624558856
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,10.0,0.0,29.0,0.0
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.0,0.0,2.0,11.0,0.0,30.0,0.0
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.0,0.0,2.0,12.0,0.0,31.0,0.0
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,0.2409335577,0.34073150493014065,2.0,13.0,0.0,14.0,0.4818671154
9,U01-Set001__USA300 LAC RPMI+10%LB Control,0.7988053598,1.12968137352548,2.0,15.0,1.5976107196,18.0,0.0
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,1.30250577335,0.3422916321688427,2.0,16.0,1.0604690391,19.0,1.5445425076000001
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,0.5362620398,0.7583890496710205,2.0,17.0,0.0,20.0,1.0725240796
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,21.0,0.0,24.0,0.0
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,0.0,0.0,2.0,22.0,0.0,25.0,0.0
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,0.0,0.0,2.0,23.0,0.0,26.0,0.0
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,0.0,0.0,2.0,27.0,0.0,28.0,0.0
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,0.0,0.0,2.0,32.0,0.0,33.0,0.0
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,1.1382739477000001,0.516634409568225,2.0,34.0,0.7729582533,38.0,1.5035896421000001
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,0.3538082409,0.5003604127601472,2.0,35.0,0.0,39.0,0.7076164818
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,0.72578793955,1.026419147518434,2.0,36.0,0.0,40.0,1.4515758791
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,0.0,0.0,2.0,37.0,0.0,41.0,0.0
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,1.01031789645,1.428805271467846,2.0,42.0,0.0,45.0,2.0206357929
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,0.8211271389500001,0.2519566844643202,2.0,43.0,0.9992874191000001,46.0,0.6429668588
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,0.50225686065,0.7102984641261636,2.0,44.0,1.0045137213,47.0,0.0
24,U01-Set003__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,48.0,0.0,52.0,0.0
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,0.0,0.0,2.0,49.0,0.0,53.0,0.0
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,0.0,0.0,2.0,50.0,0.0,54.0,0.0
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,0.0,0.0,2.0,51.0,0.0,55.0,0.0
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,0.97055894315,0.48431981867764234,2.0,56.0,0.6280931151,57.0,1.3130247712
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,1.3042731547500002,0.2631265554231962,2.0,58.0,1.1182145831,59.0,1.4903317264
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,1.12974219505,0.6829817105411008,2.0,60.0,1.6126831940000002,61.0,0.6468011961
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,1.2132454693499999,0.17741907783642502,2.0,62.0,1.0877912363,63.0,1.3386997024
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,0.0,0.0,2.0,64.0,0.0,65.0,0.0
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,0.0,0.0,2.0,66.0,0.0,67.0,0.0
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,0.0,0.0,2.0,68.0,0.0,69.0,0.0
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,0.0,0.0,2.0,70.0,0.0,71.0,0.0
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,0.63611180815,0.4752886187656799,2.0,72.0,0.30003200280000003,73.0,0.9721916135
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,0.35943003225000003,0.0029893485768203204,2.0,74.0,0.3573162436,75.0,0.36154382090000003
38,ICA-Set002__USA300 LAC CA-MHB Control,0.35882945285,0.016256741352007147,2.0,76.0,0.3703247049,77.0,0.3473342008
39,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLadenine,1.0630574548,0.31806488635648617,2.0,78.0,1.2879632928,79.0,0.8381516168
40,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLguanine,0.6378482869,0.4513646638552022,2.0,80.0,0.9570113015,81.0,0.3186852723
41,ICA-Set002__USA300 SNFM1 CA-MHB Control,0.0,0.0,2.0,82.0,0.0,83.0,0.0
42,ICA-Set002__USA300 SNFM1 RPMI+10%LB Control,0.0,0.0,2.0,84.0,0.0,85.0,0.0
43,ICA-Set002__USA300 SNFR19 CA-MHB Control,0.0,0.0,2.0,86.0,0.0,87.0,0.0
44,ICA-Set002__USA300 SNFR19 RPMI+10%LB Control,0.0,0.0,2.0,88.0,0.0,89.0,0.0
45,ICA-Set002__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,90.0,0.0,91.0,0.0
46,ICA-Set002__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,92.0,0.0,93.0,0.0
47,ICA-Set002__USA300 LAC R10LBnoGlu 1gLmaltose,0.1650852937,0.23346586129888566,2.0,94.0,0.3301705874,96.0,0.0
48,ICA-Set002__USA300 LAC CAMHB 0.0195ug/mLMupirocin,0.0,0.0,2.0,95.0,0.0,97.0,0.0
49,ICA-Set003__USA300 TCH1516 CA-MHB 250nMParaquat,0.0,0.0,2.0,98.0,0.0,99.0,0.0
